64 10000 64 100000 100000000 0.250000 0.150000 1.145000
n M absM M2 M4
2284 -7.077894e+00 1.432393e+01 2.658583e+02 1.247777e+05
2285 -6.467426e+00 1.033224e+01 1.607143e+02 6.480176e+04
2286 -9.240302e+00 1.836052e+01 4.129478e+02 2.803731e+05
2287 -7.360572e-01 1.156117e+01 2.139580e+02 1.404131e+05
2288 -1.500240e+01 1.625093e+01 3.502008e+02 2.314114e+05
2289 -4.429610e+00 1.196630e+01 2.070209e+02 9.606163e+04
2290 -4.170172e+00 7.882152e+00 8.945562e+01 1.934650e+04
2291 -9.430853e+00 1.056301e+01 1.608919e+02 5.600347e+04
2292 1.347947e+01 1.613785e+01 3.241863e+02 1.832456e+05
2293 1.076957e+01 1.218440e+01 2.427722e+02 1.561088e+05
2294 5.168925e+00 1.238614e+01 2.381625e+02 1.407028e+05
2295 2.317848e+00 1.314327e+01 2.510344e+02 1.408206e+05
2296 9.085600e+00 1.204642e+01 2.174584e+02 1.219500e+05
2297 1.254315e+01 1.421267e+01 2.963902e+02 2.186043e+05
2298 -1.813641e+00 9.215759e+00 1.413338e+02 6.163944e+04
2299 -2.818235e+00 1.042980e+01 1.699738e+02 7.689575e+04
2300 1.650685e+01 1.653434e+01 3.697961e+02 2.673390e+05
2301 1.069381e+01 1.095455e+01 1.601254e+02 4.676352e+04
2302 5.972503e+00 8.934078e+00 1.226915e+02 3.861951e+04
2303 -8.572377e+00 1.644321e+01 3.675433e+02 2.930013e+05
2304 -4.802627e-01 1.010128e+01 1.609999e+02 6.934012e+04
2305 -5.054813e+00 1.069170e+01 1.932997e+02 1.418679e+05
2306 1.084236e+01 1.338207e+01 2.515245e+02 1.374162e+05
2307 1.050292e+01 1.430600e+01 3.229734e+02 2.785737e+05
2308 5.369267e+00 9.056741e+00 1.163490e+02 3.107425e+04
2309 6.396256e+00 1.068141e+01 1.638025e+02 5.547031e+04
2310 -1.302249e+00 1.458624e+01 2.725867e+02 1.310708e+05
2311 4.827412e+00 1.235584e+01 2.768700e+02 2.677527e+05
2312 -1.505079e+01 1.749719e+01 4.050344e+02 2.854461e+05
2313 -6.990200e+00 9.296366e+00 1.231290e+02 3.569997e+04
2314 4.434522e-01 7.509882e+00 8.983749e+01 2.863936e+04
2315 -1.023617e+00 1.294387e+01 2.644176e+02 1.993903e+05
2316 1.437617e+01 1.437714e+01 2.467323e+02 9.813359e+04
2317 -3.462827e+00 8.410815e+00 1.219034e+02 4.906379e+04
2318 -1.103516e+01 1.671776e+01 3.969172e+02 3.216654e+05
2319 8.681146e+00 1.283612e+01 2.369590e+02 1.266090e+05
2320 9.679469e+00 1.746921e+01 4.080258e+02 3.441262e+05
2321 -1.192278e+01 1.446310e+01 3.112190e+02 2.238302e+05
2322 6.781658e+00 1.408381e+01 3.121018e+02 2.338464e+05
2323 7.624680e+00 1.141393e+01 1.892254e+02 9.112412e+04
2324 7.451421e+00 1.496326e+01 3.001266e+02 1.750950e+05
2325 -5.353765e+00 8.221681e+00 1.098710e+02 3.281003e+04
2326 6.661894e+00 1.198159e+01 2.021157e+02 9.143797e+04
2327 6.126506e-01 1.051063e+01 1.379003e+02 3.361724e+04
2328 -4.562354e+00 9.606745e+00 1.324382e+02 4.070911e+04
2329 -1.007032e+00 9.818439e+00 1.421574e+02 4.724202e+04
2330 -6.526682e+00 1.254151e+01 2.422338e+02 1.543056e+05
2331 -7.515022e+00 1.146154e+01 1.849912e+02 7.219858e+04
2332 8.512944e+00 1.381741e+01 3.083377e+02 2.746300e+05
2333 -9.967806e+00 1.359059e+01 3.057893e+02 2.590633e+05
2334 -9.411620e+00 1.110949e+01 1.859460e+02 8.130872e+04
2335 -4.685949e-01 9.173848e+00 1.259423e+02 3.641023e+04
2336 -2.495908e+01 2.506032e+01 7.350454e+02 7.894050e+05
2337 -1.690276e+00 8.450025e+00 1.076484e+02 3.113532e+04
2338 1.202342e+01 1.459657e+01 2.825177e+02 1.483592e+05
2339 -1.087681e+01 1.242355e+01 2.231251e+02 1.116579e+05
2340 1.072489e+01 1.692248e+01 3.742945e+02 2.389500e+05
2341 1.107737e+01 1.245737e+01 2.179173e+02 1.024726e+05
2342 -1.216789e+01 1.420084e+01 2.880421e+02 1.849778e+05
2343 -3.795194e+00 1.269097e+01 2.140689e+02 8.553954e+04
2344 -4.124225e+00 1.259823e+01 2.205401e+02 9.580118e+04
2345 -6.908263e+00 1.823706e+01 3.786829e+02 2.080970e+05
2346 -3.414019e+00 9.564811e+00 1.378932e+02 4.357289e+04
2347 3.319086e+00 8.052709e+00 9.668266e+01 2.301894e+04
2348 4.635380e+00 1.017064e+01 1.462032e+02 4.538307e+04
2349 -2.337747e+00 6.091527e+00 6.057814e+01 1.069049e+04
2350 6.523889e+00 1.506134e+01 3.129117e+02 2.103228e+05
2351 6.122273e+00 1.210502e+01 2.353448e+02 1.620093e+05
2352 5.838729e+00 1.143972e+01 1.894488e+02 7.622893e+04
2353 1.083472e+01 1.234320e+01 2.137543e+02 1.059846e+05
2354 -5.646571e+00 9.506459e+00 1.469263e+02 7.810611e+04
2355 -4.885157e+00 1.442304e+01 2.623057e+02 1.182360e+05
2356 -8.555185e+00 1.470155e+01 3.365769e+02 2.720870e+05
2357 6.367302e+00 1.503816e+01 3.184726e+02 2.133131e+05
2358 -2.809055e+00 1.060730e+01 1.557260e+02 5.357155e+04
2359 -7.734049e+00 1.401674e+01 2.916086e+02 1.982324e+05
2360 -3.618479e-01 1.230090e+01 2.134912e+02 9.816956e+04
2361 -5.764560e+00 7.989973e+00 9.941194e+01 2.581507e+04
2362 3.366217e+00 1.081035e+01 1.714761e+02 6.808657e+04
2363 -4.925494e+00 1.049569e+01 1.568744e+02 5.501829e+04
2364 7.325191e+00 1.024530e+01 1.822411e+02 1.097977e+05
2365 3.693323e+00 1.261791e+01 2.258917e+02 1.122451e+05
2366 -3.403118e+00 1.299624e+01 2.716928e+02 2.052441e+05
2367 -9.691544e+00 1.206868e+01 1.975455e+02 7.265233e+04
2368 2.885428e+00 7.551978e+00 1.036569e+02 4.679487e+04
2369 3.859148e+00 1.230522e+01 1.903415e+02 6.131765e+04
2370 -5.648389e+00 9.788046e+00 1.359853e+02 3.980467e+04
2371 -3.060329e+00 6.335367e+00 5.926004e+01 8.967295e+03
2372 -1.217811e+01 1.317042e+01 2.394678e+02 1.173761e+05
2373 1.053789e+01 1.092977e+01 1.634521e+02 5.026924e+04
2374 -3.526885e+00 7.732858e+00 9.212139e+01 2.209033e+04
2375 -1.214420e+01 1.269552e+01 2.043959e+02 8.103657e+04
2376 -1.266187e+01 1.300045e+01 2.136141e+02 7.475966e+04
2377 -4.535738e-01 7.222931e+00 7.888620e+01 1.645820e+04
2378 -1.032055e+01 1.326298e+01 2.498779e+02 1.294524e+05
2379 3.563281e+00 7.559326e+00 8.988202e+01 2.036391e+04
2380 -2.200930e+00 9.601978e+00 1.449635e+02 5.863570e+04
2381 4.830635e+00 1.371903e+01 2.439807e+02 1.129594e+05
2382 -1.968637e+00 7.527690e+00 8.056843e+01 1.376476e+04
2383 -1.068567e+01 1.306132e+01 2.287408e+02 9.703620e+04
2384 1.047160e+01 1.633818e+01 3.844210e+02 3.093916e+05
2385 -6.600140e-01 8.111208e+00 8.962840e+01 1.646828e+04
2386 1.380219e+01 1.385349e+01 2.617659e+02 1.458741e+05
2387 7.898845e+00 1.079398e+01 1.753131e+02 7.037348e+04
2388 3.994619e-01 8.904364e+00 1.187171e+02 3.644157e+04
2389 -7.174183e+00 1.439962e+01 2.682944e+02 1.267134e+05
2390 -1.410693e+01 1.600234e+01 3.493979e+02 2.245548e+05
2391 8.619673e+00 1.271374e+01 2.546752e+02 1.621028e+05
2392 1.177813e+01 1.340242e+01 2.587499e+02 1.656601e+05
2393 1.066687e+01 1.360754e+01 2.672910e+02 1.685829e+05
2394 -4.292123e+00 1.475307e+01 2.848871e+02 1.388923e+05
2395 1.069383e+01 1.338133e+01 2.323854e+02 9.810324e+04
2396 -2.304637e+00 1.522630e+01 3.444227e+02 2.578275e+05
2397 6.667805e+00 1.170190e+01 1.801959e+02 6.121693e+04
2398 2.024372e+01 2.032540e+01 4.592933e+02 2.821229e+05
2399 1.437193e+01 1.538229e+01 3.161285e+02 2.080592e+05
2400 -1.156991e+01 1.748459e+01 4.067795e+02 3.078607e+05
2401 1.081287e+01 1.386921e+01 2.922965e+02 2.169069e+05
2402 1.088153e+01 1.433920e+01 2.731084e+02 1.358373e+05
2403 2.394802e+00 8.907515e+00 1.208423e+02 3.658519e+04
2404 -9.702487e+00 1.335901e+01 2.500719e+02 1.398422e+05
2405 3.423849e+00 1.405275e+01 2.556370e+02 1.183463e+05
2406 -1.058646e+01 1.569432e+01 3.184747e+02 2.158111e+05
2407 4.306449e+00 1.345271e+01 2.349398e+02 1.010230e+05
2408 -1.504919e+01 1.537514e+01 3.395565e+02 2.509998e+05
2409 -9.045442e-01 6.850349e+00 6.484758e+01 8.243843e+03
2410 -2.928264e+00 1.666729e+01 3.860845e+02 2.926228e+05
2411 -7.881985e+00 1.064992e+01 1.841630e+02 9.393018e+04
2412 -5.926280e+00 9.967527e+00 1.361318e+02 3.611826e+04
2413 1.102673e+01 1.370542e+01 2.457647e+02 1.105893e+05
2414 9.901532e+00 1.140024e+01 1.950229e+02 1.058642e+05
2415 -2.287817e+00 8.015604e+00 1.093467e+02 4.533375e+04
2416 -7.604248e+00 9.726761e+00 1.266394e+02 3.092645e+04
2417 -2.040227e+01 2.161240e+01 5.808971e+02 5.248883e+05
2418 1.894536e-01 1.402033e+01 2.692170e+02 1.470853e+05
2419 2.388446e+00 6.329344e+00 6.388216e+01 1.283085e+04
2420 -1.435048e+01 1.898737e+01 4.753663e+02 4.381279e+05
2421 -2.274243e+00 9.193862e+00 1.360740e+02 5.915628e+04
2422 1.608293e+01 1.800797e+01 4.306883e+02 3.303940e+05
2423 1.306174e+00 1.724459e+01 3.717973e+02 2.291651e+05
2424 2.193469e+00 1.461565e+01 3.480657e+02 2.953614e+05
2425 -7.064511e+00 8.998184e+00 1.164397e+02 3.192989e+04
2426 6.943819e+00 1.199780e+01 2.234045e+02 1.081824e+05
2427 2.695236e-01 8.388166e+00 1.258805e+02 5.946384e+04
2428 -3.210100e+00 9.892957e+00 1.542454e+02 6.340332e+04
2429 7.743712e+00 9.195050e+00 1.285493e+02 4.166449e+04
2430 -5.111078e+00 1.281332e+01 2.046342e+02 6.966628e+04
2431 -1.641945e+01 1.791103e+01 4.203501e+02 3.368697e+05
2432 -3.004829e+00 9.019863e+00 1.184796e+02 3.032730e+04
2433 8.996056e+00 1.379662e+01 2.980572e+02 2.203121e+05
2434 -3.725132e+00 1.107035e+01 1.956126e+02 1.060053e+05
2435 -9.321122e+00 1.271595e+01 2.292475e+02 1.083623e+05
2436 -3.285308e+00 1.543090e+01 3.238066e+02 1.930533e+05
2437 -5.537948e+00 8.227862e+00 1.134585e+02 4.581249e+04
2438 -8.222181e+00 1.250190e+01 2.372576e+02 1.283550e+05
2439 -4.597363e+00 1.273828e+01 2.092654e+02 7.893843e+04
2440 -1.846645e+00 1.312628e+01 2.425497e+02 1.207629e+05
2441 1.382627e+01 1.561126e+01 3.241152e+02 2.004008e+05
2442 6.966497e-01 1.005887e+01 1.613809e+02 8.071624e+04
2443 -5.296862e+00 1.190180e+01 2.081616e+02 1.015957e+05
2444 9.865609e+00 1.228725e+01 2.616705e+02 1.826572e+05
2445 -1.505170e+01 1.622924e+01 3.545169e+02 2.259053e+05
2446 1.615472e+01 1.727363e+01 4.126001e+02 3.429797e+05
2447 9.718557e+00 1.094613e+01 1.654107e+02 5.963317e+04
2448 1.046180e+01 1.287911e+01 2.282900e+02 9.821289e+04
2449 1.095755e+01 1.232077e+01 2.524640e+02 1.867085e+05
2450 4.816266e+00 1.354565e+01 2.434816e+02 1.078495e+05
2451 7.686656e+00 1.082880e+01 1.717139e+02 7.190410e+04
2452 -6.143001e+00 1.190080e+01 2.317667e+02 1.884668e+05
2453 3.457794e+00 9.549649e+00 1.523597e+02 7.539681e+04
2454 1.219364e+01 1.503972e+01 3.605890e+02 3.120174e+05
2455 -1.350398e+01 1.482212e+01 2.928067e+02 1.513746e+05
2456 -1.304511e+01 1.496774e+01 3.138489e+02 1.974624e+05
2457 -1.045837e+01 1.236153e+01 2.406203e+02 1.387896e+05
2458 -6.103387e+00 1.502760e+01 3.296884e+02 2.198846e+05
2459 1.257036e+00 1.189133e+01 2.091381e+02 1.035018e+05
2460 -1.372064e+01 1.403264e+01 3.112366e+02 2.308652e+05
2461 -9.151852e+00 1.236681e+01 2.281948e+02 1.135081e+05
2462 -1.111778e+01 1.286368e+01 2.122065e+02 8.463753e+04
2463 -1.070150e+01 1.153197e+01 1.928985e+02 8.628701e+04
2464 6.718454e+00 9.664743e+00 1.504721e+02 5.883491e+04
2465 4.967250e+00 9.411897e+00 1.444464e+02 5.669573e+04
2466 -6.327391e+00 1.282276e+01 1.996764e+02 6.620564e+04
2467 -1.168646e+01 1.428424e+01 3.148282e+02 2.368527e+05
2468 9.901984e+00 1.263809e+01 2.516591e+02 1.698433e+05
2469 -1.533443e+01 1.572022e+01 3.383191e+02 2.040497e+05
2470 -5.880761e+00 1.087151e+01 1.853416e+02 9.287946e+04
2471 6.301399e+00 9.295611e+00 1.265588e+02 4.104136e+04
2472 2.075146e-02 7.463104e+00 8.598049e+01 1.979162e+04
2473 -1.064807e+01 1.285948e+01 2.998225e+02 2.679240e+05
2474 -1.349669e+00 8.366084e+00 1.105074e+02 3.253297e+04
2475 7.338224e+00 1.222027e+01 2.234909e+02 1.305721e+05
2476 9.093664e+00 1.036683e+01 1.483422e+02 4.406605e+04
2477 5.901666e+00 1.245739e+01 2.449934e+02 1.400591e+05
2478 8.359372e+00 9.469357e+00 1.485267e+02 6.840991e+04
2479 2.419474e+00 1.013152e+01 1.644102e+02 7.007315e+04
2480 1.530177e+00 8.072530e+00 9.326065e+01 1.829417e+04
2481 6.768824e+00 9.315309e+00 1.317176e+02 4.765552e+04
2482 6.860840e+00 9.944031e+00 1.473398e+02 6.094504e+04
2483 -1.072556e+01 1.276296e+01 2.247989e+02 1.010965e+05
2484 4.963893e+00 1.092260e+01 1.637128e+02 5.682827e+04
2485 -1.289862e+00 9.337240e+00 1.160417e+02 2.561770e+04
2486 6.129031e+00 9.685736e+00 1.384333e+02 4.939355e+04
2487 1.623744e+01 1.794221e+01 4.278847e+02 3.429282e+05
2488 -8.930124e+00 1.276723e+01 2.615352e+02 1.738233e+05
2489 -6.612570e+00 1.679392e+01 3.659673e+02 2.422307e+05
2490 1.177212e+01 1.230552e+01 2.223294e+02 1.083996e+05
2491 -1.035136e+01 2.271159e+01 6.321412e+02 6.103926e+05
2492 5.492648e+00 8.998193e+00 1.232322e+02 3.682150e+04
2493 1.000340e+00 9.626231e+00 1.460296e+02 5.596331e+04
2494 -2.326441e-03 7.532667e+00 9.099634e+01 2.460314e+04
2495 -1.870413e+01 1.874360e+01 4.498006e+02 3.694997e+05
2496 -9.334518e+00 1.162944e+01 1.842501e+02 6.947609e+04
2497 -9.505403e-01 1.633526e+01 3.739927e+02 2.769580e+05
2498 -9.497040e+00 1.059588e+01 1.835055e+02 1.035606e+05
2499 -5.112676e+00 1.537124e+01 3.158375e+02 1.903672e+05
2500 -1.703555e+00 8.938424e+00 1.209095e+02 3.515159e+04
2501 8.491777e+00 1.437355e+01 2.619797e+02 1.222295e+05
2502 7.861737e+00 1.900613e+01 5.430154e+02 6.923405e+05
2503 -7.732550e+00 1.147688e+01 1.863515e+02 7.750962e+04
2504 -3.105804e-01 1.198384e+01 2.171504e+02 1.121176e+05
2505 5.149576e-01 7.899483e+00 9.517820e+01 2.271062e+04
2506 1.130427e+00 1.174737e+01 1.866898e+02 7.103015e+04
2507 1.005322e+01 1.533641e+01 3.455766e+02 2.764883e+05
2508 8.311257e+00 1.355136e+01 2.447977e+02 1.134028e+05
2509 -6.823659e+00 1.180679e+01 2.087270e+02 1.188261e+05
2510 2.032882e+01 2.096675e+01 5.247865e+02 4.044124e+05
2511 6.183229e+00 9.719648e+00 1.354190e+02 4.423246e+04
2512 5.158230e-01 7.707077e+00 9.117313e+01 2.084695e+04
2513 6.102495e-01 1.009816e+01 1.533802e+02 5.682639e+04
2514 -4.502897e+00 8.026581e+00 9.685686e+01 2.541623e+04
2515 -5.755139e+00 1.173947e+01 1.921229e+02 7.647738e+04
2516 1.780238e-01 1.210606e+01 2.301774e+02 1.428132e+05
2517 -1.735909e+01 1.774160e+01 3.736598e+02 2.084525e+05
2518 -7.622229e+00 1.018865e+01 1.523147e+02 4.992876e+04
2519 1.882355e+00 7.293661e+00 8.406133e+01 2.078437e+04
2520 1.579147e+00 8.274031e+00 1.230389e+02 5.639556e+04
2521 1.251842e+01 1.279535e+01 2.650938e+02 1.850278e+05
2522 2.625521e+00 1.275033e+01 2.399027e+02 1.456888e+05
2523 -3.662911e+00 1.109433e+01 1.931543e+02 9.486270e+04
2524 9.021297e+00 1.242414e+01 2.143051e+02 1.053180e+05
2525 6.495089e+00 9.877134e+00 1.628564e+02 7.294791e+04
2526 -1.816829e+01 2.084203e+01 5.706019e+02 6.063799e+05
2527 -1.967654e+01 2.117392e+01 5.549795e+02 4.727176e+05
2528 6.497858e+00 1.067781e+01 1.990527e+02 1.116582e+05
2529 4.921620e+00 1.207559e+01 2.063051e+02 8.852677e+04
2530 -6.527062e+00 1.588049e+01 3.679864e+02 3.362997e+05
2531 1.857687e+00 1.239446e+01 2.450694e+02 1.684057e+05
2532 -3.013620e+00 1.913823e+01 5.213417e+02 5.764972e+05
2533 -5.732660e+00 1.321054e+01 2.932485e+02 2.351280e+05
2534 -2.110666e+00 1.512976e+01 3.017345e+02 1.638488e+05
2535 -3.345183e+00 8.756605e+00 1.186424e+02 4.062894e+04
2536 1.082663e+01 1.227482e+01 2.441065e+02 1.605885e+05
2537 2.136546e+01 2.144779e+01 5.552376e+02 4.717932e+05
2538 -1.379855e+01 1.551205e+01 3.268504e+02 1.982313e+05
2539 8.696702e+00 1.296790e+01 2.328803e+02 1.136235e+05
2540 3.337838e+00 7.852285e+00 1.007025e+02 2.766961e+04
2541 1.271768e+01 1.308961e+01 2.346327e+02 1.275565e+05
2542 -8.216798e+00 1.145315e+01 1.788820e+02 7.057489e+04
2543 7.900570e+00 1.457764e+01 2.862155e+02 1.682077e+05
2544 -1.927377e+00 1.054774e+01 1.641355e+02 6.432236e+04
2545 -4.574257e+00 1.084292e+01 1.680095e+02 6.749000e+04
2546 -4.425551e+00 1.013278e+01 1.672117e+02 9.182710e+04
2547 -1.290260e+01 1.364180e+01 2.876924e+02 1.972360e+05
2548 -1.046755e+01 1.393661e+01 2.557341e+02 1.202310e+05
2549 -9.312118e+00 1.366545e+01 3.163159e+02 2.897132e+05
2550 -7.415401e+00 1.190303e+01 1.931574e+02 6.973679e+04
2551 -3.410989e+00 8.209853e+00 9.855194e+01 2.370699e+04
2552 -4.844658e+00 1.076544e+01 1.715031e+02 8.593153e+04
2553 2.866350e+00 1.182061e+01 1.996636e+02 8.879951e+04
2554 4.736525e+00 9.527803e+00 1.531907e+02 7.414402e+04
2555 1.258242e+01 1.530248e+01 3.063407e+02 1.633793e+05
2556 4.626711e+00 1.164408e+01 1.979888e+02 8.369829e+04
2557 4.653029e+00 8.509147e+00 1.174059e+02 4.091957e+04
2558 -1.695673e+01 1.753445e+01 3.646984e+02 2.041364e+05
2559 -3.925947e+00 9.392648e+00 1.290412e+02 3.762786e+04
2560 1.759781e+00 9.571839e+00 1.539574e+02 6.937329e+04
2561 8.812075e+00 1.349006e+01 2.480490e+02 1.418913e+05
2562 -3.304936e+00 8.284119e+00 1.277158e+02 7.029330e+04
2563 -2.027874e+00 1.011659e+01 1.381577e+02 3.472535e+04
2564 1.735330e+00 8.789399e+00 1.043122e+02 2.063688e+04
2565 7.330393e+00 1.016097e+01 1.909082e+02 1.360911e+05
2566 -1.001303e+01 1.201704e+01 2.109907e+02 9.947535e+04
2567 1.173787e+01 2.196719e+01 5.872010e+02 5.561897e+05
2568 1.594305e+01 1.655830e+01 3.518639e+02 2.119129e+05
2569 2.204547e+00 1.224875e+01 2.062588e+02 8.677853e+04
2570 7.539851e+00 1.905804e+01 4.312836e+02 2.849227e+05
2571 7.512467e+00 1.110018e+01 1.689377e+02 5.545706e+04
2572 -1.007305e+01 1.284358e+01 2.708306e+02 2.212011e+05
2573 -2.045766e+00 7.327994e+00 8.284212e+01 1.946939e+04
2574 8.975498e+00 1.243497e+01 2.265689e+02 1.179683e+05
2575 9.435532e+00 1.304288e+01 2.389060e+02 1.215230e+05
2576 1.152084e+00 7.148321e+00 9.807603e+01 4.191646e+04
2577 2.756514e-01 8.695557e+00 1.068721e+02 2.513518e+04
2578 4.133508e+00 1.195875e+01 1.997915e+02 8.341261e+04
2579 5.344221e+00 1.207080e+01 2.191556e+02 1.112430e+05
2580 -5.707374e+00 8.880996e+00 1.205228e+02 3.468519e+04
2581 2.840928e+00 1.046479e+01 1.644856e+02 6.187487e+04
2582 -3.560115e+00 1.272116e+01 2.622526e+02 1.944350e+05
2583 -6.861013e+00 1.057217e+01 1.848401e+02 1.033699e+05
2584 -2.068953e-01 8.332167e+00 1.110696e+02 3.503182e+04
2585 3.292073e+00 1.169754e+01 1.943077e+02 8.829296e+04
2586 6.551420e+00 9.827820e+00 1.583781e+02 6.358149e+04
2587 1.018312e+01 1.514719e+01 3.250664e+02 2.317546e+05
2588 -7.008216e+00 1.076400e+01 1.612296e+02 5.264583e+04
2589 4.060995e+00 1.591834e+01 3.395963e+02 2.298638e+05
2590 -1.028103e+00 1.127685e+01 1.686352e+02 5.342809e+04
2591 6.979226e+00 8.217634e+00 9.570244e+01 1.992343e+04
2592 -7.610103e-01 9.493965e+00 1.196945e+02 2.672677e+04
2593 -3.637127e+00 1.370293e+01 2.673847e+02 1.505584e+05
2594 1.377240e+01 1.440121e+01 3.059229e+02 2.325036e+05
2595 3.860011e+00 1.172149e+01 1.962969e+02 8.839944e+04
2596 -4.028705e+00 8.377144e+00 1.108077e+02 3.598319e+04
2597 -4.631395e+00 1.227325e+01 1.923342e+02 6.868361e+04
2598 5.480376e-01 1.998696e+01 4.726944e+02 3.386530e+05
2599 2.824996e+00 1.577506e+01 3.385194e+02 2.455526e+05
2600 -8.003028e+00 1.276554e+01 2.247584e+02 1.148771e+05
2601 8.631593e+00 1.116282e+01 1.631262e+02 4.836443e+04
2602 1.653973e+01 1.705165e+01 3.522139e+02 2.099398e+05
2603 4.620505e+00 8.662287e+00 1.114452e+02 2.894753e+04
2604 5.857125e+00 1.127902e+01 2.051022e+02 1.241505e+05
2605 -4.702271e+00 1.156636e+01 2.368156e+02 1.773830e+05
2606 -7.278008e+00 9.958026e+00 1.558180e+02 6.804108e+04
2607 -1.244643e+00 7.707647e+00 9.948929e+01 3.599230e+04
2608 -1.101666e+01 1.557613e+01 3.423939e+02 2.487006e+05
2609 -1.350916e+01 1.577222e+01 3.536501e+02 2.993552e+05
2610 -6.282904e-01 7.584219e+00 8.652391e+01 1.847866e+04
2611 3.676161e+00 5.901334e+00 5.551938e+01 9.316304e+03
2612 4.057389e+00 9.454590e+00 1.883492e+02 1.572989e+05
2613 -4.413638e+00 1.380165e+01 2.922200e+02 1.944641e+05
2614 -3.112621e+00 6.485558e+00 6.520788e+01 1.125964e+04
2615 4.339365e-01 1.113368e+01 1.991285e+02 1.178829e+05
2616 -1.026188e+01 1.383452e+01 2.801535e+02 1.641356e+05
2617 -1.075255e+01 1.274288e+01 2.352983e+02 1.243674e+05
2618 -3.461137e+00 1.473923e+01 2.778962e+02 1.386724e+05
2619 1.901701e+01 1.928702e+01 4.591448e+02 3.649137e+05
2620 2.677243e+00 1.229079e+01 2.642912e+02 2.220568e+05
2621 -7.514298e+00 1.357367e+01 2.856781e+02 2.065377e+05
2622 -1.151159e+01 1.654436e+01 4.094790e+02 4.266829e+05
2623 2.674523e+00 1.179158e+01 2.200278e+02 1.206671e+05
2624 1.604733e+01 1.682950e+01 3.865652e+02 3.088473e+05
2625 5.460028e+00 1.197633e+01 2.170048e+02 1.207065e+05
2626 1.144386e+00 8.769777e+00 1.164689e+02 3.413100e+04
2627 3.302501e+00 1.384230e+01 2.638492e+02 1.466691e+05
2628 -2.521125e+00 1.007013e+01 1.624014e+02 7.562623e+04
2629 -4.543934e+00 7.676869e+00 8.802432e+01 1.904499e+04
2630 -6.282321e+00 1.651691e+01 3.985616e+02 3.356260e+05
2631 -5.020225e-01 9.686522e+00 1.287301e+02 3.472339e+04
2632 -1.414040e+00 7.432466e+00 8.470059e+01 2.027327e+04
2633 -4.119954e+00 1.600268e+01 3.427527e+02 2.238131e+05
2634 -2.609803e+00 9.259639e+00 1.359765e+02 5.063107e+04
2635 -9.753748e+00 1.279372e+01 2.472960e+02 1.471229e+05
2636 5.198277e+00 7.182879e+00 8.390330e+01 1.994503e+04
2637 -4.697983e-01 1.577879e+01 3.403651e+02 2.260300e+05
2638 5.707304e+00 7.682212e+00 8.838201e+01 1.919888e+04
2639 1.489278e+01 1.640386e+01 3.227125e+02 1.669255e+05
2640 -1.860904e-01 9.301339e+00 1.245205e+02 3.323162e+04
2641 -7.614835e+00 1.275591e+01 2.410334e+02 1.285017e+05
2642 -4.023414e-01 9.328515e+00 1.171689e+02 2.760368e+04
2643 -3.451752e+00 1.104628e+01 1.922060e+02 8.677949e+04
2644 1.350488e+01 1.491210e+01 3.199059e+02 2.193472e+05
2645 3.109862e+00 1.160512e+01 2.091783e+02 1.229724e+05
2646 -6.469002e-01 5.806360e+00 5.334955e+01 9.608914e+03
2647 -2.304597e+00 1.257931e+01 2.263262e+02 1.073665e+05
2648 -1.080041e+00 1.012740e+01 1.392869e+02 4.064201e+04
2649 -1.268307e+01 1.430454e+01 3.039919e+02 2.183990e+05
2650 5.447305e+00 1.600618e+01 3.298822e+02 2.225479e+05
2651 2.147430e+00 1.298365e+01 2.219631e+02 1.006740e+05
2652 -1.739671e+00 1.136411e+01 1.787981e+02 6.574576e+04
2653 1.651882e+01 1.657119e+01 3.493934e+02 2.303955e+05
2654 1.673544e+01 1.763120e+01 3.874436e+02 2.455366e+05
2655 1.151568e+01 1.356110e+01 2.633967e+02 1.537715e+05
2656 -2.513849e+00 1.428352e+01 2.878795e+02 1.890803e+05
2657 6.510989e+00 1.145384e+01 2.201784e+02 1.295534e+05
2658 6.797472e+00 9.648731e+00 1.467015e+02 5.959245e+04
2659 -1.161619e+00 8.939173e+00 1.365299e+02 6.544729e+04
2660 -5.850669e+00 1.246725e+01 2.308522e+02 1.257110e+05
2661 1.105077e+01 1.522011e+01 3.265830e+02 2.327641e+05
2662 9.900788e-01 8.003615e+00 9.703460e+01 2.392216e+04
2663 1.912360e+00 1.459654e+01 3.004040e+02 1.799385e+05
2664 1.214827e+01 1.486644e+01 3.395355e+02 2.770107e+05
2665 -4.126854e+00 8.356902e+00 1.075724e+02 2.982510e+04
2666 6.821493e+00 1.325966e+01 2.184056e+02 8.257395e+04
2667 7.251298e+00 9.579909e+00 1.693634e+02 1.047883e+05
2668 1.012619e+01 1.122082e+01 1.875887e+02 8.974303e+04
2669 -6.677551e+00 1.070232e+01 1.830084e+02 8.800864e+04
2670 2.331536e+00 6.503813e+00 6.693124e+01 1.182363e+04
2671 1.355602e+01 1.955551e+01 5.243688e+02 5.487479e+05
2672 -2.101976e+00 1.133593e+01 1.696547e+02 5.435229e+04
2673 1.536438e+01 1.560379e+01 3.173105e+02 1.890367e+05
