D,lambda,tlength,ntherm,ntraj,naccu,c
3,1.145000e+00,1.000000e+00,5000,100000,1000,3.000000e+00

L,k,m,mAbs,m2,m2_V,m4
4,1.500000e-01,2.706466e+00,1.166315e+01,2.115844e+02,3.306006e+00,1.228271e+05
4,1.500000e-01,-5.778282e-01,1.352050e+01,2.754703e+02,4.304223e+00,1.922195e+05
4,1.500000e-01,-6.992479e-02,1.157933e+01,2.086246e+02,3.259759e+00,1.194320e+05
4,1.500000e-01,-5.350406e+00,1.339214e+01,2.638004e+02,4.121881e+00,1.699926e+05
4,1.500000e-01,3.309344e+00,1.236828e+01,2.296144e+02,3.587726e+00,1.305956e+05
4,1.500000e-01,1.024168e+00,1.217978e+01,2.298539e+02,3.591468e+00,1.414445e+05
4,1.500000e-01,-7.098439e-01,1.268709e+01,2.400054e+02,3.750084e+00,1.432317e+05
4,1.500000e-01,-2.245200e+00,1.185385e+01,2.160965e+02,3.376508e+00,1.276549e+05
4,1.500000e-01,-5.473637e-01,1.133148e+01,1.902726e+02,2.973010e+00,8.888660e+04
4,1.500000e-01,-9.488143e-01,1.303849e+01,2.438881e+02,3.810751e+00,1.386119e+05
4,1.500000e-01,3.170154e+00,1.261436e+01,2.447466e+02,3.824165e+00,1.595129e+05
4,1.500000e-01,-6.756874e-01,1.232839e+01,2.270271e+02,3.547298e+00,1.316694e+05
4,1.500000e-01,1.331112e+00,1.366071e+01,2.718454e+02,4.247585e+00,1.717534e+05
4,1.500000e-01,-2.804046e+00,1.054353e+01,1.683642e+02,2.630690e+00,7.967484e+04
4,1.500000e-01,-6.598399e-01,1.105925e+01,1.826140e+02,2.853344e+00,8.217659e+04
4,1.500000e-01,-3.319880e-01,1.258077e+01,2.335699e+02,3.649529e+00,1.345477e+05
4,1.500000e-01,1.789169e+00,1.214312e+01,2.153937e+02,3.365527e+00,1.129987e+05
4,1.500000e-01,-8.241932e-02,1.239623e+01,2.171597e+02,3.393120e+00,1.068371e+05
4,1.500000e-01,-3.949283e+00,1.275614e+01,2.404911e+02,3.757673e+00,1.410933e+05
4,1.500000e-01,4.791569e-01,1.289235e+01,2.426378e+02,3.791215e+00,1.417180e+05
4,1.500000e-01,3.253074e+00,1.314935e+01,2.533709e+02,3.958920e+00,1.553758e+05
4,1.500000e-01,-2.095306e+00,1.225192e+01,2.249759e+02,3.515249e+00,1.323139e+05
4,1.500000e-01,2.785303e-01,1.337197e+01,2.590159e+02,4.047123e+00,1.546565e+05
4,1.500000e-01,1.590282e+00,1.259031e+01,2.444154e+02,3.818990e+00,1.570694e+05
4,1.500000e-01,3.053963e+00,1.255015e+01,2.353702e+02,3.677660e+00,1.427450e+05
4,1.500000e-01,3.423457e+00,1.427256e+01,2.788020e+02,4.356282e+00,1.590524e+05
4,1.500000e-01,-5.439167e+00,1.209883e+01,2.149712e+02,3.358925e+00,1.136824e+05
4,1.500000e-01,-1.673049e+00,1.087245e+01,1.814688e+02,2.835451e+00,8.853655e+04
4,1.500000e-01,-5.509231e-01,1.244073e+01,2.299688e+02,3.593262e+00,1.314063e+05
4,1.500000e-01,1.588115e+00,1.136427e+01,2.052282e+02,3.206691e+00,1.204751e+05
4,1.500000e-01,-1.691708e+00,1.252073e+01,2.325931e+02,3.634267e+00,1.374223e+05
4,1.500000e-01,-2.634264e+00,1.099094e+01,1.974251e+02,3.084768e+00,1.164369e+05
4,1.500000e-01,1.087095e+00,1.178847e+01,2.020009e+02,3.156264e+00,9.754965e+04
4,1.500000e-01,-1.004377e+00,1.211735e+01,2.226057e+02,3.478215e+00,1.270046e+05
4,1.500000e-01,-4.994977e-01,1.030740e+01,1.690552e+02,2.641488e+00,8.139010e+04
4,1.500000e-01,-5.813504e+00,1.231013e+01,2.347003e+02,3.667192e+00,1.555805e+05
4,1.500000e-01,5.767034e-01,1.285299e+01,2.507234e+02,3.917554e+00,1.681480e+05
4,1.500000e-01,-7.613542e-01,1.345221e+01,2.624282e+02,4.100441e+00,1.659472e+05
4,1.500000e-01,9.895575e-01,1.161809e+01,2.173295e+02,3.395773e+00,1.476914e+05
4,1.500000e-01,2.745361e+00,1.257673e+01,2.365333e+02,3.695833e+00,1.439377e+05
4,1.500000e-01,-2.308181e+00,1.245165e+01,2.213501e+02,3.458595e+00,1.141633e+05
4,1.500000e-01,1.267010e+00,1.209045e+01,2.294770e+02,3.585578e+00,1.441024e+05
4,1.500000e-01,-1.562528e+00,1.203758e+01,2.144401e+02,3.350626e+00,1.110903e+05
4,1.500000e-01,-1.053827e-01,1.166711e+01,2.040277e+02,3.187933e+00,1.116507e+05
4,1.500000e-01,3.401624e+00,1.241309e+01,2.261180e+02,3.533094e+00,1.186814e+05
4,1.500000e-01,1.215309e+00,1.288695e+01,2.462103e+02,3.847036e+00,1.498963e+05
4,1.500000e-01,3.789498e+00,1.232124e+01,2.250750e+02,3.516797e+00,1.290830e+05
4,1.500000e-01,3.102011e+00,1.323568e+01,2.671753e+02,4.174615e+00,1.873100e+05
4,1.500000e-01,-1.342296e+00,1.097198e+01,1.806193e+02,2.822177e+00,8.323081e+04
4,1.500000e-01,-1.726564e+00,1.428641e+01,3.008655e+02,4.701024e+00,2.223067e+05
4,1.500000e-01,-4.474009e+00,1.215929e+01,2.147375e+02,3.355274e+00,1.120954e+05
4,1.500000e-01,-1.128023e+00,1.271930e+01,2.405523e+02,3.758630e+00,1.433107e+05
4,1.500000e-01,-1.653114e-01,1.314850e+01,2.592074e+02,4.050115e+00,1.729635e+05
4,1.500000e-01,1.303062e+00,1.166886e+01,2.035111e+02,3.179861e+00,1.075552e+05
4,1.500000e-01,-8.479678e-01,1.035941e+01,1.669578e+02,2.608716e+00,7.795305e+04
4,1.500000e-01,-5.098061e-01,1.085883e+01,1.770031e+02,2.765673e+00,7.877899e+04
4,1.500000e-01,-2.036132e+00,1.156009e+01,2.043798e+02,3.193434e+00,1.083956e+05
4,1.500000e-01,-5.658931e-02,1.116426e+01,2.035617e+02,3.180651e+00,1.229244e+05
4,1.500000e-01,7.705802e-01,1.231611e+01,2.391000e+02,3.735938e+00,1.663273e+05
4,1.500000e-01,-2.428805e+00,1.200469e+01,2.083152e+02,3.254925e+00,1.033481e+05
4,1.500000e-01,-1.470663e+00,1.252970e+01,2.271341e+02,3.548970e+00,1.224853e+05
4,1.500000e-01,2.865645e-01,1.209776e+01,2.127296e+02,3.323901e+00,1.071374e+05
4,1.500000e-01,-2.444468e+00,1.281439e+01,2.493074e+02,3.895428e+00,1.621864e+05
4,1.500000e-01,-2.991142e+00,1.122854e+01,1.925563e+02,3.008693e+00,9.769440e+04
4,1.500000e-01,2.247672e+00,1.261034e+01,2.436982e+02,3.807784e+00,1.606208e+05
4,1.500000e-01,-3.005726e-01,1.260316e+01,2.401262e+02,3.751972e+00,1.518710e+05
4,1.500000e-01,2.280763e+00,1.358779e+01,2.653969e+02,4.146827e+00,1.615772e+05
4,1.500000e-01,4.533730e+00,1.326471e+01,2.505060e+02,3.914157e+00,1.423953e+05
4,1.500000e-01,2.643991e-02,1.253276e+01,2.357906e+02,3.684228e+00,1.457708e+05
4,1.500000e-01,-6.695653e+00,1.223519e+01,2.219569e+02,3.468076e+00,1.232129e+05
4,1.500000e-01,2.122626e-01,1.199754e+01,2.267172e+02,3.542457e+00,1.562542e+05
4,1.500000e-01,3.826964e-02,1.119680e+01,1.951198e+02,3.048747e+00,1.024081e+05
4,1.500000e-01,1.561005e+00,1.245094e+01,2.262125e+02,3.534570e+00,1.223980e+05
4,1.500000e-01,2.170082e+00,1.125676e+01,2.060243e+02,3.219130e+00,1.273341e+05
4,1.500000e-01,-3.659308e+00,1.142075e+01,1.998037e+02,3.121933e+00,1.082644e+05
4,1.500000e-01,2.284225e+00,1.188095e+01,2.288306e+02,3.575479e+00,1.585130e+05
4,1.500000e-01,1.948473e+00,1.327716e+01,2.530834e+02,3.954428e+00,1.457728e+05
4,1.500000e-01,3.912421e+00,1.193598e+01,2.153355e+02,3.364617e+00,1.211113e+05
4,1.500000e-01,-1.009359e+00,1.306299e+01,2.379928e+02,3.718638e+00,1.210734e+05
4,1.500000e-01,2.031139e+00,1.202165e+01,2.249520e+02,3.514874e+00,1.378191e+05
4,1.500000e-01,1.628919e+00,1.121110e+01,1.898237e+02,2.965996e+00,9.196813e+04
4,1.500000e-01,-1.700785e+00,1.274179e+01,2.389545e+02,3.733665e+00,1.333605e+05
4,1.500000e-01,1.370565e+00,1.218224e+01,2.312562e+02,3.613378e+00,1.413233e+05
4,1.500000e-01,4.334951e-01,1.321144e+01,2.543972e+02,3.974956e+00,1.552021e+05
4,1.500000e-01,2.567971e+00,1.313471e+01,2.540506e+02,3.969541e+00,1.636499e+05
4,1.500000e-01,3.557528e-01,1.295851e+01,2.484060e+02,3.881343e+00,1.496889e+05
4,1.500000e-01,-6.240019e+00,1.348028e+01,2.871533e+02,4.486770e+00,2.316607e+05
4,1.500000e-01,1.404286e+00,1.299449e+01,2.447452e+02,3.824144e+00,1.479342e+05
4,1.500000e-01,-4.428091e+00,1.260696e+01,2.416227e+02,3.775355e+00,1.498498e+05
4,1.500000e-01,3.834836e-02,1.248078e+01,2.308628e+02,3.607231e+00,1.357657e+05
4,1.500000e-01,-3.435082e+00,1.303717e+01,2.515386e+02,3.930291e+00,1.641009e+05
4,1.500000e-01,-7.900333e-01,1.171529e+01,2.182688e+02,3.410449e+00,1.339883e+05
4,1.500000e-01,-1.227741e+00,1.173452e+01,2.022361e+02,3.159939e+00,9.800154e+04
4,1.500000e-01,2.288501e+00,1.128613e+01,1.950993e+02,3.048426e+00,1.040064e+05
4,1.500000e-01,-6.662316e-02,1.143537e+01,1.985855e+02,3.102898e+00,9.689984e+04
4,1.500000e-01,1.639802e+00,1.230128e+01,2.282912e+02,3.567051e+00,1.338732e+05
4,1.500000e-01,-2.521221e+00,1.289302e+01,2.483712e+02,3.880801e+00,1.635287e+05
4,1.500000e-01,-3.628039e+00,1.190441e+01,2.078134e+02,3.247084e+00,1.023652e+05
4,1.500000e-01,1.570599e+00,1.275844e+01,2.266464e+02,3.541350e+00,1.099022e+05
4,1.500000e-01,-3.666945e+00,1.257240e+01,2.268142e+02,3.543972e+00,1.169226e+05
4,1.600000e-01,1.383608e+00,1.386519e+01,2.878575e+02,4.497773e+00,2.092670e+05
4,1.600000e-01,-2.969742e+00,1.527934e+01,3.443466e+02,5.380416e+00,2.747346e+05
4,1.600000e-01,-8.433587e+00,1.436803e+01,3.191800e+02,4.987188e+00,2.718848e+05
4,1.600000e-01,9.103466e-01,1.516140e+01,3.362657e+02,5.254152e+00,2.545936e+05
4,1.600000e-01,-2.297663e-01,1.450767e+01,3.143153e+02,4.911176e+00,2.408838e+05
4,1.600000e-01,-9.854055e-01,1.492892e+01,3.150339e+02,4.922405e+00,2.167365e+05
4,1.600000e-01,-4.850659e+00,1.454063e+01,3.275866e+02,5.118541e+00,2.694631e+05
4,1.600000e-01,-4.102066e+00,1.570694e+01,3.515720e+02,5.493313e+00,2.916149e+05
4,1.600000e-01,2.395542e+00,1.551496e+01,3.697193e+02,5.776864e+00,3.430261e+05
4,1.600000e-01,4.379881e+00,1.263945e+01,2.495717e+02,3.899558e+00,1.735205e+05
4,1.600000e-01,9.431485e-01,1.467715e+01,3.173992e+02,4.959363e+00,2.354154e+05
4,1.600000e-01,1.805997e+00,1.382466e+01,2.799732e+02,4.374581e+00,1.857314e+05
4,1.600000e-01,7.778644e-01,1.370131e+01,2.838846e+02,4.435697e+00,2.228449e+05
4,1.600000e-01,-4.995183e-01,1.312603e+01,2.599343e+02,4.061473e+00,1.712391e+05
4,1.600000e-01,2.362131e+00,1.586441e+01,3.615795e+02,5.649679e+00,3.085124e+05
4,1.600000e-01,-9.816806e-01,1.228046e+01,2.387165e+02,3.729945e+00,1.638184e+05
4,1.600000e-01,-6.239004e-01,1.408669e+01,2.885736e+02,4.508963e+00,1.943230e+05
4,1.600000e-01,6.303651e+00,1.403017e+01,2.819681e+02,4.405752e+00,1.837815e+05
4,1.600000e-01,-3.095472e+00,1.593711e+01,3.580881e+02,5.595126e+00,2.825301e+05
4,1.600000e-01,7.323963e-01,1.479135e+01,3.373703e+02,5.271411e+00,2.883256e+05
4,1.600000e-01,-3.693327e+00,1.297612e+01,2.529223e+02,3.951910e+00,1.607180e+05
4,1.600000e-01,-1.351186e-01,1.499631e+01,3.235911e+02,5.056110e+00,2.392206e+05
4,1.600000e-01,4.578121e+00,1.397338e+01,2.892281e+02,4.519190e+00,2.041655e+05
4,1.600000e-01,-1.367156e+00,1.252042e+01,2.381241e+02,3.720689e+00,1.428637e+05
4,1.600000e-01,-1.001567e+00,1.484454e+01,3.180026e+02,4.968790e+00,2.330354e+05
4,1.600000e-01,-2.509043e+00,1.320060e+01,2.641375e+02,4.127148e+00,1.841958e+05
4,1.600000e-01,-6.604636e+00,1.475966e+01,3.196541e+02,4.994595e+00,2.471511e+05
4,1.600000e-01,4.020938e+00,1.460250e+01,3.048434e+02,4.763178e+00,2.038061e+05
4,1.600000e-01,-2.203862e+00,1.429953e+01,2.898978e+02,4.529653e+00,1.946063e+05
4,1.600000e-01,-9.209587e+00,1.471902e+01,3.167826e+02,4.949728e+00,2.401998e+05
4,1.600000e-01,-3.384824e+00,1.269559e+01,2.480627e+02,3.875979e+00,1.631080e+05
4,1.600000e-01,-8.109113e-02,1.600545e+01,3.628491e+02,5.669517e+00,2.922491e+05
4,1.600000e-01,3.313279e+00,1.395444e+01,2.829104e+02,4.420475e+00,1.932796e+05
4,1.600000e-01,-4.180933e+00,1.474591e+01,3.237710e+02,5.058922e+00,2.634916e+05
4,1.600000e-01,-3.055995e+00,1.560299e+01,3.596292e+02,5.619206e+00,3.051143e+05
4,1.600000e-01,-2.306682e+00,1.665475e+01,3.888477e+02,6.075745e+00,3.316072e+05
4,1.600000e-01,-2.181150e+00,1.544779e+01,3.446986e+02,5.385916e+00,2.766628e+05
4,1.600000e-01,-4.005036e-02,1.259489e+01,2.457720e+02,3.840187e+00,1.688673e+05
4,1.600000e-01,8.615553e-01,1.556516e+01,3.457403e+02,5.402192e+00,2.779773e+05
4,1.600000e-01,2.373237e+00,1.336501e+01,2.791822e+02,4.362222e+00,2.280766e+05
4,1.600000e-01,-6.681205e+00,1.611563e+01,3.804970e+02,5.945266e+00,3.318772e+05
4,1.600000e-01,-1.292984e+00,1.481642e+01,3.270462e+02,5.110098e+00,2.602329e+05
4,1.600000e-01,-7.703306e-01,1.574082e+01,3.704342e+02,5.788035e+00,3.386014e+05
4,1.600000e-01,5.503554e+00,1.385374e+01,2.974116e+02,4.647056e+00,2.322980e+05
4,1.600000e-01,-5.180896e+00,1.273163e+01,2.510581e+02,3.922782e+00,1.655782e+05
4,1.600000e-01,8.265218e+00,1.509845e+01,3.219725e+02,5.030821e+00,2.342059e+05
4,1.600000e-01,-2.515614e+00,1.270790e+01,2.321674e+02,3.627615e+00,1.228121e+05
4,1.600000e-01,1.542938e+00,1.360704e+01,2.794836e+02,4.366931e+00,2.086115e+05
4,1.600000e-01,1.667181e+00,1.522736e+01,3.446178e+02,5.384653e+00,2.890711e+05
4,1.600000e-01,3.051813e+00,1.241428e+01,2.330507e+02,3.641418e+00,1.353412e+05
4,1.600000e-01,2.960394e+00,1.696399e+01,4.220651e+02,6.594768e+00,4.069316e+05
4,1.600000e-01,-1.712042e+00,1.332328e+01,2.655018e+02,4.148465e+00,1.729028e+05
4,1.600000e-01,8.387041e-01,1.228318e+01,2.287911e+02,3.574861e+00,1.348240e+05
4,1.600000e-01,-6.886474e+00,1.458935e+01,3.184955e+02,4.976493e+00,2.452797e+05
4,1.600000e-01,-1.193112e-01,1.439676e+01,2.949841e+02,4.609126e+00,1.929228e+05
4,1.600000e-01,-3.359209e+00,1.490972e+01,3.272424e+02,5.113162e+00,2.514342e+05
4,1.600000e-01,-2.549854e-01,1.409546e+01,2.975426e+02,4.649103e+00,2.181989e+05
4,1.600000e-01,5.953222e+00,1.740688e+01,4.088746e+02,6.388665e+00,3.404120e+05
4,1.600000e-01,1.817484e+00,1.380867e+01,2.846262e+02,4.447285e+00,1.963028e+05
4,1.600000e-01,-1.421527e+00,1.342539e+01,2.604005e+02,4.068757e+00,1.585188e+05
4,1.600000e-01,6.965648e-01,1.430511e+01,2.981303e+02,4.658286e+00,2.098462e+05
4,1.600000e-01,-5.090330e+00,1.389517e+01,2.830213e+02,4.422208e+00,1.892354e+05
4,1.600000e-01,2.105381e+00,1.167949e+01,2.232556e+02,3.488368e+00,1.585463e+05
4,1.600000e-01,-1.085040e+00,1.502860e+01,3.310212e+02,5.172206e+00,2.548073e+05
4,1.600000e-01,1.407676e+00,1.458921e+01,3.061876e+02,4.784182e+00,2.188670e+05
4,1.600000e-01,1.048777e+00,1.266045e+01,2.404802e+02,3.757503e+00,1.475903e+05
4,1.600000e-01,3.941548e+00,1.563832e+01,3.641295e+02,5.689523e+00,3.263854e+05
4,1.600000e-01,-2.475275e+00,1.645994e+01,3.816174e+02,5.962772e+00,3.088728e+05
4,1.600000e-01,6.193407e-01,1.378313e+01,2.790069e+02,4.359482e+00,1.897022e+05
4,1.600000e-01,-1.929273e+00,1.342865e+01,2.708965e+02,4.232758e+00,1.918782e+05
4,1.600000e-01,3.282093e+00,1.480611e+01,3.194501e+02,4.991407e+00,2.395150e+05
4,1.600000e-01,-2.491273e+00,1.559344e+01,3.547923e+02,5.543629e+00,2.954048e+05
4,1.600000e-01,-2.398161e+00,1.384174e+01,2.866391e+02,4.478735e+00,2.053548e+05
4,1.600000e-01,3.511999e-02,1.420631e+01,3.059357e+02,4.780245e+00,2.269218e+05
4,1.600000e-01,-1.842116e+00,1.532138e+01,3.315459e+02,5.180405e+00,2.451874e+05
4,1.600000e-01,-1.791213e+00,1.451221e+01,3.122573e+02,4.879021e+00,2.425574e+05
4,1.600000e-01,-4.236672e+00,1.445935e+01,3.179269e+02,4.967607e+00,2.679374e+05
4,1.600000e-01,3.634644e-01,1.179313e+01,2.142303e+02,3.347348e+00,1.261698e+05
4,1.600000e-01,-1.512272e+00,1.461462e+01,3.186540e+02,4.978969e+00,2.490020e+05
4,1.600000e-01,9.328657e-01,1.533409e+01,3.418710e+02,5.341735e+00,2.823723e+05
4,1.600000e-01,1.355507e+00,1.487089e+01,3.297755e+02,5.152742e+00,2.606756e+05
4,1.600000e-01,-3.389807e+00,1.301592e+01,2.598249e+02,4.059765e+00,1.719322e+05
4,1.600000e-01,3.973672e+00,1.273701e+01,2.527851e+02,3.949767e+00,1.798927e+05
4,1.600000e-01,6.651656e+00,1.388199e+01,2.888227e+02,4.512854e+00,2.094744e+05
4,1.600000e-01,8.725392e-01,1.410994e+01,2.922079e+02,4.565748e+00,2.090851e+05
4,1.600000e-01,7.816846e-01,1.482816e+01,3.257908e+02,5.090481e+00,2.550218e+05
4,1.600000e-01,5.167006e+00,1.485460e+01,3.229016e+02,5.045338e+00,2.402561e+05
4,1.600000e-01,-7.005945e-01,1.483030e+01,3.300951e+02,5.157735e+00,2.695113e+05
4,1.600000e-01,-1.397629e+00,1.639812e+01,3.834468e+02,5.991357e+00,3.308933e+05
4,1.600000e-01,-1.043884e+00,1.421289e+01,3.054762e+02,4.773066e+00,2.375384e+05
4,1.600000e-01,-3.182175e+00,1.427079e+01,3.024071e+02,4.725111e+00,2.192198e+05
4,1.600000e-01,-3.741018e+00,1.407303e+01,2.844146e+02,4.443978e+00,1.875801e+05
4,1.600000e-01,2.055113e+00,1.395742e+01,2.923952e+02,4.568675e+00,2.147157e+05
4,1.600000e-01,-1.960161e+00,1.689670e+01,4.011094e+02,6.267334e+00,3.438245e+05
4,1.600000e-01,4.995560e+00,1.655120e+01,4.036053e+02,6.306333e+00,3.744954e+05
4,1.600000e-01,-3.957746e+00,1.273182e+01,2.352822e+02,3.676284e+00,1.348270e+05
4,1.600000e-01,-2.429351e+00,1.374157e+01,2.775831e+02,4.337236e+00,1.907062e+05
4,1.600000e-01,4.548721e+00,1.597261e+01,3.568436e+02,5.575682e+00,2.712057e+05
4,1.600000e-01,-2.167660e+00,1.345446e+01,2.577129e+02,4.026763e+00,1.547196e+05
4,1.600000e-01,-2.849119e+00,1.348575e+01,2.804331e+02,4.381767e+00,1.981634e+05
4,1.700000e-01,-6.969260e+00,1.755791e+01,4.299221e+02,6.717533e+00,3.940097e+05
4,1.700000e-01,-5.460288e+00,1.807031e+01,4.650949e+02,7.267108e+00,4.748911e+05
4,1.700000e-01,1.601479e+00,1.657569e+01,4.138193e+02,6.465927e+00,4.145930e+05
4,1.700000e-01,1.454517e+01,1.870519e+01,4.804795e+02,7.507492e+00,4.808344e+05
4,1.700000e-01,1.952432e+00,1.688435e+01,4.102837e+02,6.410683e+00,3.909850e+05
4,1.700000e-01,-4.134018e+00,1.567894e+01,3.564175e+02,5.569023e+00,2.895420e+05
4,1.700000e-01,-3.522920e+00,1.530647e+01,3.442965e+02,5.379633e+00,2.884163e+05
4,1.700000e-01,7.718833e+00,2.071104e+01,5.774689e+02,9.022952e+00,6.520298e+05
4,1.700000e-01,-7.499181e+00,1.654424e+01,4.022443e+02,6.285066e+00,3.719128e+05
4,1.700000e-01,-4.805266e+00,1.524039e+01,3.442901e+02,5.379533e+00,2.884773e+05
4,1.700000e-01,-1.788767e+00,1.649661e+01,3.941142e+02,6.158035e+00,3.715758e+05
4,1.700000e-01,-4.112289e+00,1.634689e+01,3.780844e+02,5.907568e+00,3.065597e+05
4,1.700000e-01,-1.872525e+00,1.751303e+01,4.309274e+02,6.733240e+00,3.951099e+05
4,1.700000e-01,9.800962e+00,1.861808e+01,4.926954e+02,7.698366e+00,5.227273e+05
4,1.700000e-01,1.686265e+00,1.815952e+01,4.684440e+02,7.319437e+00,4.715580e+05
4,1.700000e-01,5.345513e+00,1.634496e+01,3.928722e+02,6.138629e+00,3.524109e+05
4,1.700000e-01,-7.678548e+00,1.651688e+01,3.866160e+02,6.040874e+00,3.195029e+05
4,1.700000e-01,-4.889928e+00,1.833854e+01,4.605303e+02,7.195785e+00,4.325880e+05
4,1.700000e-01,-4.908711e+00,1.871536e+01,4.939413e+02,7.717833e+00,5.166392e+05
4,1.700000e-01,-2.672140e+00,1.791193e+01,4.475881e+02,6.993564e+00,4.190336e+05
4,1.700000e-01,7.278868e+00,1.802974e+01,4.467179e+02,6.979967e+00,4.002623e+05
4,1.700000e-01,5.973050e+00,1.733909e+01,4.137976e+02,6.465588e+00,3.538668e+05
4,1.700000e-01,-4.627198e-01,1.627762e+01,3.772364e+02,5.894319e+00,3.257982e+05
4,1.700000e-01,-8.164185e+00,1.867850e+01,4.712633e+02,7.363489e+00,4.321932e+05
4,1.700000e-01,-8.893922e+00,2.048696e+01,5.741617e+02,8.971277e+00,6.403071e+05
4,1.700000e-01,5.844971e+00,1.442533e+01,3.157827e+02,4.934105e+00,2.590745e+05
4,1.700000e-01,-2.292332e+00,1.923682e+01,5.009333e+02,7.827083e+00,4.858771e+05
4,1.700000e-01,7.457359e+00,1.912735e+01,5.133012e+02,8.020332e+00,5.601365e+05
4,1.700000e-01,-2.295469e+00,1.710902e+01,4.127306e+02,6.448916e+00,3.770952e+05
4,1.700000e-01,7.282926e-01,1.942664e+01,5.345241e+02,8.351939e+00,6.177558e+05
4,1.700000e-01,5.431737e+00,1.868153e+01,4.635155e+02,7.242430e+00,4.264731e+05
4,1.700000e-01,6.477956e+00,1.941053e+01,5.228072e+02,8.168862e+00,5.685853e+05
4,1.700000e-01,5.474075e+00,2.077489e+01,5.946286e+02,9.291072e+00,6.941524e+05
4,1.700000e-01,2.741544e+00,1.704539e+01,4.107185e+02,6.417476e+00,3.671489e+05
4,1.700000e-01,-1.665214e+00,1.541947e+01,3.355173e+02,5.242458e+00,2.546496e+05
4,1.700000e-01,-8.613160e+00,1.971438e+01,5.192419e+02,8.113155e+00,5.328272e+05
4,1.700000e-01,3.934725e-01,2.076157e+01,5.701586e+02,8.908728e+00,6.312867e+05
4,1.700000e-01,-2.640053e+00,1.727667e+01,4.196408e+02,6.556888e+00,3.746283e+05
4,1.700000e-01,-8.472547e+00,1.743112e+01,4.357366e+02,6.808384e+00,4.094153e+05
4,1.700000e-01,-6.640467e+00,1.887086e+01,5.076697e+02,7.932339e+00,5.430468e+05
4,1.700000e-01,4.507517e+00,1.877844e+01,4.878649e+02,7.622889e+00,4.975947e+05
4,1.700000e-01,-5.554532e+00,1.679761e+01,4.081112e+02,6.376738e+00,3.815938e+05
4,1.700000e-01,-5.043423e+00,1.661470e+01,3.731561e+02,5.830564e+00,2.778295e+05
4,1.700000e-01,5.386817e+00,1.679682e+01,3.965799e+02,6.196561e+00,3.379950e+05
4,1.700000e-01,3.275714e+00,1.849477e+01,4.844191e+02,7.569048e+00,5.014497e+05
4,1.700000e-01,-2.432105e+00,1.770389e+01,4.479680e+02,6.999500e+00,4.409862e+05
4,1.700000e-01,7.277921e+00,1.849567e+01,4.809703e+02,7.515161e+00,4.773791e+05
4,1.700000e-01,-9.673791e-01,1.585251e+01,3.605539e+02,5.633654e+00,2.864151e+05
4,1.700000e-01,-9.524745e-02,1.979700e+01,5.190604e+02,8.110319e+00,5.092805e+05
4,1.700000e-01,8.224415e+00,1.950494e+01,5.213920e+02,8.146749e+00,5.531472e+05
4,1.700000e-01,-2.265611e+00,1.819329e+01,4.744588e+02,7.413419e+00,5.053947e+05
4,1.700000e-01,5.049859e-01,1.777606e+01,4.304537e+02,6.725840e+00,3.760702e+05
4,1.700000e-01,5.803431e+00,1.947213e+01,5.051814e+02,7.893460e+00,4.836329e+05
4,1.700000e-01,1.683243e+00,1.585646e+01,3.723759e+02,5.818374e+00,3.276582e+05
4,1.700000e-01,3.996185e+00,1.486169e+01,3.416436e+02,5.338182e+00,2.848419e+05
4,1.700000e-01,3.905921e+00,1.390894e+01,2.867997e+02,4.481246e+00,2.089550e+05
4,1.700000e-01,4.765918e+00,1.659797e+01,3.866908e+02,6.042043e+00,3.269004e+05
4,1.700000e-01,-8.081993e+00,1.959059e+01,5.337358e+02,8.339622e+00,5.681193e+05
4,1.700000e-01,-8.120129e+00,1.682604e+01,4.017346e+02,6.277103e+00,3.552247e+05
4,1.700000e-01,1.208826e+00,1.629713e+01,3.787459e+02,5.917904e+00,3.259232e+05
4,1.700000e-01,3.012163e+00,1.849942e+01,4.852919e+02,7.582686e+00,5.238544e+05
4,1.700000e-01,-2.210993e+00,1.581671e+01,3.708536e+02,5.794588e+00,3.193413e+05
4,1.700000e-01,3.078690e+00,1.678846e+01,4.028724e+02,6.294881e+00,3.639723e+05
4,1.700000e-01,1.885528e+00,1.910279e+01,4.981570e+02,7.783704e+00,5.100212e+05
4,1.700000e-01,8.569918e+00,1.852093e+01,4.825199e+02,7.539374e+00,4.895600e+05
4,1.700000e-01,-2.629873e+00,1.646834e+01,3.786262e+02,5.916035e+00,3.019356e+05
4,1.700000e-01,4.246691e+00,1.694874e+01,4.182921e+02,6.535813e+00,3.930435e+05
4,1.700000e-01,2.906470e+00,1.797125e+01,4.774547e+02,7.460230e+00,5.197869e+05
4,1.700000e-01,-4.798816e+00,1.614320e+01,3.693486e+02,5.771072e+00,3.062940e+05
4,1.700000e-01,-1.846641e+00,1.707472e+01,4.135212e+02,6.461269e+00,3.746843e+05
4,1.700000e-01,-1.158223e+01,2.003879e+01,5.567627e+02,8.699417e+00,6.298286e+05
4,1.700000e-01,3.766124e+00,1.793514e+01,4.375133e+02,6.836145e+00,3.805258e+05
4,1.700000e-01,1.043894e+01,1.751052e+01,4.377366e+02,6.839634e+00,4.197411e+05
4,1.700000e-01,-5.852651e+00,1.855374e+01,4.703419e+02,7.349092e+00,4.523301e+05
4,1.700000e-01,1.918581e+00,1.767871e+01,4.531449e+02,7.080390e+00,4.517055e+05
