D,lambda,tlength,ntherm,ntraj,naccu,c
3,1.145000e+00,1.000000e+00,5000,100000,1000,3.000000e+00

L,k,m,mAbs,m2,m2_V,m4
8,1.812500e-01,-8.735997e+01,1.203116e+02,1.903068e+04,3.716930e+01,6.584620e+08
8,1.812500e-01,-2.639694e+01,1.023699e+02,1.407734e+04,2.749481e+01,3.816449e+08
8,1.812500e-01,9.852404e+01,1.042449e+02,1.449139e+04,2.830350e+01,3.963917e+08
8,1.812500e-01,-5.933562e+01,9.782036e+01,1.298401e+04,2.535939e+01,3.425250e+08
8,1.812500e-01,5.894300e+01,1.147544e+02,1.821112e+04,3.556860e+01,6.886855e+08
8,1.812500e-01,-2.194011e+00,9.477126e+01,1.360505e+04,2.657237e+01,4.447912e+08
8,1.812500e-01,1.238905e+02,1.418418e+02,2.489897e+04,4.863080e+01,9.629591e+08
8,1.812500e-01,-3.902792e+01,1.002605e+02,1.367839e+04,2.671561e+01,3.736881e+08
8,1.812500e-01,-8.150698e+01,9.116164e+01,1.126592e+04,2.200376e+01,2.785879e+08
8,1.812500e-01,-3.375493e+01,8.685811e+01,1.134288e+04,2.215405e+01,2.909158e+08
8,1.812500e-01,-2.990160e+01,7.377384e+01,8.879906e+03,1.734357e+01,2.184259e+08
8,1.812500e-01,4.384744e+01,1.038276e+02,1.512065e+04,2.953252e+01,4.294128e+08
8,1.812500e-01,7.047853e+01,9.068188e+01,1.152881e+04,2.251720e+01,2.759626e+08
8,1.812500e-01,-3.338925e+01,8.063297e+01,9.055400e+03,1.768633e+01,1.798157e+08
8,1.812500e-01,-8.447262e+01,1.055411e+02,1.545679e+04,3.018904e+01,4.650248e+08
8,1.812500e-01,-9.735315e+01,1.009935e+02,1.362695e+04,2.661514e+01,3.674976e+08
8,1.812500e-01,-5.214793e+01,1.392685e+02,2.417530e+04,4.721738e+01,9.691166e+08
8,1.812500e-01,6.479213e+01,1.031330e+02,1.411144e+04,2.756140e+01,3.965168e+08
8,1.812500e-01,4.270870e+01,1.109094e+02,1.625266e+04,3.174348e+01,4.780478e+08
8,1.812500e-01,-3.634913e+01,1.022376e+02,1.387697e+04,2.710345e+01,3.584450e+08
8,1.812500e-01,-6.319348e+01,1.047740e+02,1.463801e+04,2.858986e+01,3.898604e+08
8,1.812500e-01,5.073958e+01,8.786892e+01,1.064317e+04,2.078744e+01,2.314984e+08
8,1.812500e-01,-4.776454e+01,8.060014e+01,1.006495e+04,1.965810e+01,2.853814e+08
8,1.812500e-01,-5.714766e+01,9.005066e+01,1.096190e+04,2.140996e+01,2.419612e+08
8,1.812500e-01,8.240727e+00,9.743394e+01,1.302816e+04,2.544563e+01,3.447000e+08
8,1.812500e-01,7.663865e+01,1.004140e+02,1.379720e+04,2.694766e+01,3.672480e+08
8,1.812500e-01,5.229141e+01,9.376465e+01,1.307264e+04,2.553250e+01,4.030748e+08
8,1.812500e-01,-9.447801e+01,1.051324e+02,1.469734e+04,2.870574e+01,4.125188e+08
8,1.812500e-01,-1.043493e+02,1.082132e+02,1.587361e+04,3.100315e+01,5.184888e+08
8,1.812500e-01,-1.177251e+01,6.106503e+01,6.481483e+03,1.265915e+01,1.524608e+08
8,1.812500e-01,-1.535445e+01,7.585385e+01,8.585078e+03,1.676773e+01,1.759078e+08
8,1.812500e-01,-2.213926e+01,1.225036e+02,2.069814e+04,4.042605e+01,8.578187e+08
8,1.812500e-01,5.918992e+01,8.446182e+01,1.067828e+04,2.085602e+01,2.758049e+08
8,1.812500e-01,1.114216e+02,1.196044e+02,1.855206e+04,3.623449e+01,6.388302e+08
8,1.812500e-01,-2.431597e+01,9.069238e+01,1.252198e+04,2.445700e+01,3.955490e+08
8,1.812500e-01,2.755572e+01,1.021416e+02,1.527408e+04,2.983218e+01,5.098316e+08
8,1.812500e-01,7.515033e+00,8.184187e+01,9.609399e+03,1.876836e+01,2.049582e+08
8,1.812500e-01,3.532422e+01,8.118020e+01,9.147871e+03,1.786693e+01,1.781577e+08
8,1.812500e-01,-1.600751e+00,8.904501e+01,1.166026e+04,2.277394e+01,2.987926e+08
8,1.812500e-01,1.171863e+00,1.069531e+02,1.586942e+04,3.099496e+01,5.046806e+08
8,1.812500e-01,3.608011e+01,7.651850e+01,8.662118e+03,1.691820e+01,1.941832e+08
8,1.812500e-01,4.299745e+01,9.606633e+01,1.294668e+04,2.528648e+01,3.611979e+08
8,1.812500e-01,-7.744300e+01,9.715516e+01,1.322318e+04,2.582652e+01,3.956898e+08
8,1.812500e-01,-2.160016e+01,1.215927e+02,1.945956e+04,3.800696e+01,6.829496e+08
8,1.812500e-01,4.610741e+01,1.202955e+02,1.901398e+04,3.713668e+01,6.645554e+08
8,1.812500e-01,5.622555e+01,8.550968e+01,1.030793e+04,2.013267e+01,2.159472e+08
8,1.812500e-01,-9.437443e+01,1.204257e+02,2.042232e+04,3.988734e+01,8.032534e+08
8,1.812500e-01,9.531241e+00,9.776878e+01,1.419473e+04,2.772407e+01,4.974331e+08
8,1.812500e-01,-7.567725e+00,7.636923e+01,8.926200e+03,1.743398e+01,2.156542e+08
8,1.812500e-01,-9.526318e+01,1.124845e+02,1.827558e+04,3.569449e+01,7.417470e+08
8,1.812500e-01,1.118168e+02,1.392142e+02,2.329358e+04,4.549527e+01,8.557852e+08
8,1.812500e-01,1.140776e+02,1.195495e+02,2.003229e+04,3.912556e+01,7.974049e+08
8,1.812500e-01,-4.069619e+01,1.184586e+02,1.944233e+04,3.797330e+01,7.593499e+08
8,1.812500e-01,-9.385865e+00,1.119131e+02,1.705944e+04,3.331922e+01,5.871745e+08
8,1.812500e-01,4.120056e+01,1.143736e+02,1.636743e+04,3.196764e+01,4.720203e+08
8,1.812500e-01,-4.166930e+01,9.677301e+01,1.217800e+04,2.378516e+01,2.595165e+08
8,1.812500e-01,6.979235e+01,9.840522e+01,1.277063e+04,2.494264e+01,2.975977e+08
8,1.812500e-01,-1.030712e+01,1.194260e+02,1.835383e+04,3.584732e+01,6.119826e+08
8,1.812500e-01,1.327504e+02,1.338262e+02,2.149805e+04,4.198839e+01,7.248811e+08
8,1.812500e-01,-1.646856e+01,8.854980e+01,1.227012e+04,2.396507e+01,3.869100e+08
8,1.812500e-01,5.776949e+01,1.177990e+02,1.851064e+04,3.615359e+01,6.676654e+08
8,1.812500e-01,8.283084e+01,9.640350e+01,1.466129e+04,2.863532e+01,5.149085e+08
8,1.812500e-01,1.974256e+01,6.885374e+01,7.598319e+03,1.484047e+01,1.755649e+08
8,1.812500e-01,9.883113e+01,1.150448e+02,1.760539e+04,3.438553e+01,5.723139e+08
8,1.812500e-01,5.978494e+00,9.879107e+01,1.412023e+04,2.757858e+01,4.605729e+08
8,1.812500e-01,-5.526014e+01,7.852239e+01,9.129494e+03,1.783104e+01,1.990155e+08
8,1.812500e-01,1.638604e+01,1.013999e+02,1.316155e+04,2.570615e+01,3.277609e+08
8,1.812500e-01,3.732178e+01,1.227900e+02,1.888871e+04,3.689201e+01,6.144516e+08
8,1.812500e-01,-2.104541e+01,9.320792e+01,1.313881e+04,2.566174e+01,4.208995e+08
8,1.812500e-01,-7.594966e+00,1.129722e+02,1.648517e+04,3.219759e+01,4.765778e+08
8,1.812500e-01,-6.807530e+01,9.261185e+01,1.298396e+04,2.535929e+01,4.018982e+08
8,1.812500e-01,-5.320296e+00,5.296978e+01,4.441015e+03,8.673857e+00,6.230760e+07
8,1.812500e-01,-7.859083e+00,1.063031e+02,1.506942e+04,2.943247e+01,4.541291e+08
8,1.825000e-01,-4.657382e+01,1.071650e+02,1.777058e+04,3.470816e+01,7.259760e+08
8,1.825000e-01,-7.805495e+01,1.022938e+02,1.398665e+04,2.731767e+01,3.797846e+08
8,1.825000e-01,7.144560e+01,9.871155e+01,1.292545e+04,2.524503e+01,3.432301e+08
8,1.825000e-01,7.895775e+00,1.167646e+02,1.748443e+04,3.414928e+01,5.352585e+08
8,1.825000e-01,1.081580e+02,1.176640e+02,1.835125e+04,3.584229e+01,6.219383e+08
8,1.825000e-01,3.455423e+01,8.398112e+01,9.416684e+03,1.839196e+01,1.708809e+08
8,1.825000e-01,-4.031635e+01,1.165085e+02,1.722207e+04,3.363685e+01,5.358183e+08
8,1.825000e-01,5.318703e+01,9.671574e+01,1.245604e+04,2.432820e+01,3.031434e+08
8,1.825000e-01,3.787069e+00,1.211628e+02,2.005829e+04,3.917634e+01,7.481089e+08
8,1.825000e-01,7.278535e+01,8.413300e+01,1.046284e+04,2.043524e+01,2.632810e+08
8,1.825000e-01,4.592602e+01,1.214974e+02,1.864516e+04,3.641632e+01,5.982059e+08
8,1.825000e-01,1.697716e+01,1.106148e+02,1.624324e+04,3.172507e+01,5.231645e+08
8,1.825000e-01,-4.090995e+01,1.254425e+02,1.994724e+04,3.895946e+01,6.520689e+08
8,1.825000e-01,3.302097e+01,1.101465e+02,1.703256e+04,3.326673e+01,5.629482e+08
8,1.825000e-01,-5.348786e+01,1.245054e+02,2.095545e+04,4.092861e+01,8.282068e+08
8,1.825000e-01,-4.461536e+01,9.926648e+01,1.271426e+04,2.483253e+01,3.064842e+08
8,1.825000e-01,1.616529e+01,6.607165e+01,6.511959e+03,1.271867e+01,1.195712e+08
8,1.825000e-01,3.251504e+01,9.198935e+01,1.298829e+04,2.536776e+01,4.169374e+08
8,1.825000e-01,-5.667894e+00,6.831998e+01,7.227973e+03,1.411713e+01,1.377291e+08
8,1.825000e-01,6.231381e+01,1.230867e+02,2.018177e+04,3.941752e+01,7.481724e+08
8,1.825000e-01,6.636900e+01,1.458609e+02,2.793511e+04,5.456077e+01,1.393003e+09
8,1.825000e-01,4.466867e+01,1.035146e+02,1.575818e+04,3.077770e+01,5.327351e+08
8,1.825000e-01,-6.406659e+00,1.167658e+02,1.787633e+04,3.491472e+01,6.109836e+08
8,1.825000e-01,5.508219e+01,9.376297e+01,1.337512e+04,2.612328e+01,4.557111e+08
8,1.825000e-01,-3.331959e+01,1.076857e+02,1.658185e+04,3.238642e+01,6.197317e+08
8,1.825000e-01,2.607903e+01,1.035327e+02,1.503021e+04,2.935588e+01,4.840005e+08
8,1.825000e-01,-8.017314e+01,1.468479e+02,2.606970e+04,5.091738e+01,1.026075e+09
8,1.825000e-01,-7.611183e+01,1.248435e+02,1.982167e+04,3.871420e+01,7.124657e+08
8,1.825000e-01,-7.261032e+01,9.222318e+01,1.241796e+04,2.425383e+01,3.422569e+08
8,1.825000e-01,-9.897053e+01,1.051121e+02,1.434003e+04,2.800788e+01,3.691130e+08
8,1.825000e-01,2.557837e+01,7.162541e+01,7.172288e+03,1.400837e+01,1.056546e+08
8,1.825000e-01,2.410905e+01,1.225416e+02,1.933465e+04,3.776300e+01,6.432693e+08
8,1.825000e-01,-1.670711e+00,8.235642e+01,9.938328e+03,1.941080e+01,2.355739e+08
8,1.825000e-01,1.009885e+02,1.134498e+02,1.769250e+04,3.455567e+01,5.791610e+08
8,1.825000e-01,6.482497e+01,1.084700e+02,1.693736e+04,3.308079e+01,6.173200e+08
8,1.825000e-01,6.850294e+01,9.326289e+01,1.144996e+04,2.236320e+01,2.557368e+08
8,1.825000e-01,1.075372e+02,1.346400e+02,2.348259e+04,4.586444e+01,9.746244e+08
8,1.825000e-01,-3.260518e+01,9.065674e+01,1.270128e+04,2.480719e+01,3.882131e+08
8,1.825000e-01,-1.680167e+02,1.685128e+02,3.171775e+04,6.194872e+01,1.365697e+09
8,1.825000e-01,-5.328905e+01,8.104099e+01,9.218200e+03,1.800430e+01,1.899484e+08
8,1.825000e-01,3.353779e+01,1.252923e+02,2.030998e+04,3.966792e+01,7.359797e+08
8,1.825000e-01,7.275084e+01,1.114747e+02,1.764100e+04,3.445509e+01,6.133535e+08
8,1.825000e-01,9.061178e+01,1.128634e+02,1.772287e+04,3.461498e+01,6.190442e+08
8,1.825000e-01,5.512984e+01,7.931000e+01,9.414609e+03,1.838791e+01,2.167839e+08
8,1.825000e-01,5.363925e+01,1.078419e+02,1.483716e+04,2.897882e+01,3.890349e+08
8,1.825000e-01,-8.103213e+01,1.117122e+02,1.775139e+04,3.467068e+01,6.832326e+08
8,1.825000e-01,-3.007226e+01,1.083609e+02,1.556789e+04,3.040604e+01,4.842630e+08
8,1.825000e-01,3.999994e+01,9.752274e+01,1.422804e+04,2.778915e+01,4.724604e+08
8,1.825000e-01,-3.066419e+01,1.120083e+02,1.727446e+04,3.373918e+01,6.087614e+08
8,1.825000e-01,-1.315807e+02,1.325204e+02,2.079948e+04,4.062399e+01,6.441737e+08
8,1.825000e-01,-5.186662e+01,1.181152e+02,1.695014e+04,3.310575e+01,4.510150e+08
8,1.825000e-01,1.022960e+02,1.135344e+02,1.625630e+04,3.175059e+01,4.592688e+08
8,1.825000e-01,-1.164652e+02,1.363876e+02,2.285128e+04,4.463141e+01,8.216171e+08
8,1.825000e-01,-1.316097e+01,1.035027e+02,1.498043e+04,2.925866e+01,5.047649e+08
8,1.825000e-01,4.093477e+01,9.675172e+01,1.354556e+04,2.645617e+01,4.216839e+08
8,1.825000e-01,-8.711222e+01,1.312687e+02,2.227001e+04,4.349611e+01,8.544874e+08
8,1.825000e-01,1.461930e+01,1.048240e+02,1.483768e+04,2.897983e+01,4.201490e+08
8,1.825000e-01,1.051333e+02,1.284862e+02,2.082061e+04,4.066525e+01,7.317608e+08
8,1.825000e-01,-9.713575e+01,1.306022e+02,2.195450e+04,4.287988e+01,8.076136e+08
8,1.825000e-01,-1.683036e+01,7.095582e+01,8.197964e+03,1.601165e+01,1.948932e+08
8,1.825000e-01,1.101992e+01,9.478564e+01,1.294025e+04,2.527393e+01,4.226120e+08
8,1.825000e-01,4.193661e+01,8.844712e+01,1.363043e+04,2.662193e+01,5.530339e+08
8,1.825000e-01,8.381976e+01,1.222255e+02,1.974151e+04,3.855764e+01,7.256098e+08
8,1.825000e-01,7.646243e+00,7.863726e+01,9.474720e+03,1.850531e+01,2.215966e+08
8,1.825000e-01,1.738475e+01,8.951163e+01,1.313498e+04,2.565426e+01,5.185131e+08
8,1.825000e-01,3.944581e+01,7.186115e+01,8.031355e+03,1.568624e+01,1.677630e+08
8,1.825000e-01,1.286184e+02,1.307124e+02,2.158037e+04,4.214915e+01,8.121813e+08
8,1.825000e-01,-5.553153e+01,1.075321e+02,1.679062e+04,3.279418e+01,5.895602e+08
8,1.825000e-01,6.962643e+00,8.878585e+01,1.144449e+04,2.235251e+01,2.899668e+08
8,1.825000e-01,-5.601602e+01,8.662093e+01,1.050268e+04,2.051304e+01,2.423153e+08
8,1.825000e-01,9.547288e+00,1.244141e+02,1.970861e+04,3.849339e+01,6.241497e+08
8,1.825000e-01,-5.407150e+01,1.253118e+02,1.961924e+04,3.831883e+01,6.399109e+08
8,1.825000e-01,-1.682504e+02,1.682504e+02,3.100589e+04,6.055839e+01,1.264558e+09
8,1.825000e-01,4.703678e+01,7.733200e+01,9.395496e+03,1.835058e+01,2.336884e+08
8,1.825000e-01,4.613697e+01,1.077010e+02,1.517825e+04,2.964501e+01,4.246097e+08
8,1.825000e-01,4.994325e+01,1.207233e+02,1.927914e+04,3.765456e+01,6.599651e+08
8,1.825000e-01,7.363547e+01,9.860673e+01,1.456217e+04,2.844175e+01,5.261789e+08
8,1.825000e-01,7.851907e+00,1.199662e+02,1.792808e+04,3.501578e+01,5.362194e+08
8,1.825000e-01,-7.865280e+01,1.264522e+02,2.118691e+04,4.138069e+01,8.930523e+08
8,1.825000e-01,4.911247e+01,7.824555e+01,8.603814e+03,1.680432e+01,1.747160e+08
8,1.825000e-01,-3.379245e+01,9.668605e+01,1.332807e+04,2.603139e+01,3.962749e+08
8,1.825000e-01,-9.088710e+01,1.194601e+02,2.063872e+04,4.031000e+01,8.614279e+08
8,1.825000e-01,1.027898e+02,1.512097e+02,2.677395e+04,5.229286e+01,1.083654e+09
8,1.825000e-01,2.852790e+01,1.188615e+02,1.989203e+04,3.885163e+01,7.564071e+08
8,1.825000e-01,1.381041e+02,1.396620e+02,2.436185e+04,4.758174e+01,9.047611e+08
8,1.825000e-01,9.100184e+01,1.038966e+02,1.448868e+04,2.829820e+01,4.142292e+08
8,1.825000e-01,1.756503e+01,1.285494e+02,2.131515e+04,4.163115e+01,7.757400e+08
8,1.825000e-01,1.941197e+01,7.104271e+01,8.626572e+03,1.684877e+01,2.432439e+08
8,1.825000e-01,9.750851e+01,1.214300e+02,2.157564e+04,4.213992e+01,9.784652e+08
8,1.825000e-01,2.434205e+01,1.258574e+02,2.203998e+04,4.304683e+01,9.158332e+08
8,1.825000e-01,-9.585217e+00,1.098845e+02,1.599576e+04,3.124173e+01,4.869833e+08
8,1.825000e-01,2.222176e+01,1.211082e+02,1.983015e+04,3.873075e+01,7.651966e+08
8,1.825000e-01,5.770854e+01,1.056965e+02,1.406539e+04,2.747146e+01,3.383961e+08
8,1.825000e-01,4.852384e+01,1.119617e+02,1.650063e+04,3.222779e+01,5.111644e+08
8,1.825000e-01,1.134643e+02,1.158681e+02,1.694237e+04,3.309056e+01,5.169995e+08
8,1.825000e-01,6.099282e+01,8.203072e+01,9.317229e+03,1.819771e+01,1.808969e+08
8,1.825000e-01,3.919424e+01,1.028958e+02,1.421232e+04,2.775843e+01,3.937562e+08
8,1.825000e-01,-7.123965e+01,8.912942e+01,1.152940e+04,2.251835e+01,3.307032e+08
8,1.825000e-01,7.427738e+01,9.316443e+01,1.299274e+04,2.537644e+01,3.875277e+08
8,1.825000e-01,4.146216e+01,1.222948e+02,1.970470e+04,3.848574e+01,7.066129e+08
8,1.837500e-01,5.430643e+01,8.025664e+01,1.004657e+04,1.962220e+01,2.748824e+08
8,1.837500e-01,6.863080e+01,1.430615e+02,2.452389e+04,4.789822e+01,9.367092e+08
8,1.837500e-01,-2.899864e+01,6.828017e+01,6.878946e+03,1.343544e+01,1.244865e+08
8,1.837500e-01,9.225827e+01,1.087314e+02,1.632674e+04,3.188816e+01,4.996969e+08
8,1.837500e-01,8.820835e+01,1.294959e+02,2.135835e+04,4.171552e+01,7.613322e+08
8,1.837500e-01,-1.316436e+01,1.274357e+02,2.056796e+04,4.017179e+01,7.362665e+08
8,1.837500e-01,1.227140e+02,1.568657e+02,2.868469e+04,5.602479e+01,1.180369e+09
8,1.837500e-01,-1.504187e+01,1.143034e+02,1.732887e+04,3.384544e+01,5.513535e+08
8,1.837500e-01,5.499170e+01,1.090685e+02,1.689433e+04,3.299673e+01,5.873817e+08
8,1.837500e-01,-7.872824e+00,9.293363e+01,1.278834e+04,2.497722e+01,3.845521e+08
8,1.837500e-01,-4.552597e+01,1.290733e+02,2.136767e+04,4.173374e+01,8.015405e+08
8,1.837500e-01,1.380556e+02,1.381432e+02,2.155521e+04,4.210002e+01,6.583848e+08
8,1.837500e-01,4.788131e+01,9.890970e+01,1.471058e+04,2.873160e+01,5.064990e+08
8,1.837500e-01,8.466212e+01,9.856681e+01,1.261300e+04,2.463476e+01,2.859634e+08
8,1.837500e-01,-1.303129e+01,1.335588e+02,2.357593e+04,4.604673e+01,1.031627e+09
8,1.837500e-01,1.327175e+01,8.395261e+01,1.125356e+04,2.197961e+01,3.311542e+08
8,1.837500e-01,6.369385e+01,1.314991e+02,2.127919e+04,4.156092e+01,7.487852e+08
8,1.837500e-01,-1.403838e+02,1.430990e+02,2.460397e+04,4.805462e+01,9.486366e+08
8,1.837500e-01,-1.384565e+02,1.472818e+02,2.622743e+04,5.122544e+01,1.057089e+09
8,1.837500e-01,-3.907494e+01,1.132416e+02,1.739062e+04,3.396605e+01,5.711845e+08
8,1.837500e-01,4.322912e+01,9.785790e+01,1.450133e+04,2.832291e+01,4.899022e+08
8,1.837500e-01,1.008205e+02,1.186964e+02,1.777537e+04,3.471753e+01,5.603425e+08
8,1.837500e-01,1.226957e+02,1.350781e+02,2.213341e+04,4.322932e+01,7.553809e+08
8,1.837500e-01,-1.149904e+02,1.263582e+02,2.071416e+04,4.045734e+01,7.276871e+08
8,1.837500e-01,-1.343438e+02,1.404677e+02,2.437170e+04,4.760098e+01,9.554864e+08
8,1.837500e-01,-2.857733e+01,6.580090e+01,6.896588e+03,1.346990e+01,1.408859e+08
8,1.837500e-01,-6.064647e+01,1.112690e+02,1.620006e+04,3.164074e+01,5.128180e+08
8,1.837500e-01,-2.957130e+01,7.267447e+01,7.994119e+03,1.561351e+01,1.694419e+08
8,1.837500e-01,-2.820386e+01,1.366913e+02,2.442567e+04,4.770639e+01,1.058214e+09
8,1.837500e-01,-7.104719e+01,1.330372e+02,2.292396e+04,4.477336e+01,9.175399e+08
8,1.837500e-01,1.407522e+01,9.068986e+01,1.142286e+04,2.231027e+01,2.612633e+08
8,1.837500e-01,7.807469e+01,1.539898e+02,2.848385e+04,5.563252e+01,1.177302e+09
8,1.837500e-01,7.189486e+01,9.870971e+01,1.444535e+04,2.821357e+01,5.045710e+08
8,1.837500e-01,1.571955e+02,1.590079e+02,2.954787e+04,5.771068e+01,1.245883e+09
8,1.837500e-01,7.998065e+01,1.116386e+02,1.891625e+04,3.694579e+01,7.618824e+08
8,1.837500e-01,-3.101315e+01,1.108540e+02,1.673287e+04,3.268139e+01,5.424297e+08
8,1.837500e-01,4.944409e+01,1.278359e+02,2.032688e+04,3.970093e+01,6.841207e+08
8,1.837500e-01,3.260418e+01,1.276740e+02,2.054324e+04,4.012352e+01,6.944067e+08
8,1.837500e-01,1.066468e+02,1.144143e+02,1.636308e+04,3.195913e+01,4.622435e+08
8,1.837500e-01,-1.639146e+01,1.235203e+02,2.017494e+04,3.940418e+01,7.314805e+08
8,1.837500e-01,-3.194948e+00,1.290417e+02,2.133396e+04,4.166789e+01,7.810446e+08
8,1.837500e-01,4.525142e+01,1.353969e+02,2.327265e+04,4.545440e+01,9.089859e+08
8,1.837500e-01,5.883975e+01,1.171828e+02,1.786028e+04,3.488336e+01,5.943399e+08
8,1.837500e-01,-2.198152e+01,6.889263e+01,7.613960e+03,1.487102e+01,1.534343e+08
8,1.837500e-01,4.878882e+01,1.056297e+02,1.660624e+04,3.243406e+01,6.385708e+08
8,1.837500e-01,5.462720e+01,1.034523e+02,1.485229e+04,2.900839e+01,4.913665e+08
8,1.837500e-01,-1.108216e+02,1.362559e+02,2.340009e+04,4.570330e+01,9.386008e+08
8,1.837500e-01,2.227103e+01,1.270446e+02,2.107017e+04,4.115267e+01,7.785077e+08
8,1.837500e-01,1.075986e+02,1.390808e+02,2.328834e+04,4.548504e+01,8.501841e+08
8,1.837500e-01,2.626170e+01,9.379939e+01,1.338012e+04,2.613304e+01,4.365600e+08
8,1.837500e-01,4.492179e+01,1.115880e+02,1.638261e+04,3.199728e+01,4.834796e+08
8,1.837500e-01,2.513333e+01,1.148216e+02,1.792822e+04,3.501606e+01,6.257272e+08
8,1.837500e-01,1.459444e+02,1.464230e+02,2.480539e+04,4.844802e+01,8.810329e+08
8,1.837500e-01,1.198127e+02,1.448544e+02,2.588128e+04,5.054938e+01,1.023998e+09
8,1.837500e-01,7.666735e+01,1.344172e+02,2.303167e+04,4.498373e+01,8.704377e+08
8,1.837500e-01,1.411090e+02,1.433232e+02,2.544282e+04,4.969300e+01,1.044934e+09
8,1.837500e-01,-1.224818e+02,1.253354e+02,1.957998e+04,3.824215e+01,6.465301e+08
8,1.837500e-01,8.367399e+01,1.123318e+02,1.866875e+04,3.646239e+01,7.722312e+08
8,1.837500e-01,1.586030e+02,1.661049e+02,3.246957e+04,6.341714e+01,1.606834e+09
8,1.837500e-01,2.295460e+01,1.354373e+02,2.282569e+04,4.458143e+01,8.474336e+08
8,1.837500e-01,-1.086390e+02,1.428300e+02,2.499261e+04,4.881369e+01,1.019531e+09
8,1.837500e-01,1.004609e+02,1.170344e+02,1.879914e+04,3.671706e+01,7.083969e+08
8,1.837500e-01,-7.145873e+01,1.319968e+02,2.203105e+04,4.302939e+01,7.653980e+08
8,1.837500e-01,7.968902e+01,1.113168e+02,1.830821e+04,3.575822e+01,7.519464e+08
8,1.837500e-01,1.147973e+02,1.605731e+02,2.985454e+04,5.830965e+01,1.284833e+09
8,1.837500e-01,-8.250815e+00,8.541821e+01,1.047465e+04,2.045830e+01,2.712432e+08
8,1.837500e-01,8.694125e+01,1.125920e+02,1.875019e+04,3.662146e+01,7.536076e+08
8,1.837500e-01,1.395235e+02,1.414701e+02,2.326224e+04,4.543406e+01,7.903436e+08
8,1.837500e-01,5.780115e+01,1.021825e+02,1.588101e+04,3.101760e+01,5.963725e+08
8,1.837500e-01,1.804870e+02,1.804870e+02,3.537239e+04,6.908670e+01,1.590161e+09
8,1.837500e-01,7.845506e+01,1.076165e+02,1.685873e+04,3.292721e+01,6.160146e+08
8,1.837500e-01,5.257132e+01,1.076034e+02,1.686756e+04,3.294445e+01,6.209902e+08
8,1.837500e-01,2.010137e+01,9.473928e+01,1.402986e+04,2.740206e+01,4.734792e+08
8,1.837500e-01,-1.562190e+02,1.562735e+02,2.898554e+04,5.661239e+01,1.276657e+09
8,1.837500e-01,-1.401843e+02,1.436323e+02,2.601042e+04,5.080160e+01,1.161216e+09
8,1.837500e-01,1.181206e+02,1.520755e+02,2.822614e+04,5.512918e+01,1.273103e+09
8,1.837500e-01,-1.066168e+02,1.210125e+02,1.903058e+04,3.716911e+01,6.264321e+08
8,1.837500e-01,-8.426293e+00,1.231203e+02,1.844170e+04,3.601895e+01,5.605291e+08
8,1.837500e-01,-1.395454e+01,6.868547e+01,7.221099e+03,1.410371e+01,1.458686e+08
8,1.837500e-01,3.816704e+01,1.403489e+02,2.455186e+04,4.795284e+01,9.927531e+08
8,1.837500e-01,1.002892e+02,1.494284e+02,2.662478e+04,5.200153e+01,1.114454e+09
8,1.837500e-01,-3.229178e+01,7.271169e+01,8.961302e+03,1.750254e+01,2.415553e+08
8,1.837500e-01,-2.431005e+01,1.335086e+02,2.078408e+04,4.059391e+01,6.722673e+08
8,1.837500e-01,-2.139884e+01,1.223449e+02,1.852571e+04,3.618304e+01,6.016623e+08
8,1.837500e-01,7.160854e+01,1.205106e+02,2.138463e+04,4.176685e+01,9.607936e+08
8,1.837500e-01,4.854250e+01,1.182892e+02,2.020981e+04,3.947229e+01,8.922977e+08
8,1.837500e-01,2.136571e+01,1.301727e+02,2.065186e+04,4.033566e+01,6.592169e+08
8,1.837500e-01,-5.576565e+01,1.161976e+02,1.679787e+04,3.280834e+01,4.650884e+08
8,1.837500e-01,1.564469e+01,1.141103e+02,1.628917e+04,3.181479e+01,4.446211e+08
8,1.837500e-01,1.376233e+02,1.493200e+02,2.893330e+04,5.651035e+01,1.398885e+09
8,1.837500e-01,1.216052e+02,1.616297e+02,2.954840e+04,5.771171e+01,1.206431e+09
8,1.837500e-01,-1.241630e+02,1.379918e+02,2.393873e+04,4.675533e+01,9.501363e+08
8,1.837500e-01,6.646479e+01,1.056924e+02,1.682738e+04,3.286599e+01,6.541167e+08
8,1.837500e-01,6.057283e+01,1.403518e+02,2.342373e+04,4.574948e+01,8.317211e+08
8,1.837500e-01,9.884829e+01,1.212413e+02,1.967011e+04,3.841819e+01,7.047573e+08
8,1.837500e-01,-1.022492e+02,1.122228e+02,1.661363e+04,3.244850e+01,5.214861e+08
8,1.837500e-01,-1.530829e+01,1.176218e+02,1.874953e+04,3.662017e+01,6.475530e+08
8,1.837500e-01,4.558443e+01,1.161270e+02,1.693789e+04,3.308182e+01,5.162209e+08
8,1.837500e-01,-1.643233e+00,1.150581e+02,1.881512e+04,3.674827e+01,6.893830e+08
8,1.837500e-01,-5.153818e+01,1.503825e+02,2.800273e+04,5.469283e+01,1.318042e+09
8,1.850000e-01,1.633215e+02,1.633412e+02,2.978104e+04,5.816609e+01,1.194920e+09
8,1.850000e-01,-4.041404e+01,8.503381e+01,1.180788e+04,2.306226e+01,4.209282e+08
8,1.850000e-01,1.505789e+02,1.518603e+02,2.762288e+04,5.395095e+01,1.181364e+09
