D,lambda,tlength,ntherm,ntraj,naccu,c
3,1.145000e+00,1.000000e+00,5000,100000,1000,3.000000e+00

L,k,m,mAbs,m2,m2_V,m4
4,1.800000e-01,-1.739262e+01,2.124620e+01,5.932288e+02,9.269201e+00,6.687121e+05
4,1.800000e-01,1.065095e-01,2.539963e+01,8.246598e+02,1.288531e+01,1.139810e+06
4,1.800000e-01,-6.561756e+00,1.993349e+01,5.561732e+02,8.690206e+00,6.357970e+05
4,1.800000e-01,8.345574e+00,2.419873e+01,7.486779e+02,1.169809e+01,9.588929e+05
4,1.800000e-01,1.103834e+01,2.421395e+01,7.639162e+02,1.193619e+01,1.004901e+06
4,1.800000e-01,-1.803337e+01,2.497535e+01,7.934053e+02,1.239696e+01,1.045870e+06
4,1.800000e-01,-3.382278e+00,2.224032e+01,6.658117e+02,1.040331e+01,8.438531e+05
4,1.800000e-01,-1.949413e-01,2.444916e+01,7.713129e+02,1.205176e+01,1.050969e+06
4,1.800000e-01,1.130004e+00,2.367997e+01,7.321510e+02,1.143986e+01,9.705992e+05
4,1.800000e-01,1.038859e+00,1.955851e+01,5.281133e+02,8.251770e+00,5.848453e+05
4,1.800000e-01,5.554871e+00,2.430714e+01,7.725551e+02,1.207117e+01,1.087379e+06
4,1.800000e-01,-5.707882e-01,2.035815e+01,5.630327e+02,8.797386e+00,6.251082e+05
4,1.800000e-01,6.660432e+00,2.027388e+01,5.615056e+02,8.773526e+00,6.059067e+05
4,1.800000e-01,-1.373547e+01,2.230335e+01,6.537862e+02,1.021541e+01,7.856003e+05
4,1.800000e-01,-1.177821e+01,2.425928e+01,7.192530e+02,1.123833e+01,8.371625e+05
4,1.800000e-01,-4.520860e+00,2.263732e+01,6.757351e+02,1.055836e+01,8.332164e+05
4,1.800000e-01,6.242114e+00,2.278353e+01,6.857523e+02,1.071488e+01,8.811857e+05
4,1.800000e-01,-4.162138e+00,2.022984e+01,5.778158e+02,9.028372e+00,6.982541e+05
4,1.800000e-01,1.081641e+00,2.265697e+01,6.745855e+02,1.054040e+01,8.210875e+05
4,1.800000e-01,9.721669e+00,2.830280e+01,9.547571e+02,1.491808e+01,1.365381e+06
4,1.800000e-01,-2.212412e+00,2.120915e+01,6.201000e+02,9.689063e+00,7.948629e+05
4,1.800000e-01,-1.104594e+01,2.379608e+01,7.181144e+02,1.122054e+01,8.585217e+05
4,1.800000e-01,-5.882070e+00,2.384495e+01,7.154003e+02,1.117813e+01,8.598768e+05
4,1.800000e-01,-7.237540e+00,2.199153e+01,6.452278e+02,1.008168e+01,7.791632e+05
4,1.800000e-01,-5.936822e+00,2.311487e+01,6.904133e+02,1.078771e+01,8.385609e+05
4,1.800000e-01,-3.699427e+00,2.430493e+01,7.320545e+02,1.143835e+01,8.775109e+05
4,1.800000e-01,-1.728249e+01,2.410354e+01,7.555037e+02,1.180475e+01,9.997801e+05
4,1.800000e-01,1.761980e+01,2.318392e+01,7.096003e+02,1.108750e+01,8.989089e+05
4,1.800000e-01,7.745332e+00,2.304198e+01,6.926409e+02,1.082251e+01,8.863224e+05
4,1.800000e-01,-4.996425e+00,2.281333e+01,7.229684e+02,1.129638e+01,1.027381e+06
4,1.800000e-01,1.290287e+01,2.397087e+01,7.403989e+02,1.156873e+01,9.601466e+05
4,1.800000e-01,4.785517e+00,2.426730e+01,7.574834e+02,1.183568e+01,9.902034e+05
4,1.800000e-01,1.157984e+00,2.172639e+01,6.293018e+02,9.832841e+00,7.556014e+05
4,1.800000e-01,-1.121855e+01,2.390921e+01,7.597469e+02,1.187105e+01,1.060579e+06
4,1.800000e-01,1.406733e+00,2.171558e+01,6.610438e+02,1.032881e+01,8.881801e+05
4,1.800000e-01,-4.515918e+00,2.142241e+01,6.214519e+02,9.710186e+00,7.630714e+05
4,1.800000e-01,6.865338e+00,2.257951e+01,6.720760e+02,1.050119e+01,8.169223e+05
4,1.800000e-01,-6.234949e+00,2.119843e+01,6.140709e+02,9.594858e+00,7.201696e+05
4,1.800000e-01,8.130920e+00,2.155462e+01,6.061371e+02,9.470893e+00,6.598774e+05
4,1.800000e-01,6.412253e+00,2.067057e+01,5.843487e+02,9.130449e+00,6.708442e+05
4,1.800000e-01,4.538909e-01,2.422919e+01,7.577116e+02,1.183924e+01,9.851718e+05
4,1.800000e-01,7.616663e-01,2.296858e+01,6.938217e+02,1.084096e+01,8.627923e+05
4,1.800000e-01,-9.198649e+00,2.366932e+01,6.900106e+02,1.078142e+01,7.906504e+05
4,1.800000e-01,7.419974e+00,2.051500e+01,5.748327e+02,8.981761e+00,6.505119e+05
4,1.800000e-01,3.909894e-01,2.247220e+01,6.783447e+02,1.059914e+01,8.757721e+05
4,1.800000e-01,-1.456055e+01,2.082116e+01,6.056767e+02,9.463699e+00,7.607959e+05
4,1.800000e-01,1.104871e+00,2.230716e+01,6.582973e+02,1.028590e+01,7.901844e+05
4,1.800000e-01,-5.610808e+00,2.475841e+01,7.726007e+02,1.207189e+01,9.804575e+05
4,1.800000e-01,-1.592664e+01,2.155091e+01,6.226681e+02,9.729189e+00,7.625652e+05
4,1.800000e-01,-3.176085e+00,2.139217e+01,6.103198e+02,9.536247e+00,7.028363e+05
4,1.800000e-01,-5.011895e-01,2.250623e+01,6.553472e+02,1.023980e+01,7.536733e+05
4,1.800000e-01,5.136943e+00,1.921147e+01,5.191920e+02,8.112374e+00,5.611994e+05
4,1.800000e-01,-9.096242e+00,1.834195e+01,5.028500e+02,7.857031e+00,5.854023e+05
4,1.800000e-01,-1.248471e+01,2.772562e+01,9.167423e+02,1.432410e+01,1.253560e+06
4,1.800000e-01,7.356322e+00,2.161562e+01,6.186081e+02,9.665751e+00,7.045575e+05
4,1.800000e-01,-6.149537e+00,2.409667e+01,7.305383e+02,1.141466e+01,8.897739e+05
4,1.800000e-01,5.346728e+00,2.341693e+01,7.265165e+02,1.135182e+01,9.739377e+05
4,1.800000e-01,9.104939e+00,2.019551e+01,5.641006e+02,8.814073e+00,6.568082e+05
4,1.800000e-01,3.801619e+00,1.788996e+01,4.502592e+02,7.035300e+00,4.310963e+05
4,1.800000e-01,-1.286923e-01,2.190655e+01,6.348517e+02,9.919558e+00,7.578344e+05
4,1.800000e-01,-1.060874e+01,2.487890e+01,7.791537e+02,1.217428e+01,1.005584e+06
4,1.800000e-01,5.397059e+00,2.527964e+01,8.179565e+02,1.278057e+01,1.131845e+06
4,1.800000e-01,-4.844672e+00,2.127801e+01,6.164702e+02,9.632347e+00,7.405106e+05
4,1.800000e-01,-4.840113e+00,2.593576e+01,8.376562e+02,1.308838e+01,1.158036e+06
4,1.800000e-01,-6.234864e+00,1.968124e+01,5.485168e+02,8.570576e+00,6.567522e+05
4,1.800000e-01,-1.679127e+01,2.746018e+01,9.110895e+02,1.423577e+01,1.260538e+06
4,1.800000e-01,1.326184e+01,2.056581e+01,5.714380e+02,8.928718e+00,6.494854e+05
4,1.800000e-01,-3.031370e+00,2.145829e+01,6.262671e+02,9.785423e+00,7.666795e+05
4,1.800000e-01,3.717191e+00,2.195574e+01,6.539895e+02,1.021859e+01,8.556537e+05
4,1.800000e-01,5.351479e+00,2.150974e+01,6.484836e+02,1.013256e+01,8.407899e+05
4,1.800000e-01,1.646617e+00,2.791588e+01,9.379936e+02,1.465615e+01,1.354774e+06
4,1.800000e-01,2.502318e-01,2.264638e+01,6.758090e+02,1.055952e+01,8.414945e+05
4,1.800000e-01,-4.763005e+00,2.092991e+01,5.875740e+02,9.180843e+00,6.547816e+05
4,1.800000e-01,-4.806759e+00,2.370611e+01,6.976999e+02,1.090156e+01,8.137695e+05
4,1.800000e-01,-7.273295e+00,1.750770e+01,4.522222e+02,7.065972e+00,4.743508e+05
4,1.800000e-01,3.065915e+00,2.239439e+01,6.702964e+02,1.047338e+01,8.523594e+05
4,1.800000e-01,2.473637e+00,2.216645e+01,6.682386e+02,1.044123e+01,8.562353e+05
4,1.800000e-01,-9.643708e+00,2.146956e+01,6.170267e+02,9.641042e+00,7.346871e+05
4,1.800000e-01,1.170601e+01,2.465877e+01,7.659868e+02,1.196854e+01,9.694228e+05
4,1.800000e-01,-5.482790e+00,2.314694e+01,6.921648e+02,1.081507e+01,8.473408e+05
4,1.800000e-01,-4.193683e+00,2.408053e+01,7.260884e+02,1.134513e+01,8.650122e+05
4,1.800000e-01,2.272987e+00,2.247067e+01,6.718602e+02,1.049782e+01,8.724784e+05
4,1.800000e-01,-1.831338e+01,2.524639e+01,8.096001e+02,1.265000e+01,1.112843e+06
4,1.800000e-01,-1.100995e+01,2.415110e+01,7.507963e+02,1.173119e+01,9.778323e+05
4,1.800000e-01,-1.419960e+00,2.635260e+01,8.656464e+02,1.352573e+01,1.185910e+06
4,1.800000e-01,-5.184465e+00,2.212923e+01,6.660146e+02,1.040648e+01,8.820810e+05
4,1.800000e-01,5.514954e+00,2.380661e+01,7.467606e+02,1.166813e+01,1.002021e+06
4,1.800000e-01,5.763992e+00,2.231096e+01,6.859470e+02,1.071792e+01,9.080251e+05
4,1.800000e-01,1.514647e+01,2.167532e+01,6.315263e+02,9.867598e+00,7.757264e+05
4,1.800000e-01,-4.855972e+00,2.063653e+01,6.129706e+02,9.577666e+00,8.066852e+05
4,1.800000e-01,-6.682097e+00,2.287007e+01,6.813546e+02,1.064617e+01,8.517288e+05
4,1.800000e-01,6.318750e+00,2.354880e+01,7.335255e+02,1.146134e+01,9.880748e+05
4,1.800000e-01,9.800255e+00,2.475784e+01,7.806572e+02,1.219777e+01,1.051048e+06
4,1.800000e-01,-9.161283e+00,2.233809e+01,6.525754e+02,1.019649e+01,7.777524e+05
4,1.800000e-01,2.451904e-01,2.472370e+01,7.795436e+02,1.218037e+01,1.023245e+06
4,1.800000e-01,-1.700799e+00,1.955342e+01,5.594423e+02,8.741286e+00,6.963808e+05
4,1.800000e-01,1.114344e+01,2.551649e+01,8.002006e+02,1.250313e+01,1.023772e+06
4,1.800000e-01,-1.783064e+00,2.283263e+01,6.693660e+02,1.045884e+01,7.789699e+05
4,1.800000e-01,-1.258447e+01,2.119076e+01,6.111855e+02,9.549773e+00,7.208066e+05
4,1.800000e-01,-1.061184e+00,2.074243e+01,5.675698e+02,8.868278e+00,5.972043e+05
4,1.812500e-01,1.317167e+01,2.090554e+01,5.889266e+02,9.201978e+00,6.688212e+05
4,1.812500e-01,1.065615e+00,2.229657e+01,6.582660e+02,1.028541e+01,8.268853e+05
4,1.812500e-01,-1.005283e+01,1.993000e+01,5.676042e+02,8.868815e+00,7.053953e+05
4,1.812500e-01,-1.528253e+01,2.322395e+01,7.145688e+02,1.116514e+01,9.103019e+05
4,1.812500e-01,-2.214958e+00,2.032390e+01,5.732035e+02,8.956305e+00,6.543753e+05
4,1.812500e-01,-1.519393e+01,2.357084e+01,7.218262e+02,1.127853e+01,9.100189e+05
4,1.812500e-01,-1.134041e+01,2.455990e+01,7.950291e+02,1.242233e+01,1.109842e+06
4,1.812500e-01,-2.631488e+00,2.348245e+01,7.234296e+02,1.130359e+01,9.305660e+05
4,1.812500e-01,2.293632e+00,2.250363e+01,6.593421e+02,1.030222e+01,7.796818e+05
4,1.812500e-01,-7.398219e-02,2.605014e+01,8.441735e+02,1.319021e+01,1.153881e+06
4,1.812500e-01,-1.028252e+01,2.286990e+01,6.798198e+02,1.062218e+01,8.214683e+05
4,1.812500e-01,2.835710e+00,2.541870e+01,7.919320e+02,1.237394e+01,9.863602e+05
4,1.812500e-01,3.774933e+00,2.397854e+01,7.277726e+02,1.137145e+01,8.834686e+05
4,1.812500e-01,1.965682e+00,2.092311e+01,5.805353e+02,9.070864e+00,6.279025e+05
4,1.812500e-01,-9.301339e+00,2.564816e+01,8.302273e+02,1.297230e+01,1.150268e+06
4,1.812500e-01,9.839652e+00,2.502481e+01,7.972943e+02,1.245772e+01,1.079149e+06
4,1.812500e-01,-9.259624e+00,2.051595e+01,5.827687e+02,9.105761e+00,6.678308e+05
4,1.812500e-01,-9.476498e-01,2.324444e+01,7.059267e+02,1.103011e+01,8.931434e+05
4,1.812500e-01,1.611227e+00,2.344207e+01,7.252783e+02,1.133247e+01,9.877464e+05
4,1.812500e-01,-8.468911e+00,2.488665e+01,7.871471e+02,1.229917e+01,1.040866e+06
4,1.812500e-01,1.012590e+00,2.294180e+01,6.874277e+02,1.074106e+01,8.666189e+05
4,1.812500e-01,3.922630e+00,2.458757e+01,7.528909e+02,1.176392e+01,9.409679e+05
4,1.812500e-01,-1.274311e+01,2.507236e+01,8.006154e+02,1.250962e+01,1.081418e+06
4,1.812500e-01,1.046687e+01,2.094157e+01,5.887051e+02,9.198518e+00,6.727820e+05
4,1.812500e-01,-5.376089e+00,2.153943e+01,6.259598e+02,9.780622e+00,7.470824e+05
4,1.812500e-01,9.141996e-01,2.594165e+01,8.388634e+02,1.310724e+01,1.156268e+06
4,1.812500e-01,-5.798118e+00,2.337202e+01,7.108712e+02,1.110736e+01,9.079035e+05
4,1.812500e-01,-5.520577e+00,2.591351e+01,8.434657e+02,1.317915e+01,1.159585e+06
4,1.812500e-01,-8.156285e+00,2.578459e+01,8.401740e+02,1.312772e+01,1.176064e+06
4,1.812500e-01,1.457879e+01,2.480505e+01,7.765970e+02,1.213433e+01,1.032812e+06
4,1.812500e-01,1.365018e+01,2.271328e+01,6.805832e+02,1.063411e+01,8.607242e+05
4,1.812500e-01,1.158453e+01,2.128289e+01,6.203305e+02,9.692665e+00,7.571931e+05
4,1.812500e-01,4.309779e+00,2.489286e+01,7.928761e+02,1.238869e+01,1.050091e+06
4,1.812500e-01,-1.017776e+01,2.502327e+01,8.064920e+02,1.260144e+01,1.100828e+06
4,1.812500e-01,2.071574e+01,2.549968e+01,8.374246e+02,1.308476e+01,1.216746e+06
4,1.812500e-01,8.457142e+00,1.904940e+01,4.907917e+02,7.668620e+00,4.677689e+05
4,1.812500e-01,1.093870e+01,2.409036e+01,7.398261e+02,1.155978e+01,9.393412e+05
4,1.812500e-01,1.529302e+01,2.862279e+01,9.581381e+02,1.497091e+01,1.336587e+06
4,1.812500e-01,-4.161015e-01,2.577619e+01,8.261490e+02,1.290858e+01,1.094962e+06
4,1.812500e-01,5.026028e+00,2.797471e+01,9.196048e+02,1.436883e+01,1.254147e+06
4,1.812500e-01,1.978858e+00,2.446258e+01,7.818958e+02,1.221712e+01,1.072900e+06
4,1.812500e-01,9.227764e+00,2.305210e+01,7.061005e+02,1.103282e+01,9.151406e+05
4,1.812500e-01,-8.485945e-01,1.917956e+01,5.125766e+02,8.009010e+00,5.434936e+05
4,1.812500e-01,-9.297130e+00,2.451490e+01,7.614180e+02,1.189716e+01,9.753165e+05
4,1.812500e-01,-5.714837e+00,2.665155e+01,8.921234e+02,1.393943e+01,1.297094e+06
4,1.812500e-01,-2.944519e+00,2.422873e+01,7.711209e+02,1.204876e+01,1.068094e+06
4,1.812500e-01,8.495883e+00,2.456969e+01,7.370190e+02,1.151592e+01,8.781176e+05
4,1.812500e-01,6.651599e+00,1.970540e+01,5.446457e+02,8.510089e+00,6.556052e+05
4,1.812500e-01,1.373054e+00,2.102927e+01,6.053416e+02,9.458462e+00,7.183473e+05
4,1.812500e-01,-1.641689e+00,2.129319e+01,6.069662e+02,9.483846e+00,7.172880e+05
4,1.812500e-01,4.784887e+00,2.263147e+01,6.706185e+02,1.047841e+01,8.193552e+05
4,1.812500e-01,-3.466560e-01,1.943621e+01,5.359023e+02,8.373473e+00,6.164396e+05
4,1.812500e-01,7.540605e+00,2.200432e+01,6.395451e+02,9.992892e+00,7.750550e+05
4,1.812500e-01,2.065586e+01,2.774801e+01,9.352537e+02,1.461334e+01,1.363910e+06
4,1.812500e-01,3.530929e+00,2.457038e+01,7.913671e+02,1.236511e+01,1.095938e+06
4,1.812500e-01,1.069729e+01,2.081987e+01,5.644005e+02,8.818758e+00,6.038630e+05
4,1.812500e-01,7.027781e-01,2.335749e+01,7.200187e+02,1.125029e+01,9.221548e+05
4,1.812500e-01,-9.196165e+00,2.807263e+01,9.493634e+02,1.483380e+01,1.384618e+06
4,1.812500e-01,1.974593e+01,2.525066e+01,8.320291e+02,1.300045e+01,1.201639e+06
4,1.812500e-01,2.221853e+00,2.078065e+01,5.892289e+02,9.206701e+00,6.777682e+05
4,1.812500e-01,-2.236784e+00,2.548357e+01,8.506608e+02,1.329157e+01,1.242915e+06
4,1.812500e-01,-1.722955e+01,2.340231e+01,6.758610e+02,1.056033e+01,7.663147e+05
4,1.812500e-01,2.643784e+00,1.887130e+01,5.277706e+02,8.246416e+00,6.295524e+05
4,1.812500e-01,1.165460e+01,2.441542e+01,7.465543e+02,1.166491e+01,9.323468e+05
4,1.812500e-01,-7.000435e+00,2.206560e+01,6.521659e+02,1.019009e+01,7.985732e+05
4,1.812500e-01,1.686421e+01,2.565855e+01,8.186499e+02,1.279140e+01,1.062011e+06
4,1.812500e-01,1.656407e+00,2.267783e+01,6.630484e+02,1.036013e+01,7.961451e+05
4,1.812500e-01,3.937747e-01,2.215170e+01,6.587531e+02,1.029302e+01,8.191772e+05
4,1.812500e-01,-3.200257e+00,2.335539e+01,7.402359e+02,1.156619e+01,1.058569e+06
4,1.812500e-01,-2.513325e+01,2.699006e+01,8.931867e+02,1.395604e+01,1.271745e+06
4,1.812500e-01,1.341046e+01,2.499149e+01,7.790569e+02,1.217276e+01,9.943863e+05
4,1.812500e-01,1.809907e+01,2.737775e+01,9.100735e+02,1.421990e+01,1.257573e+06
4,1.812500e-01,5.257135e+00,2.326781e+01,7.148541e+02,1.116960e+01,8.986519e+05
4,1.812500e-01,1.669911e+01,2.942325e+01,1.017205e+03,1.589383e+01,1.520951e+06
4,1.812500e-01,6.245387e+00,2.328852e+01,7.168137e+02,1.120021e+01,9.113792e+05
4,1.812500e-01,-2.437796e+00,2.365347e+01,7.232837e+02,1.130131e+01,9.164552e+05
4,1.812500e-01,-4.530031e+00,2.429856e+01,7.450952e+02,1.164211e+01,9.329784e+05
4,1.812500e-01,-9.322462e+00,2.329411e+01,7.104428e+02,1.110067e+01,8.774391e+05
4,1.812500e-01,-5.946133e+00,1.839601e+01,4.880290e+02,7.625454e+00,5.297266e+05
4,1.812500e-01,6.472768e+00,2.122726e+01,5.923524e+02,9.255506e+00,6.485096e+05
4,1.812500e-01,-1.611894e+01,2.443663e+01,7.663248e+02,1.197382e+01,1.022789e+06
4,1.812500e-01,-2.797812e+00,2.039799e+01,5.822580e+02,9.097781e+00,6.706340e+05
4,1.812500e-01,-1.075596e+01,2.177423e+01,6.359494e+02,9.936710e+00,7.708837e+05
4,1.812500e-01,1.288485e+00,2.210249e+01,6.403913e+02,1.000611e+01,7.388074e+05
4,1.812500e-01,-1.118621e+01,2.204113e+01,6.389914e+02,9.984240e+00,7.618963e+05
4,1.812500e-01,2.457140e+00,2.071127e+01,5.802415e+02,9.066273e+00,6.436538e+05
4,1.812500e-01,2.433318e+00,2.376447e+01,7.183741e+02,1.122460e+01,8.812817e+05
4,1.812500e-01,3.981645e-01,2.202960e+01,6.875169e+02,1.074245e+01,9.387070e+05
4,1.812500e-01,-5.432703e-02,2.395566e+01,7.436083e+02,1.161888e+01,9.835455e+05
4,1.812500e-01,-3.785160e-01,2.513347e+01,7.901434e+02,1.234599e+01,1.048303e+06
4,1.812500e-01,-1.356935e+01,2.713664e+01,9.034174e+02,1.411590e+01,1.278128e+06
4,1.812500e-01,8.595213e+00,2.228037e+01,6.446211e+02,1.007221e+01,7.385469e+05
4,1.812500e-01,7.131453e+00,2.246694e+01,6.739144e+02,1.052991e+01,8.382492e+05
4,1.812500e-01,4.871379e+00,2.046540e+01,5.853352e+02,9.145863e+00,7.121727e+05
4,1.812500e-01,1.659658e+01,2.497481e+01,7.861135e+02,1.228302e+01,1.044402e+06
4,1.812500e-01,-2.873410e+01,2.890100e+01,9.937595e+02,1.552749e+01,1.474361e+06
4,1.812500e-01,-3.174676e-01,2.240936e+01,6.567939e+02,1.026240e+01,7.661330e+05
4,1.812500e-01,-1.269477e+01,2.351713e+01,7.171788e+02,1.120592e+01,9.172757e+05
4,1.812500e-01,-1.310898e+01,2.330309e+01,6.980520e+02,1.090706e+01,8.465894e+05
4,1.812500e-01,1.408136e+00,2.052058e+01,5.626756e+02,8.791806e+00,6.164157e+05
4,1.825000e-01,8.362443e+00,2.332862e+01,7.018867e+02,1.096698e+01,8.701119e+05
4,1.825000e-01,3.876319e+00,2.556238e+01,8.255297e+02,1.289890e+01,1.145093e+06
4,1.825000e-01,7.831026e+00,2.555131e+01,8.459315e+02,1.321768e+01,1.226659e+06
4,1.825000e-01,4.204044e+00,2.416546e+01,7.372574e+02,1.151965e+01,9.107350e+05
4,1.825000e-01,1.593453e+01,2.762658e+01,9.108736e+02,1.423240e+01,1.252544e+06
4,1.825000e-01,-9.183397e+00,2.499679e+01,7.883572e+02,1.231808e+01,1.026159e+06
4,1.825000e-01,1.154032e+01,2.524695e+01,8.084803e+02,1.263250e+01,1.109497e+06
4,1.825000e-01,-3.169291e+00,2.437100e+01,7.755396e+02,1.211781e+01,1.070868e+06
4,1.825000e-01,1.796744e-01,2.416466e+01,7.373789e+02,1.152155e+01,9.288702e+05
4,1.825000e-01,4.812342e-01,2.276055e+01,6.800878e+02,1.062637e+01,8.637111e+05
4,1.825000e-01,-5.677585e+00,2.166104e+01,6.111839e+02,9.549748e+00,6.899345e+05
4,1.825000e-01,-5.626520e+00,2.663714e+01,8.570084e+02,1.339076e+01,1.107681e+06
4,1.825000e-01,-3.624565e+00,2.247254e+01,6.752285e+02,1.055045e+01,8.443722e+05
4,1.825000e-01,-8.005279e+00,2.727389e+01,8.955706e+02,1.399329e+01,1.241193e+06
4,1.825000e-01,1.347242e+01,2.654208e+01,8.569098e+02,1.338922e+01,1.157040e+06
4,1.825000e-01,1.996895e+00,2.667802e+01,8.828388e+02,1.379436e+01,1.229147e+06
4,1.825000e-01,-4.344717e-01,2.310044e+01,6.987802e+02,1.091844e+01,9.050088e+05
4,1.825000e-01,1.026174e+01,2.512120e+01,8.111982e+02,1.267497e+01,1.100088e+06
4,1.825000e-01,1.346577e+01,2.201643e+01,6.508545e+02,1.016960e+01,7.908572e+05
4,1.825000e-01,-9.787531e+00,2.389206e+01,7.256452e+02,1.133821e+01,9.067265e+05
4,1.825000e-01,-2.154459e-01,2.444859e+01,7.649615e+02,1.195252e+01,9.918515e+05
4,1.825000e-01,5.372660e+00,2.246558e+01,6.790525e+02,1.061020e+01,8.967631e+05
4,1.825000e-01,-1.035581e+01,2.104476e+01,5.869522e+02,9.171128e+00,6.542814e+05
4,1.825000e-01,9.170347e-01,2.733686e+01,8.943136e+02,1.397365e+01,1.231082e+06
4,1.825000e-01,-1.485072e+01,2.664828e+01,8.927959e+02,1.394994e+01,1.330586e+06
4,1.825000e-01,-4.108484e-01,2.540146e+01,8.468548e+02,1.323211e+01,1.247659e+06
4,1.825000e-01,-1.146174e+01,2.558879e+01,8.251443e+02,1.289288e+01,1.107289e+06
4,1.825000e-01,6.227565e+00,2.489994e+01,7.594907e+02,1.186704e+01,9.103599e+05
4,1.825000e-01,-8.883304e+00,2.484512e+01,7.765644e+02,1.213382e+01,1.047326e+06
4,1.825000e-01,5.946842e+00,2.395602e+01,7.539873e+02,1.178105e+01,9.856643e+05
4,1.825000e-01,-2.146748e+01,2.447761e+01,7.860162e+02,1.228150e+01,1.090557e+06
4,1.825000e-01,-3.780975e+00,2.720413e+01,8.982843e+02,1.403569e+01,1.259213e+06
4,1.825000e-01,1.769224e+01,2.606475e+01,8.391859e+02,1.311228e+01,1.134585e+06
4,1.825000e-01,4.654410e+00,2.131786e+01,6.418331e+02,1.002864e+01,8.670387e+05
4,1.825000e-01,1.015679e+01,2.433537e+01,7.784186e+02,1.216279e+01,1.088572e+06
4,1.825000e-01,-3.746653e+00,2.235249e+01,6.732816e+02,1.052002e+01,8.933276e+05
4,1.825000e-01,-1.794457e+01,2.503844e+01,7.943914e+02,1.241237e+01,1.092885e+06
4,1.825000e-01,-9.995535e+00,2.513235e+01,7.983707e+02,1.247454e+01,1.092761e+06
4,1.825000e-01,-2.215552e+00,2.225760e+01,6.727452e+02,1.051164e+01,8.753425e+05
4,1.825000e-01,1.352488e+01,2.552735e+01,7.936561e+02,1.240088e+01,1.005110e+06
4,1.825000e-01,-1.744928e+01,2.717401e+01,9.066320e+02,1.416612e+01,1.302208e+06
4,1.825000e-01,1.425335e+01,2.283107e+01,7.059556e+02,1.103056e+01,9.357994e+05
4,1.825000e-01,-2.089345e+01,2.794709e+01,9.271029e+02,1.448598e+01,1.250055e+06
4,1.825000e-01,-1.097399e+01,2.658381e+01,8.828652e+02,1.379477e+01,1.253377e+06
4,1.825000e-01,9.153265e+00,2.643895e+01,8.437372e+02,1.318339e+01,1.091801e+06
4,1.825000e-01,-4.646165e+00,2.151069e+01,6.210149e+02,9.703358e+00,7.264150e+05
4,1.825000e-01,3.330491e-01,2.446305e+01,7.826726e+02,1.222926e+01,1.082431e+06
4,1.825000e-01,-2.023366e+01,2.381519e+01,7.529794e+02,1.176530e+01,1.041561e+06
4,1.825000e-01,6.321507e+00,1.940360e+01,5.310596e+02,8.297806e+00,6.009625e+05
4,1.825000e-01,1.878599e-01,2.225072e+01,6.626887e+02,1.035451e+01,8.503091e+05
4,1.825000e-01,-6.246046e+00,2.369659e+01,7.353014e+02,1.148908e+01,9.550276e+05
4,1.825000e-01,-9.217275e+00,2.483362e+01,7.839463e+02,1.224916e+01,1.048249e+06
4,1.825000e-01,1.570607e+00,2.240758e+01,6.835890e+02,1.068108e+01,9.023984e+05
4,1.825000e-01,6.108511e+00,2.550931e+01,7.986577e+02,1.247903e+01,1.028179e+06
4,1.825000e-01,1.187339e+01,2.369880e+01,7.413846e+02,1.158413e+01,9.787567e+05
4,1.825000e-01,-8.791482e+00,2.726996e+01,8.985444e+02,1.403976e+01,1.256524e+06
4,1.825000e-01,-5.650905e+00,2.449858e+01,7.714143e+02,1.205335e+01,1.038812e+06
4,1.825000e-01,-3.893382e+00,2.510052e+01,8.228581e+02,1.285716e+01,1.195125e+06
4,1.825000e-01,-5.406379e+00,2.514762e+01,8.138569e+02,1.271651e+01,1.133259e+06
4,1.825000e-01,5.651540e+00,2.191121e+01,6.585417e+02,1.028971e+01,8.639877e+05
4,1.825000e-01,1.019985e+01,2.056176e+01,6.272508e+02,9.800794e+00,8.572649e+05
4,1.825000e-01,-1.333822e+01,2.527611e+01,7.913790e+02,1.236530e+01,9.919829e+05
4,1.825000e-01,-4.770994e+00,2.144305e+01,6.391677e+02,9.986995e+00,8.209679e+05
4,1.825000e-01,-1.559400e+01,2.510099e+01,7.951918e+02,1.242487e+01,1.065868e+06
4,1.825000e-01,-4.085130e+00,2.862645e+01,9.762111e+02,1.525330e+01,1.416191e+06
4,1.825000e-01,-1.774697e+00,2.464291e+01,7.874187e+02,1.230342e+01,1.113929e+06
4,1.825000e-01,-6.615965e+00,2.585520e+01,8.641593e+02,1.350249e+01,1.265505e+06
4,1.825000e-01,8.342460e+00,2.475395e+01,7.957921e+02,1.243425e+01,1.101196e+06
4,1.825000e-01,-4.667012e+00,2.703135e+01,8.856232e+02,1.383786e+01,1.219872e+06
4,1.825000e-01,-1.517662e+00,2.575949e+01,8.479881e+02,1.324981e+01,1.225116e+06
4,1.825000e-01,3.177125e+00,2.303534e+01,7.136767e+02,1.115120e+01,9.538330e+05
4,1.825000e-01,-1.104982e-01,2.574736e+01,8.421905e+02,1.315923e+01,1.203192e+06
4,1.825000e-01,-7.087175e+00,2.183205e+01,6.746831e+02,1.054192e+01,9.486489e+05
4,1.825000e-01,-1.468908e+01,2.293117e+01,6.612799e+02,1.033250e+01,7.312274e+05
4,1.825000e-01,-1.072417e+01,2.406650e+01,7.275739e+02,1.136834e+01,8.927241e+05
