D,L,kappa,lambda,min_nstep,max_nstep,d_nstep,tlength,ntherm,ntraj,naccu
3,4,1.500000e-01,1.145000e+00,10,50,2,1.000000e+00,1000,10000,100

dtau,dtau2,deltaH
2.500000e-02,6.250000e-04,6.739919e-03
2.500000e-02,6.250000e-04,6.386583e-03
2.500000e-02,6.250000e-04,7.023442e-03
2.500000e-02,6.250000e-04,6.653271e-03
2.500000e-02,6.250000e-04,6.806759e-03
2.500000e-02,6.250000e-04,6.979201e-03
2.500000e-02,6.250000e-04,6.867470e-03
2.500000e-02,6.250000e-04,6.962232e-03
2.500000e-02,6.250000e-04,7.069368e-03
2.500000e-02,6.250000e-04,7.126838e-03
2.500000e-02,6.250000e-04,6.360131e-03
2.500000e-02,6.250000e-04,6.150269e-03
2.500000e-02,6.250000e-04,6.853445e-03
2.500000e-02,6.250000e-04,6.384043e-03
2.500000e-02,6.250000e-04,7.359170e-03
2.500000e-02,6.250000e-04,6.611529e-03
2.500000e-02,6.250000e-04,6.254937e-03
2.500000e-02,6.250000e-04,6.505566e-03
2.500000e-02,6.250000e-04,7.002787e-03
2.500000e-02,6.250000e-04,6.775013e-03
2.500000e-02,6.250000e-04,7.989994e-03
2.500000e-02,6.250000e-04,5.915162e-03
2.500000e-02,6.250000e-04,6.826123e-03
2.500000e-02,6.250000e-04,7.229558e-03
2.500000e-02,6.250000e-04,6.059900e-03
2.500000e-02,6.250000e-04,6.857489e-03
2.500000e-02,6.250000e-04,6.259993e-03
2.500000e-02,6.250000e-04,7.012896e-03
2.500000e-02,6.250000e-04,6.115925e-03
2.500000e-02,6.250000e-04,6.483056e-03
2.500000e-02,6.250000e-04,6.347656e-03
2.500000e-02,6.250000e-04,6.094341e-03
2.500000e-02,6.250000e-04,6.622068e-03
2.500000e-02,6.250000e-04,7.325511e-03
2.500000e-02,6.250000e-04,5.796628e-03
2.500000e-02,6.250000e-04,7.141517e-03
2.500000e-02,6.250000e-04,6.557605e-03
2.500000e-02,6.250000e-04,5.995558e-03
2.500000e-02,6.250000e-04,7.004165e-03
2.500000e-02,6.250000e-04,6.226888e-03
2.500000e-02,6.250000e-04,7.526547e-03
2.500000e-02,6.250000e-04,5.908685e-03
2.500000e-02,6.250000e-04,7.605567e-03
2.631579e-02,6.925208e-04,7.878601e-03
2.631579e-02,6.925208e-04,6.586790e-03
2.631579e-02,6.925208e-04,7.536752e-03
2.631579e-02,6.925208e-04,7.507538e-03
2.631579e-02,6.925208e-04,8.005726e-03
2.631579e-02,6.925208e-04,7.419674e-03
2.631579e-02,6.925208e-04,7.559718e-03
2.631579e-02,6.925208e-04,5.854439e-03
2.631579e-02,6.925208e-04,6.879002e-03
2.631579e-02,6.925208e-04,7.562785e-03
2.631579e-02,6.925208e-04,7.357042e-03
2.631579e-02,6.925208e-04,7.215468e-03
2.631579e-02,6.925208e-04,6.290154e-03
2.631579e-02,6.925208e-04,7.874965e-03
2.631579e-02,6.925208e-04,5.501096e-03
2.631579e-02,6.925208e-04,7.291167e-03
2.631579e-02,6.925208e-04,8.232195e-03
2.631579e-02,6.925208e-04,8.152648e-03
2.631579e-02,6.925208e-04,7.429882e-03
2.631579e-02,6.925208e-04,6.841477e-03
2.631579e-02,6.925208e-04,6.455056e-03
2.631579e-02,6.925208e-04,8.091743e-03
2.631579e-02,6.925208e-04,6.865505e-03
2.631579e-02,6.925208e-04,8.326414e-03
2.631579e-02,6.925208e-04,6.996975e-03
2.631579e-02,6.925208e-04,8.700423e-03
2.631579e-02,6.925208e-04,7.984302e-03
2.631579e-02,6.925208e-04,8.523096e-03
2.631579e-02,6.925208e-04,7.588402e-03
2.631579e-02,6.925208e-04,7.457933e-03
2.631579e-02,6.925208e-04,7.364902e-03
2.631579e-02,6.925208e-04,7.965414e-03
2.631579e-02,6.925208e-04,6.835487e-03
2.631579e-02,6.925208e-04,7.248039e-03
2.631579e-02,6.925208e-04,6.771135e-03
2.631579e-02,6.925208e-04,8.035853e-03
2.631579e-02,6.925208e-04,6.947912e-03
2.631579e-02,6.925208e-04,7.747400e-03
2.631579e-02,6.925208e-04,7.664977e-03
2.631579e-02,6.925208e-04,7.042522e-03
2.631579e-02,6.925208e-04,7.123557e-03
2.631579e-02,6.925208e-04,7.940387e-03
2.631579e-02,6.925208e-04,7.868066e-03
2.631579e-02,6.925208e-04,7.501564e-03
2.631579e-02,6.925208e-04,8.799244e-03
2.631579e-02,6.925208e-04,7.509049e-03
2.631579e-02,6.925208e-04,7.613328e-03
2.631579e-02,6.925208e-04,7.253005e-03
2.631579e-02,6.925208e-04,7.359944e-03
2.631579e-02,6.925208e-04,7.897218e-03
2.631579e-02,6.925208e-04,7.508396e-03
2.631579e-02,6.925208e-04,8.478712e-03
2.631579e-02,6.925208e-04,8.188285e-03
2.631579e-02,6.925208e-04,8.172633e-03
2.631579e-02,6.925208e-04,7.748493e-03
2.631579e-02,6.925208e-04,7.442188e-03
2.631579e-02,6.925208e-04,6.930093e-03
2.631579e-02,6.925208e-04,7.722159e-03
2.631579e-02,6.925208e-04,6.441033e-03
2.631579e-02,6.925208e-04,7.254635e-03
2.631579e-02,6.925208e-04,6.997759e-03
2.631579e-02,6.925208e-04,7.214117e-03
2.631579e-02,6.925208e-04,8.479555e-03
2.631579e-02,6.925208e-04,8.271012e-03
2.631579e-02,6.925208e-04,6.425999e-03
2.631579e-02,6.925208e-04,7.468689e-03
2.631579e-02,6.925208e-04,8.294899e-03
2.631579e-02,6.925208e-04,7.946380e-03
2.631579e-02,6.925208e-04,7.907832e-03
2.631579e-02,6.925208e-04,7.543981e-03
2.631579e-02,6.925208e-04,7.171134e-03
2.631579e-02,6.925208e-04,7.633778e-03
2.631579e-02,6.925208e-04,7.617142e-03
2.631579e-02,6.925208e-04,7.050537e-03
2.631579e-02,6.925208e-04,8.396066e-03
2.631579e-02,6.925208e-04,8.865146e-03
2.631579e-02,6.925208e-04,7.694700e-03
2.631579e-02,6.925208e-04,6.523064e-03
2.631579e-02,6.925208e-04,8.017670e-03
2.631579e-02,6.925208e-04,7.990835e-03
2.631579e-02,6.925208e-04,6.815477e-03
2.631579e-02,6.925208e-04,7.566548e-03
2.631579e-02,6.925208e-04,7.123040e-03
2.631579e-02,6.925208e-04,8.656743e-03
2.631579e-02,6.925208e-04,7.229615e-03
2.631579e-02,6.925208e-04,7.694761e-03
2.631579e-02,6.925208e-04,7.993793e-03
2.631579e-02,6.925208e-04,6.599291e-03
2.631579e-02,6.925208e-04,7.064995e-03
2.631579e-02,6.925208e-04,7.198426e-03
2.631579e-02,6.925208e-04,6.993445e-03
2.631579e-02,6.925208e-04,7.135965e-03
2.631579e-02,6.925208e-04,7.322684e-03
2.631579e-02,6.925208e-04,7.103706e-03
2.631579e-02,6.925208e-04,7.393483e-03
2.631579e-02,6.925208e-04,7.637184e-03
2.631579e-02,6.925208e-04,8.108947e-03
2.631579e-02,6.925208e-04,8.235639e-03
2.631579e-02,6.925208e-04,7.982890e-03
2.631579e-02,6.925208e-04,8.065071e-03
2.777778e-02,7.716049e-04,8.728524e-03
2.777778e-02,7.716049e-04,9.114970e-03
2.777778e-02,7.716049e-04,8.177498e-03
2.777778e-02,7.716049e-04,8.456994e-03
2.777778e-02,7.716049e-04,8.563466e-03
2.777778e-02,7.716049e-04,7.523297e-03
2.777778e-02,7.716049e-04,8.666224e-03
2.777778e-02,7.716049e-04,9.812344e-03
2.777778e-02,7.716049e-04,9.096679e-03
2.777778e-02,7.716049e-04,7.879096e-03
2.777778e-02,7.716049e-04,8.137485e-03
2.777778e-02,7.716049e-04,1.059883e-02
2.777778e-02,7.716049e-04,8.650881e-03
2.777778e-02,7.716049e-04,7.133962e-03
2.777778e-02,7.716049e-04,8.842185e-03
2.777778e-02,7.716049e-04,7.590493e-03
2.777778e-02,7.716049e-04,7.533480e-03
2.777778e-02,7.716049e-04,8.834137e-03
2.777778e-02,7.716049e-04,8.624849e-03
2.777778e-02,7.716049e-04,7.379835e-03
2.777778e-02,7.716049e-04,8.275001e-03
2.777778e-02,7.716049e-04,9.268818e-03
2.777778e-02,7.716049e-04,7.604135e-03
2.777778e-02,7.716049e-04,8.406922e-03
2.777778e-02,7.716049e-04,7.641480e-03
2.777778e-02,7.716049e-04,8.608775e-03
2.777778e-02,7.716049e-04,7.652722e-03
2.777778e-02,7.716049e-04,8.711768e-03
2.777778e-02,7.716049e-04,7.826896e-03
2.777778e-02,7.716049e-04,9.536623e-03
2.777778e-02,7.716049e-04,7.819687e-03
2.777778e-02,7.716049e-04,8.012025e-03
2.777778e-02,7.716049e-04,6.889562e-03
2.777778e-02,7.716049e-04,7.964926e-03
2.777778e-02,7.716049e-04,8.082424e-03
2.777778e-02,7.716049e-04,8.566848e-03
2.777778e-02,7.716049e-04,8.355500e-03
2.777778e-02,7.716049e-04,7.831602e-03
2.777778e-02,7.716049e-04,9.092852e-03
2.777778e-02,7.716049e-04,8.988663e-03
2.777778e-02,7.716049e-04,8.610513e-03
2.777778e-02,7.716049e-04,9.486194e-03
2.777778e-02,7.716049e-04,9.149120e-03
2.777778e-02,7.716049e-04,9.356723e-03
2.777778e-02,7.716049e-04,7.657936e-03
2.777778e-02,7.716049e-04,8.538331e-03
2.777778e-02,7.716049e-04,8.789091e-03
2.777778e-02,7.716049e-04,8.004090e-03
2.777778e-02,7.716049e-04,8.515355e-03
2.777778e-02,7.716049e-04,7.934518e-03
2.777778e-02,7.716049e-04,7.272718e-03
2.777778e-02,7.716049e-04,8.853248e-03
2.777778e-02,7.716049e-04,8.942493e-03
2.777778e-02,7.716049e-04,8.279121e-03
2.777778e-02,7.716049e-04,8.437143e-03
2.777778e-02,7.716049e-04,7.274312e-03
2.777778e-02,7.716049e-04,8.899015e-03
2.777778e-02,7.716049e-04,8.296569e-03
2.777778e-02,7.716049e-04,8.587906e-03
2.777778e-02,7.716049e-04,7.421508e-03
2.777778e-02,7.716049e-04,6.915931e-03
2.777778e-02,7.716049e-04,7.760536e-03
2.777778e-02,7.716049e-04,9.848826e-03
2.777778e-02,7.716049e-04,8.673933e-03
2.777778e-02,7.716049e-04,8.460033e-03
2.777778e-02,7.716049e-04,9.335777e-03
2.777778e-02,7.716049e-04,8.349459e-03
2.777778e-02,7.716049e-04,8.309802e-03
2.777778e-02,7.716049e-04,9.759186e-03
2.777778e-02,7.716049e-04,7.660032e-03
2.777778e-02,7.716049e-04,8.443657e-03
2.777778e-02,7.716049e-04,8.381645e-03
2.777778e-02,7.716049e-04,9.150647e-03
2.777778e-02,7.716049e-04,8.690830e-03
2.777778e-02,7.716049e-04,8.871303e-03
2.777778e-02,7.716049e-04,8.670719e-03
2.777778e-02,7.716049e-04,7.780437e-03
2.777778e-02,7.716049e-04,7.692075e-03
2.777778e-02,7.716049e-04,8.513219e-03
2.777778e-02,7.716049e-04,9.877903e-03
2.777778e-02,7.716049e-04,9.780473e-03
2.777778e-02,7.716049e-04,8.395737e-03
2.777778e-02,7.716049e-04,8.354172e-03
2.777778e-02,7.716049e-04,8.966147e-03
2.777778e-02,7.716049e-04,9.079027e-03
2.777778e-02,7.716049e-04,8.215557e-03
2.777778e-02,7.716049e-04,9.158743e-03
2.777778e-02,7.716049e-04,8.806778e-03
2.777778e-02,7.716049e-04,8.375258e-03
2.777778e-02,7.716049e-04,9.010333e-03
2.777778e-02,7.716049e-04,9.540187e-03
2.777778e-02,7.716049e-04,9.658366e-03
2.777778e-02,7.716049e-04,8.018535e-03
2.777778e-02,7.716049e-04,7.681279e-03
2.777778e-02,7.716049e-04,7.714891e-03
2.777778e-02,7.716049e-04,8.473823e-03
2.777778e-02,7.716049e-04,9.051002e-03
2.777778e-02,7.716049e-04,8.043958e-03
2.777778e-02,7.716049e-04,7.657389e-03
2.777778e-02,7.716049e-04,8.377979e-03
2.941176e-02,8.650519e-04,8.323665e-03
2.941176e-02,8.650519e-04,1.070453e-02
2.941176e-02,8.650519e-04,8.768661e-03
2.941176e-02,8.650519e-04,1.082325e-02
2.941176e-02,8.650519e-04,9.702899e-03
2.941176e-02,8.650519e-04,1.210181e-02
2.941176e-02,8.650519e-04,9.342888e-03
2.941176e-02,8.650519e-04,8.168485e-03
2.941176e-02,8.650519e-04,9.175443e-03
2.941176e-02,8.650519e-04,8.852328e-03
2.941176e-02,8.650519e-04,7.887463e-03
2.941176e-02,8.650519e-04,9.353303e-03
2.941176e-02,8.650519e-04,9.440760e-03
2.941176e-02,8.650519e-04,9.606627e-03
2.941176e-02,8.650519e-04,9.958251e-03
2.941176e-02,8.650519e-04,8.987589e-03
2.941176e-02,8.650519e-04,9.600260e-03
2.941176e-02,8.650519e-04,8.272821e-03
2.941176e-02,8.650519e-04,1.000300e-02
2.941176e-02,8.650519e-04,1.085892e-02
2.941176e-02,8.650519e-04,9.526655e-03
2.941176e-02,8.650519e-04,9.812329e-03
2.941176e-02,8.650519e-04,8.805870e-03
2.941176e-02,8.650519e-04,8.485703e-03
2.941176e-02,8.650519e-04,9.791766e-03
2.941176e-02,8.650519e-04,8.977803e-03
2.941176e-02,8.650519e-04,9.164817e-03
2.941176e-02,8.650519e-04,9.752897e-03
2.941176e-02,8.650519e-04,9.675865e-03
2.941176e-02,8.650519e-04,9.287536e-03
2.941176e-02,8.650519e-04,1.006538e-02
2.941176e-02,8.650519e-04,8.608626e-03
2.941176e-02,8.650519e-04,9.823057e-03
2.941176e-02,8.650519e-04,8.038870e-03
2.941176e-02,8.650519e-04,9.471645e-03
2.941176e-02,8.650519e-04,8.379697e-03
2.941176e-02,8.650519e-04,9.362320e-03
2.941176e-02,8.650519e-04,9.370967e-03
2.941176e-02,8.650519e-04,1.011500e-02
2.941176e-02,8.650519e-04,1.015857e-02
2.941176e-02,8.650519e-04,9.989445e-03
2.941176e-02,8.650519e-04,9.088430e-03
2.941176e-02,8.650519e-04,8.059346e-03
2.941176e-02,8.650519e-04,9.535560e-03
2.941176e-02,8.650519e-04,9.727105e-03
2.941176e-02,8.650519e-04,1.039141e-02
2.941176e-02,8.650519e-04,9.958801e-03
2.941176e-02,8.650519e-04,9.443679e-03
2.941176e-02,8.650519e-04,8.655051e-03
2.941176e-02,8.650519e-04,8.497903e-03
2.941176e-02,8.650519e-04,9.601471e-03
2.941176e-02,8.650519e-04,9.906797e-03
2.941176e-02,8.650519e-04,8.960612e-03
2.941176e-02,8.650519e-04,1.154621e-02
2.941176e-02,8.650519e-04,9.439631e-03
2.941176e-02,8.650519e-04,9.224427e-03
2.941176e-02,8.650519e-04,1.047066e-02
2.941176e-02,8.650519e-04,1.038435e-02
2.941176e-02,8.650519e-04,8.787525e-03
2.941176e-02,8.650519e-04,1.007367e-02
2.941176e-02,8.650519e-04,8.251527e-03
2.941176e-02,8.650519e-04,9.907393e-03
2.941176e-02,8.650519e-04,9.330304e-03
2.941176e-02,8.650519e-04,9.041432e-03
2.941176e-02,8.650519e-04,7.753073e-03
2.941176e-02,8.650519e-04,9.229972e-03
2.941176e-02,8.650519e-04,9.334658e-03
2.941176e-02,8.650519e-04,8.316825e-03
2.941176e-02,8.650519e-04,9.540939e-03
2.941176e-02,8.650519e-04,8.610174e-03
2.941176e-02,8.650519e-04,1.105479e-02
2.941176e-02,8.650519e-04,7.599826e-03
2.941176e-02,8.650519e-04,9.386041e-03
2.941176e-02,8.650519e-04,9.672738e-03
2.941176e-02,8.650519e-04,9.142957e-03
2.941176e-02,8.650519e-04,9.841773e-03
2.941176e-02,8.650519e-04,9.223270e-03
2.941176e-02,8.650519e-04,9.550487e-03
2.941176e-02,8.650519e-04,9.523579e-03
2.941176e-02,8.650519e-04,9.505303e-03
2.941176e-02,8.650519e-04,1.091965e-02
2.941176e-02,8.650519e-04,9.118327e-03
2.941176e-02,8.650519e-04,9.404582e-03
2.941176e-02,8.650519e-04,8.512861e-03
2.941176e-02,8.650519e-04,7.845019e-03
2.941176e-02,8.650519e-04,9.303010e-03
2.941176e-02,8.650519e-04,1.008831e-02
2.941176e-02,8.650519e-04,8.574921e-03
2.941176e-02,8.650519e-04,7.298073e-03
2.941176e-02,8.650519e-04,1.015047e-02
2.941176e-02,8.650519e-04,9.716550e-03
2.941176e-02,8.650519e-04,9.435448e-03
2.941176e-02,8.650519e-04,1.118638e-02
2.941176e-02,8.650519e-04,9.595471e-03
2.941176e-02,8.650519e-04,1.022498e-02
2.941176e-02,8.650519e-04,8.328060e-03
2.941176e-02,8.650519e-04,9.728934e-03
2.941176e-02,8.650519e-04,9.108711e-03
2.941176e-02,8.650519e-04,1.086575e-02
2.941176e-02,8.650519e-04,9.619421e-03
3.125000e-02,9.765625e-04,1.272251e-02
3.125000e-02,9.765625e-04,1.109568e-02
3.125000e-02,9.765625e-04,1.115329e-02
3.125000e-02,9.765625e-04,9.913622e-03
3.125000e-02,9.765625e-04,1.282436e-02
3.125000e-02,9.765625e-04,1.053538e-02
3.125000e-02,9.765625e-04,9.766654e-03
3.125000e-02,9.765625e-04,1.042178e-02
3.125000e-02,9.765625e-04,1.127222e-02
3.125000e-02,9.765625e-04,1.072699e-02
3.125000e-02,9.765625e-04,9.358217e-03
3.125000e-02,9.765625e-04,9.668101e-03
3.125000e-02,9.765625e-04,1.017234e-02
3.125000e-02,9.765625e-04,9.326535e-03
3.125000e-02,9.765625e-04,1.003076e-02
3.125000e-02,9.765625e-04,9.664661e-03
3.125000e-02,9.765625e-04,1.100836e-02
3.125000e-02,9.765625e-04,1.114221e-02
3.125000e-02,9.765625e-04,1.328196e-02
3.125000e-02,9.765625e-04,1.141255e-02
3.125000e-02,9.765625e-04,1.184245e-02
3.125000e-02,9.765625e-04,1.213457e-02
3.125000e-02,9.765625e-04,9.151278e-03
3.125000e-02,9.765625e-04,1.067760e-02
3.125000e-02,9.765625e-04,8.790072e-03
3.125000e-02,9.765625e-04,1.101136e-02
3.125000e-02,9.765625e-04,9.275840e-03
3.125000e-02,9.765625e-04,1.078989e-02
3.125000e-02,9.765625e-04,1.041651e-02
3.125000e-02,9.765625e-04,9.589022e-03
3.125000e-02,9.765625e-04,9.913716e-03
3.125000e-02,9.765625e-04,1.056201e-02
3.125000e-02,9.765625e-04,1.132146e-02
3.125000e-02,9.765625e-04,9.971454e-03
3.125000e-02,9.765625e-04,1.150815e-02
3.125000e-02,9.765625e-04,9.918714e-03
3.125000e-02,9.765625e-04,1.086127e-02
3.125000e-02,9.765625e-04,1.006996e-02
3.125000e-02,9.765625e-04,1.128319e-02
3.125000e-02,9.765625e-04,9.382884e-03
3.125000e-02,9.765625e-04,1.107962e-02
3.125000e-02,9.765625e-04,1.224845e-02
3.125000e-02,9.765625e-04,1.135687e-02
3.125000e-02,9.765625e-04,1.212783e-02
3.125000e-02,9.765625e-04,1.218080e-02
3.125000e-02,9.765625e-04,1.145769e-02
3.125000e-02,9.765625e-04,8.616050e-03
3.125000e-02,9.765625e-04,1.093501e-02
3.125000e-02,9.765625e-04,9.469509e-03
3.125000e-02,9.765625e-04,1.160638e-02
3.125000e-02,9.765625e-04,9.361026e-03
3.125000e-02,9.765625e-04,1.085803e-02
3.125000e-02,9.765625e-04,9.301642e-03
3.125000e-02,9.765625e-04,9.291581e-03
3.125000e-02,9.765625e-04,1.118041e-02
3.125000e-02,9.765625e-04,9.824447e-03
3.125000e-02,9.765625e-04,1.208387e-02
3.125000e-02,9.765625e-04,1.047371e-02
3.125000e-02,9.765625e-04,1.018778e-02
3.125000e-02,9.765625e-04,9.549001e-03
3.125000e-02,9.765625e-04,1.090586e-02
3.125000e-02,9.765625e-04,1.136462e-02
3.125000e-02,9.765625e-04,9.581422e-03
3.125000e-02,9.765625e-04,9.602807e-03
3.125000e-02,9.765625e-04,1.078129e-02
3.125000e-02,9.765625e-04,1.017495e-02
3.125000e-02,9.765625e-04,1.171481e-02
3.125000e-02,9.765625e-04,1.118843e-02
3.125000e-02,9.765625e-04,1.065467e-02
3.125000e-02,9.765625e-04,1.074779e-02
3.125000e-02,9.765625e-04,9.646057e-03
3.125000e-02,9.765625e-04,9.217116e-03
3.125000e-02,9.765625e-04,1.010819e-02
3.125000e-02,9.765625e-04,1.238612e-02
3.125000e-02,9.765625e-04,1.090905e-02
3.125000e-02,9.765625e-04,1.067555e-02
3.125000e-02,9.765625e-04,1.049127e-02
3.125000e-02,9.765625e-04,1.275560e-02
3.125000e-02,9.765625e-04,9.355026e-03
3.125000e-02,9.765625e-04,1.048932e-02
3.125000e-02,9.765625e-04,1.302720e-02
3.125000e-02,9.765625e-04,9.874325e-03
3.125000e-02,9.765625e-04,1.018068e-02
3.125000e-02,9.765625e-04,1.075267e-02
3.125000e-02,9.765625e-04,9.110032e-03
3.125000e-02,9.765625e-04,1.213449e-02
3.125000e-02,9.765625e-04,1.119641e-02
3.125000e-02,9.765625e-04,1.161188e-02
3.125000e-02,9.765625e-04,1.270886e-02
3.125000e-02,9.765625e-04,9.563414e-03
3.125000e-02,9.765625e-04,8.720378e-03
3.125000e-02,9.765625e-04,1.001782e-02
3.125000e-02,9.765625e-04,9.576421e-03
3.125000e-02,9.765625e-04,1.171546e-02
3.125000e-02,9.765625e-04,1.214474e-02
3.125000e-02,9.765625e-04,1.059360e-02
3.125000e-02,9.765625e-04,1.148992e-02
3.125000e-02,9.765625e-04,9.746726e-03
3.125000e-02,9.765625e-04,1.132151e-02
3.125000e-02,9.765625e-04,9.421265e-03
3.333333e-02,1.111111e-03,1.178726e-02
3.333333e-02,1.111111e-03,1.223548e-02
3.333333e-02,1.111111e-03,1.299005e-02
3.333333e-02,1.111111e-03,1.013630e-02
3.333333e-02,1.111111e-03,1.178259e-02
3.333333e-02,1.111111e-03,1.226905e-02
3.333333e-02,1.111111e-03,1.257633e-02
3.333333e-02,1.111111e-03,1.459738e-02
3.333333e-02,1.111111e-03,1.487650e-02
3.333333e-02,1.111111e-03,1.125290e-02
3.333333e-02,1.111111e-03,1.121876e-02
3.333333e-02,1.111111e-03,1.171040e-02
3.333333e-02,1.111111e-03,1.031679e-02
3.333333e-02,1.111111e-03,1.171433e-02
3.333333e-02,1.111111e-03,1.330054e-02
3.333333e-02,1.111111e-03,1.238035e-02
3.333333e-02,1.111111e-03,1.213311e-02
3.333333e-02,1.111111e-03,1.199289e-02
3.333333e-02,1.111111e-03,1.283633e-02
3.333333e-02,1.111111e-03,1.252438e-02
3.333333e-02,1.111111e-03,1.207086e-02
3.333333e-02,1.111111e-03,1.139334e-02
3.333333e-02,1.111111e-03,1.064119e-02
3.333333e-02,1.111111e-03,1.257901e-02
3.333333e-02,1.111111e-03,1.154798e-02
3.333333e-02,1.111111e-03,1.282081e-02
3.333333e-02,1.111111e-03,1.097737e-02
3.333333e-02,1.111111e-03,1.238664e-02
3.333333e-02,1.111111e-03,1.219797e-02
3.333333e-02,1.111111e-03,1.012451e-02
3.333333e-02,1.111111e-03,1.217989e-02
3.333333e-02,1.111111e-03,1.073931e-02
3.333333e-02,1.111111e-03,9.598512e-03
3.333333e-02,1.111111e-03,1.059234e-02
3.333333e-02,1.111111e-03,1.286248e-02
3.333333e-02,1.111111e-03,1.414348e-02
3.333333e-02,1.111111e-03,1.160035e-02
3.333333e-02,1.111111e-03,1.133842e-02
3.333333e-02,1.111111e-03,1.114309e-02
3.333333e-02,1.111111e-03,1.391799e-02
3.333333e-02,1.111111e-03,1.077896e-02
3.333333e-02,1.111111e-03,1.298246e-02
3.333333e-02,1.111111e-03,1.089114e-02
3.333333e-02,1.111111e-03,9.722470e-03
3.333333e-02,1.111111e-03,1.417488e-02
3.333333e-02,1.111111e-03,1.189200e-02
3.333333e-02,1.111111e-03,1.284191e-02
3.333333e-02,1.111111e-03,1.168208e-02
3.333333e-02,1.111111e-03,1.218330e-02
3.333333e-02,1.111111e-03,1.010931e-02
3.333333e-02,1.111111e-03,1.218429e-02
3.333333e-02,1.111111e-03,1.204885e-02
3.333333e-02,1.111111e-03,1.173189e-02
3.333333e-02,1.111111e-03,1.155092e-02
3.333333e-02,1.111111e-03,1.231830e-02
3.333333e-02,1.111111e-03,1.552614e-02
3.333333e-02,1.111111e-03,1.066643e-02
3.333333e-02,1.111111e-03,1.210530e-02
3.333333e-02,1.111111e-03,1.300696e-02
3.333333e-02,1.111111e-03,1.093464e-02
3.333333e-02,1.111111e-03,1.128630e-02
3.333333e-02,1.111111e-03,1.140166e-02
3.333333e-02,1.111111e-03,1.086604e-02
3.333333e-02,1.111111e-03,1.226090e-02
3.333333e-02,1.111111e-03,1.234189e-02
3.333333e-02,1.111111e-03,1.313380e-02
3.333333e-02,1.111111e-03,1.113652e-02
3.333333e-02,1.111111e-03,1.239414e-02
3.333333e-02,1.111111e-03,1.266379e-02
3.333333e-02,1.111111e-03,1.127552e-02
3.333333e-02,1.111111e-03,1.145681e-02
3.333333e-02,1.111111e-03,1.117990e-02
3.333333e-02,1.111111e-03,1.063313e-02
3.333333e-02,1.111111e-03,1.364929e-02
3.333333e-02,1.111111e-03,1.306506e-02
3.333333e-02,1.111111e-03,1.210752e-02
3.333333e-02,1.111111e-03,1.284596e-02
3.333333e-02,1.111111e-03,1.229585e-02
3.333333e-02,1.111111e-03,1.143051e-02
3.333333e-02,1.111111e-03,1.297770e-02
3.333333e-02,1.111111e-03,1.100370e-02
3.333333e-02,1.111111e-03,1.349682e-02
3.333333e-02,1.111111e-03,1.235314e-02
3.333333e-02,1.111111e-03,1.386683e-02
3.333333e-02,1.111111e-03,1.152034e-02
3.333333e-02,1.111111e-03,1.219330e-02
3.333333e-02,1.111111e-03,1.246431e-02
3.333333e-02,1.111111e-03,1.091579e-02
3.333333e-02,1.111111e-03,1.380468e-02
3.333333e-02,1.111111e-03,1.209868e-02
3.333333e-02,1.111111e-03,1.150157e-02
3.333333e-02,1.111111e-03,1.199879e-02
3.333333e-02,1.111111e-03,1.211900e-02
3.333333e-02,1.111111e-03,1.001626e-02
3.333333e-02,1.111111e-03,1.394571e-02
3.333333e-02,1.111111e-03,1.319934e-02
3.333333e-02,1.111111e-03,1.038121e-02
3.333333e-02,1.111111e-03,1.115966e-02
3.333333e-02,1.111111e-03,1.266550e-02
3.333333e-02,1.111111e-03,1.305580e-02
3.571429e-02,1.275510e-03,1.381556e-02
3.571429e-02,1.275510e-03,1.281138e-02
3.571429e-02,1.275510e-03,1.375467e-02
3.571429e-02,1.275510e-03,1.456764e-02
3.571429e-02,1.275510e-03,1.371044e-02
3.571429e-02,1.275510e-03,1.174699e-02
3.571429e-02,1.275510e-03,1.370337e-02
3.571429e-02,1.275510e-03,1.414165e-02
3.571429e-02,1.275510e-03,1.336657e-02
3.571429e-02,1.275510e-03,1.318036e-02
3.571429e-02,1.275510e-03,1.625677e-02
3.571429e-02,1.275510e-03,1.439057e-02
3.571429e-02,1.275510e-03,1.433491e-02
3.571429e-02,1.275510e-03,1.403931e-02
3.571429e-02,1.275510e-03,1.470643e-02
3.571429e-02,1.275510e-03,1.391972e-02
3.571429e-02,1.275510e-03,1.477030e-02
3.571429e-02,1.275510e-03,1.286570e-02
3.571429e-02,1.275510e-03,1.295913e-02
3.571429e-02,1.275510e-03,1.251333e-02
3.571429e-02,1.275510e-03,1.475424e-02
3.571429e-02,1.275510e-03,1.505623e-02
3.571429e-02,1.275510e-03,1.350093e-02
3.571429e-02,1.275510e-03,1.453081e-02
3.571429e-02,1.275510e-03,1.151446e-02
3.571429e-02,1.275510e-03,1.247025e-02
3.571429e-02,1.275510e-03,1.313006e-02
3.571429e-02,1.275510e-03,1.274378e-02
3.571429e-02,1.275510e-03,1.120590e-02
3.571429e-02,1.275510e-03,1.368383e-02
3.571429e-02,1.275510e-03,1.329407e-02
3.571429e-02,1.275510e-03,1.580021e-02
3.571429e-02,1.275510e-03,1.482536e-02
3.571429e-02,1.275510e-03,1.134670e-02
3.571429e-02,1.275510e-03,1.302662e-02
3.571429e-02,1.275510e-03,1.406063e-02
