alpha_s,top_quark_mass,energy,upper_bound_inc,upper_bound_dec
0.118,172.5,6500,0.1,0.05

theta,x1,x2
0.634054,0.0382054,0.0479777
0.194071,0.0253663,0.0414546
0.0978053,0.037431,0.0425777
0.953331,0.0176109,0.1206
0.76654,0.0505125,0.0380438
0.148595,0.0476287,0.0367275
0.228849,0.0210451,0.0644082
0.679774,0.0690866,0.0161961
0.0673486,0.0576014,0.0225745
0.793844,0.0630885,0.0162746
0.731508,0.0655044,0.031697
0.154373,0.120181,0.0364269
0.153724,0.0375074,0.0444804
0.295706,0.0346327,0.0257143
0.715112,0.10871,0.0448557
0.230845,0.0892233,0.0181627
0.644919,0.0455569,0.0435285
0.167643,0.0369573,0.0483603
0.42986,0.0554273,0.0245278
0.327011,0.0186185,0.0703548
0.286615,0.0358794,0.0455181
0.262957,0.113357,0.0257329
0.474166,0.0251287,0.0339085
0.172847,0.0267916,0.0842109
0.846642,0.138543,0.0306006
0.596385,0.0241487,0.0630324
0.936024,0.0340869,0.0356355
0.48535,0.0595838,0.0242802
0.248296,0.0206545,0.0364492
0.423136,0.0680883,0.0206318
0.246674,0.0185626,0.179948
0.223784,0.0179477,0.0759174
0.21785,0.0347111,0.0356678
0.210345,0.211392,0.0373724
0.563002,0.0255106,0.0594648
0.0866835,0.0903625,0.0235745
0.934331,0.0853351,0.0174579
0.884227,0.145802,0.102316
0.42143,0.0754994,0.0181041
0.43773,0.0551042,0.022728
0.89507,0.0530451,0.0363772
0.326024,0.090642,0.0150109
0.553301,0.023486,0.0520335
0.456316,0.0781568,0.0227933
0.245444,0.0150363,0.127197
0.70833,0.0242735,0.18938
0.21459,0.0329708,0.0719287
0.221443,0.0587301,0.0262105
0.367175,0.022486,0.0373586
0.389971,0.0801096,0.0141771
0.240902,0.0660428,0.0133866
0.777039,0.0397204,0.104419
0.641809,0.041597,0.0254919
0.881578,0.0854121,0.0730246
0.410413,0.0308831,0.0671307
0.686804,0.0189555,0.0380181
0.602308,0.0357885,0.0271375
0.303886,0.0625413,0.0140535
0.173044,0.0610283,0.0812559
0.814973,0.126107,0.0426923
0.34397,0.0373048,0.100562
0.912169,0.0257332,0.0776535
0.896416,0.11779,0.0132578
0.411679,0.0288717,0.108692
0.0290827,0.0699383,0.0426798
0.260514,0.0252101,0.0660386
0.191646,0.0508375,0.0208527
0.12221,0.22093,0.0149182
0.695537,0.0514758,0.0228889
0.780661,0.0216914,0.174184
0.452898,0.0256812,0.145534
0.847974,0.0558887,0.0226377
0.459691,0.0523085,0.0144874
0.270326,0.0265299,0.112342
0.0982484,0.0249554,0.0779544
0.361703,0.0128764,0.372223
0.764579,0.0301804,0.0782133
0.616731,0.0618157,0.0172422
0.0649554,0.0702663,0.0230436
0.657592,0.0216304,0.0452321
0.864981,0.0227717,0.0739471
0.549891,0.0501818,0.0273569
0.921906,0.106513,0.0179974
0.679233,0.213359,0.0403169
0.959713,0.0820869,0.031343
0.511131,0.0265827,0.0573503
0.390216,0.0628361,0.0147701
0.843152,0.13185,0.0329413
0.26176,0.0301178,0.0468706
0.151135,0.0587696,0.0606697
0.949274,0.0304908,0.158561
0.512632,0.0272365,0.0299912
0.427418,0.151468,0.0173751
0.725464,0.0151171,0.0708272
0.703476,0.0659266,0.0169821
0.0583024,0.0933641,0.0135489
0.266084,0.0859153,0.0148901
0.491579,0.0275375,0.0282593
0.361345,0.0171744,0.0756566
0.713333,0.0166139,0.0742737
0.0875825,0.0538094,0.173664
0.126098,0.0200735,0.0602919
0.390613,0.014626,0.0574265
0.799763,0.032951,0.110959
0.76023,0.0535335,0.0241358
0.817463,0.0331733,0.0413661
0.76501,0.0467381,0.0343152
0.710927,0.0322927,0.0265328
0.162547,0.0214781,0.115339
0.859467,0.0546335,0.0624888
0.602994,0.0217925,0.0512089
0.317392,0.0531088,0.0447304
0.956828,0.0193092,0.283641
0.601279,0.0261534,0.0750327
0.434612,0.0395334,0.0203059
0.328503,0.0192324,0.10789
0.485164,0.0295494,0.0552714
0.465819,0.050234,0.024586
0.570483,0.05261,0.0507385
0.634559,0.0486812,0.0337791
0.78929,0.028287,0.233371
0.189217,0.0690381,0.0185146
0.315979,0.0436909,0.0488065
0.625371,0.0191794,0.135838
0.305822,0.0559089,0.0346834
0.8792,0.0411388,0.0219758
0.163868,0.146356,0.0169682
0.784303,0.0158341,0.108822
0.678563,0.0844071,0.0154415
0.715789,0.0438265,0.0552466
0.330187,0.0290333,0.0298439
0.430096,0.0897191,0.028745
0.685138,0.0271966,0.0418095
0.967713,0.0329628,0.0399294
0.0771283,0.0435626,0.140351
0.437446,0.0375234,0.0489941
0.194694,0.0594478,0.0332988
0.456478,0.0467416,0.0208362
0.572441,0.0164179,0.116863
0.635231,0.0354371,0.021328
0.336239,0.123774,0.041266
0.655072,0.0341771,0.0319441
0.215581,0.0314659,0.0276369
0.888143,0.0206548,0.109086
0.738941,0.0397852,0.0183097
0.796849,0.0359849,0.0232553
0.657425,0.03559,0.0292986
0.497214,0.0539948,0.0456187
0.773732,0.114156,0.0288112
0.0987602,0.139963,0.017026
0.769121,0.152639,0.0129029
0.638213,0.100011,0.0178473
0.383859,0.03267,0.0284729
0.725827,0.0161594,0.0468651
0.565715,0.0197036,0.0497172
0.29172,0.0278714,0.0399165
0.499297,0.0403328,0.0468659
0.689052,0.01684,0.0537561
0.96111,0.0463578,0.0245582
0.156257,0.0472377,0.0271732
0.591245,0.0300279,0.0877471
0.67436,0.0405179,0.0427561
0.289252,0.0270013,0.10481
0.546906,0.0635133,0.0162243
0.695253,0.0782119,0.0143311
0.253033,0.0243026,0.0388006
0.383674,0.0288631,0.0907756
0.469177,0.0647757,0.0202847
0.20623,0.0552864,0.0182504
0.118578,0.0518604,0.0598975
0.156917,0.0633959,0.0209671
0.536884,0.0386402,0.029173
0.497006,0.0355626,0.0254051
0.343725,0.0914582,0.0215127
0.575977,0.0215964,0.0415333
0.329953,0.0230399,0.0589054
0.580326,0.0660368,0.0562215
0.252758,0.0287247,0.0393682
0.531673,0.0596542,0.0130853
0.738509,0.0264037,0.0455055
0.536144,0.0575637,0.0232682
0.816561,0.065524,0.0450558
0.620258,0.0287814,0.0642657
0.0199084,0.0492913,0.0311589
0.212794,0.0452681,0.0447036
0.68985,0.0454636,0.0177896
0.265238,0.0534839,0.03191
0.265201,0.0273737,0.0386521
0.692759,0.031362,0.0353925
0.681989,0.0359016,0.0336997
0.684474,0.0115099,0.0793986
0.12189,0.0487999,0.0506014
0.181338,0.0223152,0.0492206
0.67116,0.0364106,0.0270693
0.49107,0.0205314,0.0355157
0.263513,0.0249983,0.120792
0.078203,0.081909,0.0230472
0.0485028,0.0164316,0.0488337
0.90649,0.0167691,0.0568115
0.0375632,0.035888,0.0448842
0.682169,0.0305704,0.0778038
0.221292,0.0361698,0.0274385
0.119335,0.0454964,0.0275436
0.203048,0.0833692,0.0231941
0.435983,0.0345483,0.0535218
0.166848,0.0315948,0.0252321
0.363792,0.157667,0.0146543
0.27347,0.110372,0.0305217
0.416436,0.0290401,0.0934951
0.858424,0.032411,0.0666998
0.731088,0.0370234,0.0332682
0.564945,0.0949021,0.0132373
0.223673,0.0844475,0.0244529
0.615984,0.117194,0.0171396
0.338124,0.0868321,0.0313473
0.866174,0.03632,0.106761
0.564548,0.0246754,0.0373404
0.225258,0.0460147,0.0213396
0.673203,0.016773,0.0631921
0.407121,0.0354589,0.0363295
0.683786,0.0306912,0.0403502
0.0567633,0.0940926,0.079206
0.321104,0.0708009,0.0150199
0.436922,0.0694667,0.0474023
0.72575,0.0362572,0.064736
0.959236,0.0253339,0.0592541
0.886451,0.0750413,0.0454185
0.216963,0.102383,0.0406161
0.239826,0.0186803,0.0605449
0.477598,0.0250345,0.0405192
0.861349,0.0463234,0.0240751
0.234991,0.0478327,0.0271475
0.607725,0.0394416,0.0184827
0.446585,0.0878205,0.0147874
0.691718,0.0440018,0.0237307
0.713006,0.18356,0.0275644
0.0161482,0.132412,0.0160133
0.392287,0.0138883,0.0582056
0.664696,0.0364688,0.029073
0.0535976,0.0120378,0.100495
0.648556,0.0344546,0.037226
0.8297,0.0293013,0.0773216
0.27359,0.0726072,0.0295962
0.177075,0.157427,0.0808165
0.913155,0.0491349,0.0220637
0.541495,0.114392,0.0155578
0.315376,0.0249351,0.031559
0.108337,0.0237252,0.0672891
0.142343,0.14382,0.0123159
0.333608,0.0623176,0.0251246
0.195709,0.0410668,0.0303829
0.275037,0.0235012,0.0500418
0.365745,0.0594255,0.0201474
0.74716,0.0354958,0.0502231
0.117759,0.159284,0.0244987
0.686107,0.0326113,0.0280445
0.629005,0.0771383,0.0140904
0.806087,0.0395608,0.0227447
0.635476,0.0229874,0.0487632
0.388896,0.0109195,0.0709732
0.164776,0.0432883,0.0236828
0.744243,0.0240951,0.0404471
0.190399,0.0807269,0.0286174
0.166353,0.0407034,0.0549918
0.61658,0.0613881,0.0229505
0.171651,0.353705,0.0166244
0.505953,0.0800964,0.0174033
0.719196,0.0415802,0.0452296
0.220085,0.0274129,0.0372254
0.498772,0.0349984,0.0275016
0.987937,0.0643237,0.0592521
0.968884,0.04517,0.0187131
0.234975,0.0224344,0.164161
0.746939,0.0175212,0.059711
0.56344,0.0251272,0.0333833
0.178714,0.0668009,0.0357293
0.775788,0.0742391,0.0154626
0.671216,0.0442937,0.0276411
0.182759,0.0477363,0.0577825
0.609229,0.0263132,0.12165
0.603373,0.101961,0.0148365
0.794702,0.0459691,0.0378155
0.104674,0.0315787,0.0872604
0.608195,0.110754,0.0149934
0.525823,0.0180334,0.0560676
0.646139,0.0295308,0.0361284
0.851017,0.0508374,0.033458
0.304938,0.0308129,0.0347292
0.112945,0.0185452,0.101458
0.454005,0.0859286,0.0251604
0.928153,0.0266896,0.0436473
0.564322,0.0644351,0.0242927
0.680451,0.0175952,0.0723928
0.740755,0.0399962,0.0266182
0.0886214,0.114474,0.0482938
0.304558,0.0619963,0.0340648
0.295839,0.0179559,0.116413
0.585361,0.0181268,0.0413831
0.914733,0.143853,0.02538
0.305176,0.070944,0.0135462
0.805457,0.0930467,0.0409895
0.642646,0.0733569,0.0570744
0.435608,0.11141,0.0240551
0.806417,0.136646,0.0386375
0.338646,0.039389,0.0340768
0.611644,0.0342184,0.0253794
0.262152,0.0488686,0.0352828
0.797439,0.0287645,0.0490897
0.765594,0.025357,0.0339574
0.237347,0.109881,0.0299536
0.19799,0.0456794,0.0499298
0.242295,0.0384314,0.0547172
0.851476,0.0575076,0.0149921
0.286339,0.0308082,0.025434
0.698481,0.0186448,0.0947429
0.604448,0.0515432,0.0259967
0.762289,0.171074,0.0292687
0.926026,0.0265298,0.182851
0.526594,0.014101,0.0964685
0.736223,0.0633918,0.0136441
0.789497,0.0668549,0.102927
0.926739,0.0287995,0.0645325
0.0160164,0.104302,0.119735
0.316368,0.0478839,0.0349766
0.308696,0.0639631,0.0136194
0.232801,0.171831,0.0186507
0.710071,0.0251566,0.0361413
0.651949,0.0134838,0.0699562
0.209593,0.038821,0.089484
0.560787,0.0314689,0.0342987
0.91357,0.105379,0.0224814
0.378365,0.0232654,0.0350832
0.47327,0.0351023,0.0721703
0.122172,0.129996,0.0401031
0.544777,0.020896,0.0724278
0.718587,0.0210762,0.0449238
0.965647,0.0242919,0.0505264
0.417589,0.0434564,0.0310755
0.153367,0.0366727,0.0265568
0.149362,0.0755084,0.0149729
0.207187,0.0136696,0.0691128
0.924773,0.0252742,0.106579
0.669467,0.0379648,0.140013
0.881109,0.0296334,0.0675948
0.143615,0.0219738,0.05897
0.89715,0.0372133,0.022499
0.777114,0.0744716,0.0467268
0.632545,0.0700181,0.0242577
0.173542,0.0219776,0.0929893
0.454487,0.0393536,0.0227937
0.528679,0.0169914,0.0810108
0.180306,0.0344759,0.082651
0.111696,0.0751334,0.0272568
0.948679,0.0185139,0.0583132
0.446277,0.0587853,0.0482591
0.705941,0.0172906,0.0852387
0.598487,0.041443,0.0915488
0.779438,0.0541827,0.0193894
0.272046,0.0601306,0.0240574
0.530617,0.075972,0.0754562
0.0331631,0.0810415,0.0212706
0.922478,0.0590094,0.0324986
0.599757,0.0175428,0.0573904
0.247485,0.0553519,0.0185683
0.873304,0.0151152,0.132054
0.178111,0.0422373,0.0364198
0.331185,0.0467098,0.0372233
0.389367,0.030047,0.056683
0.799491,0.100942,0.0300385
0.792374,0.0733844,0.0203277
0.640737,0.0196187,0.0446453
0.692193,0.0201467,0.0562059
0.789411,0.0662641,0.0128382
0.790012,0.024093,0.0654959
0.423468,0.0359886,0.0230949
0.755106,0.0417078,0.0279902
0.200331,0.0187962,0.0794946
0.0778339,0.0269786,0.0425557
0.403149,0.0676526,0.0390317
0.0921223,0.0917962,0.0259616
0.866575,0.0513465,0.107183
0.888163,0.0183854,0.0540267
0.182504,0.0323416,0.104614
0.149704,0.0194843,0.0501094
0.56642,0.0138332,0.40602
0.049234,0.072244,0.0164246
0.711479,0.0350457,0.0266277
0.204108,0.0341363,0.0245004
0.386855,0.0215324,0.0722782
0.584985,0.0338123,0.0432187
0.48909,0.0216297,0.0432626
0.768283,0.0512853,0.0647733
0.776411,0.0189233,0.049078
0.202846,0.0131966,0.0823003
0.902785,0.0180477,0.10998
0.256505,0.0213818,0.0622458
0.315133,0.0411712,0.0515725
0.831357,0.0144006,0.0988328
0.313784,0.0364887,0.0251938
0.730364,0.0551173,0.0176554
0.379645,0.0179421,0.149039
0.806498,0.0992504,0.0445621
0.079351,0.0633098,0.0735527
0.589828,0.14904,0.0151245
0.0824408,0.0837754,0.0329718
0.184812,0.0274175,0.0424739
0.775722,0.0942068,0.0147821
0.0163609,0.138127,0.0329515
0.531546,0.0767499,0.0224086
0.131362,0.0486861,0.0317298
0.348295,0.0426301,0.0175992
0.472239,0.0178719,0.0686501
0.37168,0.0329165,0.0421041
0.828623,0.0466436,0.0229256
0.414512,0.0458691,0.0195256
0.862963,0.0171489,0.0690194
0.482845,0.0569392,0.0521454
0.939562,0.0704134,0.0302864
0.876971,0.01587,0.106596
0.882199,0.0334208,0.0427837
0.983844,0.0188578,0.112515
0.976837,0.0827484,0.0257076
0.686912,0.05544,0.0960245
0.332718,0.0634416,0.0238666
0.188987,0.0407598,0.0738297
0.511864,0.023783,0.046126
0.765799,0.0551751,0.0220035
0.778323,0.0421644,0.0199496
0.266951,0.0554774,0.0387274
0.619215,0.0166837,0.0945058
0.0325282,0.0335004,0.173306
0.922374,0.0279544,0.0657244
0.873951,0.0258752,0.0584725
0.422513,0.0471357,0.0175183
0.194135,0.0303735,0.0241324
0.411553,0.013781,0.153036
0.338848,0.0560014,0.0580025
0.416158,0.0242902,0.0360025
0.484405,0.0123495,0.06586
0.0816688,0.0231166,0.0433099
0.184994,0.0814813,0.0240883
0.330434,0.0619156,0.0240074
0.688207,0.0354999,0.0662187
0.863142,0.0536582,0.0208924
0.252283,0.132461,0.0332697
0.429752,0.0207867,0.0565064
0.208329,0.0247875,0.0334407
0.799342,0.0332056,0.105728
0.205921,0.0436941,0.0240961
0.607014,0.0592481,0.0236067
0.591859,0.0625477,0.0142013
0.889301,0.0837622,0.0434097
0.766611,0.0495917,0.024637
0.867325,0.0856211,0.0380241
0.375893,0.0239912,0.0346415
0.0886476,0.024186,0.0863851
0.133341,0.0128227,0.0651668
0.4631,0.0189224,0.0794816
0.762885,0.0143316,0.0894552
0.087354,0.0148901,0.088074
0.441599,0.0992127,0.0247931
0.321009,0.0160099,0.116325
0.530353,0.0690081,0.0318874
0.681151,0.050222,0.0334249
0.939814,0.0245234,0.0322072
0.3912,0.0993542,0.0208069
0.90958,0.14268,0.0391641
0.670189,0.0666781,0.0242328
0.794125,0.05923,0.0369359
0.209569,0.0887762,0.0332383
0.992943,0.0686199,0.0915743
