alpha_s,top_quark_mass,energy,upper_bound_inc,upper_bound_dec
0.118,172.5,6500,0.1,0.05

theta,x1,x2
0.740754,0.0563073,0.064473
0.592945,0.0170185,0.0885154
0.636249,0.0312029,0.0354279
0.669132,0.033758,0.027312
0.383452,0.0589298,0.0286824
0.356951,0.0227358,0.0475052
0.628576,0.0267778,0.0500441
0.611236,0.0519491,0.0532324
0.905125,0.0658203,0.0482226
0.387675,0.0246673,0.0636692
0.467233,0.0336464,0.0473391
0.205016,0.037702,0.0466643
0.78067,0.0169593,0.0825124
0.755837,0.0189294,0.121554
0.625985,0.0983724,0.0602513
0.855298,0.0197726,0.0419339
0.546241,0.0150732,0.0493171
0.85132,0.0182902,0.0763843
0.605852,0.0894997,0.111088
0.0928844,0.0316359,0.134417
0.381456,0.0642926,0.0151976
0.606503,0.0157337,0.115645
0.590981,0.0202008,0.0789696
0.236431,0.0388186,0.034032
0.173887,0.0276253,0.0294016
0.59971,0.0361599,0.0262746
0.131674,0.161194,0.0309794
0.296949,0.0303515,0.0399995
0.0421837,0.0309616,0.0882394
0.89184,0.0543942,0.0212547
0.851457,0.0370258,0.0213541
0.553278,0.105569,0.0150311
0.472403,0.0609186,0.0554295
0.914562,0.0423239,0.0595146
0.814789,0.0498734,0.0394696
0.153587,0.086118,0.059098
0.210185,0.0678302,0.0193338
0.568284,0.0355621,0.0433364
0.897136,0.0551789,0.0213626
0.181376,0.0336308,0.0240747
0.252594,0.0160636,0.107254
0.905028,0.0172163,0.219418
0.581476,0.0238443,0.0366538
0.437106,0.0335144,0.0357655
0.0263593,0.14747,0.0264275
0.0835326,0.0288918,0.0519547
0.220717,0.0193942,0.0511823
0.749195,0.0152009,0.15205
0.0646944,0.0268254,0.0758248
0.756496,0.0698409,0.020246
0.17953,0.0321389,0.0555699
0.69759,0.095521,0.0686752
0.302807,0.0491105,0.0147091
0.102528,0.029065,0.165978
0.725594,0.078444,0.0198559
0.594712,0.0278233,0.0863767
0.223721,0.0848976,0.0185634
0.618354,0.0137004,0.0524446
0.141072,0.0157516,0.0763933
0.519985,0.0525789,0.0179319
0.62125,0.0263095,0.0372524
0.263884,0.0698181,0.0130761
0.0514418,0.15043,0.0367777
0.259081,0.042747,0.026242
0.59839,0.0158774,0.0651797
0.279719,0.0410271,0.0372582
0.315717,0.0985877,0.0247381
0.926136,0.0675637,0.063232
0.405564,0.0344981,0.0354266
0.83144,0.0300713,0.0293825
0.564619,0.0420497,0.0928844
0.0590125,0.0136902,0.0656199
0.727688,0.0270766,0.0759693
0.840334,0.0235165,0.0553961
0.659225,0.0125531,0.145136
0.0809897,0.0184169,0.0613014
0.473668,0.0703561,0.0250209
0.542503,0.0198504,0.0965201
0.154199,0.0135778,0.0757785
0.265769,0.0287026,0.0769834
0.793705,0.030508,0.0381196
0.741242,0.0239506,0.0421101
0.649025,0.0428556,0.0274018
0.437919,0.0279866,0.0342639
0.114438,0.0429651,0.0487703
0.630464,0.0170754,0.0533571
0.617944,0.0433151,0.0181345
0.796962,0.0214265,0.0628268
0.763741,0.0209613,0.102753
0.464349,0.0410053,0.0200076
0.855718,0.0308457,0.0315931
0.252362,0.0214899,0.0676005
0.70352,0.0636403,0.0386707
0.866309,0.0859799,0.0255631
0.680765,0.031673,0.0459629
0.397649,0.0274776,0.134739
0.289989,0.113706,0.0163229
0.671216,0.0410146,0.0237031
0.41009,0.0325738,0.0303966
0.23697,0.0631127,0.0200351
0.459151,0.053257,0.0354806
0.777564,0.0324779,0.0276274
0.84745,0.0378333,0.102478
0.316309,0.0208233,0.0852252
0.226772,0.0236837,0.0434061
0.198582,0.0221843,0.0811372
0.197353,0.0286693,0.0493108
0.151244,0.0922963,0.0179233
0.0943251,0.0281482,0.130825
0.658055,0.0735906,0.0161049
0.953655,0.14032,0.0246066
0.375515,0.0551389,0.034717
0.278796,0.0168018,0.0508582
0.774675,0.0202756,0.0568047
0.738619,0.0264503,0.0281228
0.445837,0.0695224,0.0210088
0.312731,0.0376546,0.0482465
0.117077,0.0743296,0.0501392
0.191116,0.0250439,0.0681252
0.412497,0.0556131,0.025494
0.945831,0.0122468,0.0824247
0.42297,0.100727,0.0565356
0.0842222,0.229799,0.0166865
0.0870161,0.112758,0.0471508
0.786123,0.0518512,0.0165417
0.373584,0.044653,0.0196963
0.775569,0.179842,0.0231409
0.100724,0.0539114,0.0200608
0.899077,0.0487408,0.0929192
0.295411,0.0642499,0.0361134
0.570645,0.0279675,0.0391394
0.507066,0.0163959,0.0607182
0.526086,0.0420208,0.0189659
0.347987,0.0177344,0.0529011
0.814251,0.0367772,0.0416824
0.106949,0.09258,0.0481775
0.810256,0.0400585,0.034136
0.679343,0.0188487,0.100073
0.768918,0.0416068,0.0309111
0.131767,0.0403104,0.0309732
0.615172,0.0305332,0.0337451
0.729488,0.0608436,0.0335441
0.186814,0.0132863,0.215071
0.793248,0.0474127,0.0626572
0.905067,0.0943759,0.0418096
0.875617,0.0148307,0.054509
0.257137,0.0706434,0.0526948
0.648344,0.0166063,0.195366
0.386322,0.0420492,0.0246004
0.620436,0.0399465,0.0406834
0.809866,0.0216132,0.0712727
0.274816,0.0146388,0.057904
0.95355,0.0674084,0.0196148
0.91659,0.0140374,0.197029
0.807126,0.0572121,0.0148865
0.756697,0.065471,0.0457726
0.355161,0.0577769,0.0406556
0.130706,0.0681637,0.0246303
0.949142,0.182969,0.0546301
0.64855,0.0772118,0.0233078
0.269573,0.0180414,0.0529162
0.492056,0.0565623,0.0175496
0.0362801,0.0184646,0.154464
0.59189,0.0227786,0.0981691
0.438527,0.0358925,0.0245447
0.945539,0.0237188,0.151204
0.726024,0.0174637,0.0797445
0.906527,0.0445372,0.144265
0.292872,0.0184029,0.0568917
0.0548064,0.0275578,0.144579
0.674046,0.0303299,0.0936402
0.771563,0.0575417,0.0543949
0.659298,0.0194212,0.139092
0.773536,0.0145618,0.06143
0.272116,0.0769914,0.039407
0.617406,0.0521898,0.0219576
0.132278,0.0388767,0.132141
0.550296,0.122982,0.0279003
0.26324,0.0384813,0.0208365
0.200356,0.0387618,0.0335484
0.761551,0.201951,0.028507
0.64296,0.0816264,0.0285053
0.606558,0.0631225,0.0555371
0.732175,0.0188215,0.0676483
0.380342,0.0359855,0.0219042
0.134293,0.0375398,0.0350714
0.390302,0.0590053,0.0126395
0.867758,0.0250197,0.0682753
0.869184,0.156613,0.0208289
0.763519,0.0488288,0.0205985
0.950947,0.136635,0.0270369
0.142427,0.0157699,0.171869
0.44925,0.0269366,0.0490227
0.535565,0.0223239,0.211913
0.124957,0.0942848,0.036113
0.644057,0.0179399,0.0687343
0.432939,0.0658018,0.0155575
0.922538,0.019646,0.169498
0.274554,0.0980654,0.0220406
0.745297,0.0262548,0.121512
0.696672,0.0261779,0.0982934
0.204345,0.0343863,0.0321766
0.920306,0.0683371,0.0502897
0.00878145,0.112082,0.0141071
0.406894,0.0176085,0.0411575
0.790209,0.0166085,0.0566488
0.317218,0.0175496,0.0429909
0.635467,0.0194735,0.0534242
0.4252,0.106054,0.0167097
0.311301,0.0616173,0.0474758
0.119902,0.115817,0.017627
0.520093,0.171639,0.0264085
0.853701,0.0201187,0.0430214
0.902367,0.162441,0.053508
0.846881,0.0434313,0.18091
0.814701,0.0163251,0.0909847
0.442644,0.0824844,0.0130856
0.340283,0.267425,0.0197031
0.435973,0.119459,0.0156766
0.66733,0.203378,0.0184775
0.338575,0.0159345,0.0664291
0.174568,0.11637,0.0167832
0.579601,0.0443464,0.144562
0.494044,0.043129,0.0533197
0.381057,0.0168649,0.0444416
0.780647,0.0546479,0.0264686
0.630303,0.0952106,0.0185
0.524366,0.0839905,0.0583618
0.57277,0.0483529,0.0374525
0.564914,0.0463393,0.0694875
0.860162,0.0517346,0.0447869
0.0919378,0.0536595,0.0815868
0.343367,0.0336569,0.02286
0.870839,0.0360549,0.0435869
0.887222,0.111105,0.0201
0.732664,0.102551,0.0150278
0.178427,0.05949,0.0236751
0.516297,0.0761509,0.0260912
0.94813,0.029532,0.049141
0.733549,0.077122,0.0149946
0.90786,0.123742,0.0187893
0.693066,0.0452134,0.0188394
0.41197,0.0223074,0.0921103
0.274805,0.0505045,0.0286368
0.186378,0.0334814,0.0427969
0.471329,0.179208,0.0445681
0.677603,0.0321467,0.0490577
0.563171,0.0290395,0.0328657
0.425264,0.0418347,0.0317823
0.275278,0.0247635,0.0310796
0.199137,0.117664,0.0303538
0.65049,0.0172825,0.108646
0.698411,0.0173212,0.0827066
0.131163,0.0286715,0.103521
0.206942,0.0125454,0.0581429
0.270612,0.0267178,0.0788786
0.445949,0.0395871,0.026859
0.547767,0.0576478,0.0209424
0.61765,0.0423012,0.0244219
0.807315,0.0646423,0.015247
0.156962,0.127426,0.0385904
0.243239,0.015675,0.182894
0.671034,0.0289075,0.0305252
0.350758,0.0674375,0.0213548
0.43318,0.0338054,0.0327219
0.190371,0.0174925,0.134123
0.828359,0.0419107,0.0283555
0.795333,0.209324,0.0136827
0.312053,0.0541281,0.0617635
0.976421,0.0421318,0.0728828
0.823956,0.0301268,0.0700138
0.185933,0.0458848,0.0254003
0.253534,0.0286019,0.0428655
0.824098,0.0489545,0.0710242
0.545173,0.0814013,0.019946
0.035073,0.0548097,0.0909246
0.95403,0.0236304,0.0540106
0.729998,0.0161477,0.071442
0.13717,0.034174,0.0279873
0.417842,0.0897259,0.172777
0.476854,0.0404987,0.0197404
0.77756,0.0435776,0.0369247
0.57823,0.0173142,0.0417971
0.316593,0.0535501,0.0844708
0.340878,0.0876959,0.0198011
0.272303,0.0411429,0.0230983
0.660755,0.0429804,0.041
0.554692,0.0612534,0.0363845
0.458432,0.0201906,0.0588329
0.795656,0.0520059,0.0376167
0.427135,0.0220258,0.044687
0.0502414,0.0632923,0.0519311
0.909995,0.0584461,0.0353765
0.395761,0.148671,0.149642
0.802083,0.067723,0.0335375
0.440758,0.0165525,0.0465303
0.655856,0.0452832,0.0227672
0.646573,0.0894668,0.0337928
0.146491,0.0417732,0.0559516
0.416303,0.026813,0.0563727
0.0969816,0.0127331,0.0647262
0.540186,0.0408574,0.0791272
0.796369,0.0318903,0.063007
0.362761,0.0347827,0.0245803
0.489422,0.0407379,0.0438403
0.905836,0.0191547,0.0521178
0.850617,0.0424168,0.0337937
0.475131,0.0641597,0.0203691
0.478487,0.0248385,0.0341763
0.462321,0.0623249,0.031788
0.909033,0.183695,0.0433603
0.674572,0.0889394,0.0505438
0.661221,0.0128972,0.0635465
0.144287,0.0243391,0.307962
0.1274,0.0769341,0.0407682
0.488185,0.0393387,0.026759
0.895498,0.0291338,0.0358718
0.0625348,0.0326268,0.109879
0.139289,0.0696285,0.0164326
0.254636,0.0340804,0.123259
0.125188,0.0583881,0.0211655
0.926408,0.0923881,0.0159944
0.278752,0.026605,0.0505465
0.87601,0.268203,0.0204777
0.225332,0.0426838,0.0276016
0.35518,0.094045,0.0154995
0.0988557,0.0650947,0.0230375
0.553828,0.0847725,0.0188967
0.186016,0.0253671,0.139242
0.64237,0.0671419,0.018858
0.163719,0.0899454,0.0814721
0.667274,0.0523667,0.0164223
0.618072,0.0192462,0.0376846
0.794656,0.0897632,0.0548279
0.215946,0.0857896,0.0306919
0.103761,0.0369344,0.112405
0.248652,0.0627939,0.0373379
0.948236,0.127325,0.0248244
0.892413,0.0505842,0.0488387
0.0934498,0.0339997,0.0462236
0.28101,0.0240486,0.127562
0.991791,0.0157135,0.131441
0.604267,0.0160142,0.0537047
0.110224,0.0254737,0.0958915
0.270288,0.0348096,0.13297
0.27279,0.0538245,0.0180748
0.592195,0.154577,0.0157278
0.786961,0.0357246,0.117042
0.395884,0.0211819,0.0463882
0.494506,0.0462299,0.0253609
0.757372,0.0550891,0.0268195
0.16979,0.0221103,0.110024
0.0891538,0.096378,0.013135
0.12004,0.0166729,0.103301
0.392367,0.0938656,0.0738037
0.560125,0.0463563,0.0168929
0.608355,0.027901,0.0618267
0.423785,0.0357686,0.0330432
0.933461,0.0298488,0.0289256
0.191315,0.033553,0.0338351
0.401249,0.0335215,0.0234578
0.8913,0.0495217,0.0413658
0.782101,0.0140457,0.0577549
0.890606,0.0367663,0.0547652
0.525108,0.0153384,0.052389
0.44588,0.0930064,0.0245506
0.636928,0.0352322,0.0440503
0.126424,0.0664087,0.0608168
0.6404,0.0494473,0.0166811
0.287051,0.0170012,0.0755896
0.661114,0.0203663,0.336924
0.634325,0.0603263,0.0189117
0.691076,0.121783,0.053879
0.428602,0.0296878,0.0274385
0.836876,0.0489564,0.0350113
0.738159,0.0291825,0.0717394
0.762304,0.0285818,0.0600325
0.120926,0.0684103,0.0518215
0.130738,0.0357371,0.0285408
0.0516409,0.0844587,0.0147929
0.954302,0.0176832,0.0884642
0.472839,0.0292943,0.037665
0.704799,0.0188873,0.0508376
0.86854,0.0563878,0.0214172
0.883307,0.0153712,0.0601237
0.693613,0.0305781,0.0979831
0.421755,0.0624449,0.034131
0.279554,0.0355899,0.026575
0.502982,0.0635215,0.0201357
0.909613,0.0634643,0.0148068
0.174353,0.0549414,0.0267862
0.60517,0.03234,0.0307434
0.432042,0.0792977,0.0356311
0.506554,0.0929309,0.041028
0.254588,0.0153153,0.088139
0.532374,0.0862751,0.0319245
0.791068,0.0847747,0.014351
0.84581,0.0569347,0.0130622
0.0801836,0.0526716,0.0196249
0.0794954,0.0629588,0.0609019
0.613961,0.0724121,0.0299163
0.333469,0.126967,0.0279681
0.409348,0.0558056,0.0139395
0.8808,0.0512829,0.0547633
0.797423,0.0736786,0.0167531
0.92083,0.138033,0.0186139
0.298225,0.104861,0.0157959
0.943474,0.151625,0.0416623
0.553287,0.055639,0.0148486
0.77489,0.0593454,0.101999
0.844204,0.0487199,0.018494
0.936747,0.0271353,0.05168
0.126153,0.0286909,0.0435103
0.255432,0.0487617,0.0228808
0.172647,0.101029,0.020085
0.837081,0.152817,0.0179417
0.820049,0.0961071,0.0232303
0.17885,0.0774448,0.0696834
0.207398,0.215468,0.0143074
0.435546,0.0181802,0.0555321
0.199666,0.0954352,0.0161488
0.114603,0.0154581,0.066186
0.839118,0.0185012,0.0586749
0.65068,0.126008,0.0538677
0.228196,0.0572715,0.066538
0.41969,0.0987671,0.0193653
0.204388,0.0339634,0.0471777
0.697101,0.0201461,0.0531794
0.458863,0.0650947,0.0860963
0.662634,0.223834,0.0136667
0.80088,0.037922,0.0489176
0.766618,0.0509461,0.0407698
0.153699,0.0775467,0.0142613
0.190253,0.0146762,0.131628
0.264917,0.0357274,0.0483858
0.228182,0.0125754,0.174352
0.775885,0.0353566,0.0401759
0.575749,0.0423666,0.0277744
0.135735,0.0549917,0.0245304
0.317135,0.0129405,0.0565307
0.0377381,0.0231217,0.0889231
0.718917,0.0592986,0.0309932
0.0844163,0.0454532,0.0161539
0.735576,0.0877028,0.0173909
0.102292,0.0560187,0.0234906
0.76854,0.0236412,0.050966
0.839187,0.0273656,0.0825182
0.559601,0.0272261,0.0372198
0.884534,0.115583,0.0501456
0.444304,0.0855495,0.0234924
0.48141,0.0313931,0.0287144
0.253294,0.025843,0.0384856
0.0903076,0.0656279,0.047662
0.229581,0.0327642,0.120213
0.419952,0.0534792,0.0250948
0.196479,0.10297,0.0176532
0.748924,0.0417737,0.019469
0.355923,0.0804932,0.0225989
0.629812,0.10272,0.0254315
0.203207,0.0139437,0.0536093
0.471839,0.025453,0.123066
0.495808,0.0158899,0.0660315
0.0889424,0.0677376,0.0263636
0.504912,0.0254455,0.123887
0.158629,0.0425609,0.0347971
0.219673,0.0147935,0.0612552
0.138616,0.0142641,0.0585687
0.0920406,0.0675513,0.0263521
0.204435,0.0338507,0.0473518
0.869847,0.075162,0.0230955
0.702899,0.0886574,0.0973271
0.0923053,0.0176568,0.082285
0.853742,0.0381924,0.0210448
0.188438,0.0492487,0.029126
0.163684,0.0406944,0.0605917
0.303774,0.0264749,0.0528809
0.627436,0.0357614,0.023433
0.767798,0.0299155,0.0438878
0.835723,0.128974,0.0142258
0.560579,0.0501196,0.053034
0.918552,0.0435906,0.0757187
0.544569,0.139981,0.0163398
0.0593817,0.0149287,0.0617529
0.397951,0.155102,0.0245743
0.751461,0.0527522,0.0313593
0.0647163,0.154207,0.0327676
0.78543,0.0140314,0.100431
0.713473,0.0401774,0.0470644
0.464637,0.023546,0.0561639
0.659676,0.0321918,0.0581515
0.191135,0.0327033,0.0375458
0.372418,0.0208561,0.164758
0.560159,0.0706019,0.0247266
0.875913,0.0211019,0.139828
0.0390677,0.0192924,0.0436809
0.225957,0.0154534,0.0680074
0.821938,0.0417263,0.0213791
0.525662,0.0292814,0.0710911
0.717327,0.0512843,0.0146355
0.771026,0.0717509,0.0329551
0.30578,0.0121969,0.0733254
0.951009,0.0269337,0.0333766
0.500514,0.0901589,0.0165161
0.67973,0.055398,0.0324811
0.841538,0.0960311,0.0430083
0.435258,0.118838,0.055931
0.0921025,0.0761582,0.118083
0.504056,0.0416347,0.0223643
0.803132,0.0342222,0.0898428
0.711208,0.0233564,0.0636254
0.33488,0.07091,0.0192383
0.451435,0.0172983,0.182834
0.670016,0.0790223,0.0136593
0.077027,0.0298658,0.0497885
0.855119,0.0162563,0.0926614
0.551651,0.0190619,0.0550895
0.401509,0.331115,0.0143134
0.149942,0.0483559,0.144548
0.75309,0.0399113,0.0201806
0.581249,0.0167316,0.0734447
0.216949,0.0873497,0.0504476
0.246711,0.0182199,0.0936149
0.180553,0.0152813,0.118965
0.161191,0.0137399,0.0595405
0.0615842,0.0949138,0.114933
0.86174,0.0301899,0.0529201
0.561603,0.062992,0.0519572
0.72806,0.0658562,0.112621
0.287059,0.065344,0.0168671
0.123922,0.0280725,0.115539
0.460591,0.0184249,0.0438199
0.233025,0.0312446,0.0377474
0.708733,0.0626254,0.0190788
0.295991,0.0187962,0.130595
0.688747,0.0240303,0.0363906
0.256539,0.0492053,0.0992436
0.116759,0.0394705,0.0293803
0.227651,0.0433142,0.0200269
0.244392,0.0448971,0.019462
0.48266,0.0175664,0.0863014
0.206782,0.0283906,0.0602625
0.180611,0.0550154,0.0310332
0.488661,0.148547,0.0349708
0.83314,0.017575,0.0959879
0.970936,0.032198,0.0599263
0.487921,0.0222553,0.0468922
0.923109,0.0271377,0.0525994
0.584136,0.0191416,0.0421191
0.175088,0.0310655,0.0249559
0.87782,0.0212096,0.0716518
0.772039,0.095599,0.0333675
0.698882,0.0443682,0.063442
0.182657,0.0146003,0.167284
0.217436,0.138262,0.0168507
0.518078,0.0462079,0.0204094
0.400051,0.0384257,0.0233669
0.347071,0.0274736,0.0473113
0.497339,0.0185245,0.0596327
0.919866,0.0328698,0.112652
0.867603,0.0701226,0.0143987
0.414091,0.0133905,0.0885208
0.627384,0.133856,0.0359492
0.852946,0.186789,0.030653
0.0289269,0.0151887,0.1059
0.0713009,0.0968603,0.0390344
0.221975,0.119079,0.014537
0.813294,0.0224506,0.0566838
0.73946,0.0531489,0.0282429
0.065166,0.0137806,0.0875786
0.744875,0.0242789,0.0509762
0.080484,0.0634887,0.0330606
0.135937,0.0548594,0.0226006
0.837695,0.0417198,0.0188999
0.206714,0.0977538,0.0169934
0.870709,0.0821691,0.0133311
0.577799,0.022023,0.127969
0.414862,0.0293592,0.0247756
0.301987,0.02331,0.0349411
0.47725,0.0203298,0.0818027
0.642925,0.0254271,0.0362967
0.341798,0.0598846,0.034633
0.398414,0.0762601,0.0210163
0.618511,0.0441762,0.0309983
0.774786,0.0451111,0.0425286
0.136636,0.0789208,0.0131677
0.206226,0.0409954,0.0461793
0.165886,0.0553457,0.0559104
0.871402,0.0681982,0.0153925
0.0449615,0.100511,0.0117196
0.189424,0.0260196,0.0358566
0.339064,0.058686,0.0172347
0.754569,0.0511034,0.0938753
0.585087,0.0275362,0.0314589
0.514516,0.0481911,0.0192526
0.0849033,0.0231306,0.107077
0.255538,0.0448331,0.0500841
0.842834,0.036369,0.0267963
0.589306,0.0362286,0.0315045
0.520284,0.0412514,0.0416538
0.268811,0.0605388,0.04809
0.603005,0.0452186,0.0175882
0.655292,0.102255,0.0148951
0.663941,0.0680166,0.0201334
0.801223,0.0330232,0.0519342
0.469006,0.0465418,0.0369491
0.788634,0.0629574,0.013544
0.0159195,0.155124,0.0167464
0.793288,0.0385648,0.0769573
0.434079,0.0229752,0.038913
0.668312,0.0597884,0.0634784
0.814798,0.0403729,0.0545617
0.214751,0.017711,0.183826
0.0722657,0.10144,0.0542682
0.922538,0.0379103,0.0421865
0.0147317,0.0569328,0.0605272
0.791581,0.0622311,0.0466799
0.877198,0.0257295,0.0512179
0.26779,0.0446702,0.066973
0.779936,0.0203796,0.0377035
0.770042,0.0473155,0.0493768
0.0774978,0.102417,0.0143707
0.750285,0.0236262,0.0931476
0.481467,0.015968,0.06625
0.711042,0.0356494,0.0233052
0.284168,0.0531629,0.0174131
0.982796,0.0474988,0.0230099
0.705968,0.0465947,0.0767822
0.6305,0.104925,0.0197903
0.872265,0.0789785,0.0145931
0.0661477,0.0323163,0.0628072
0.117969,0.065372,0.0758784
0.819771,0.0432203,0.022372
0.862651,0.0525322,0.0880048
0.247693,0.0201719,0.0363133
0.128689,0.0723848,0.0339451
0.670116,0.0515307,0.0437494
0.493983,0.0156317,0.0742074
0.83444,0.0302918,0.0615359
0.453782,0.0254917,0.0335608
0.970867,0.0482023,0.077634
0.107671,0.0236213,0.161319
0.483634,0.0184762,0.0518283
0.734851,0.0260117,0.0358343
0.54259,0.0474821,0.025819
0.272643,0.177234,0.0228537
0.697482,0.207776,0.013277
0.545593,0.0416806,0.0403415
0.461896,0.0293221,0.0575539
0.359445,0.0307093,0.0298461
0.60062,0.0308345,0.0351895
0.442614,0.0448588,0.0496247
0.779462,0.0528429,0.0261079
0.108672,0.0398812,0.123681
0.272433,0.0343831,0.102575
0.220271,0.0278221,0.0511123
0.106721,0.0128805,0.0785056
0.848674,0.0397011,0.0432962
0.15956,0.0145147,0.0636088
0.947922,0.0547798,0.0320848
0.525293,0.0351257,0.0519559
0.705246,0.0520484,0.0491183
0.514938,0.0536891,0.0160276
0.060517,0.0261441,0.0420031
0.710776,0.1192,0.022898
0.532889,0.0801349,0.0269482
0.30512,0.0354399,0.0281325
0.539038,0.0389926,0.037302
0.755726,0.0709532,0.0302525
0.298374,0.0447823,0.0181601
0.400068,0.0206648,0.0780236
0.666413,0.0466367,0.0232006
0.0411971,0.0254385,0.0351599
0.837405,0.0250596,0.0356621
0.557085,0.0266362,0.0989656
0.47945,0.0698941,0.0267179
0.802861,0.0327588,0.0435249
0.0748575,0.0834746,0.0141942
0.28507,0.0729649,0.0162352
0.870082,0.0504749,0.0236065
0.692359,0.0482785,0.0192687
0.152848,0.0749664,0.0447931
0.0295699,0.117326,0.0154458
0.0635712,0.0348534,0.0265783
0.455748,0.0257367,0.112458
0.144098,0.0566503,0.0387094
0.710865,0.0234769,0.0454023
0.22537,0.045038,0.0170003
0.506363,0.0875709,0.06095
0.0596157,0.0319764,0.0289374
0.578057,0.0232636,0.0574609
0.938935,0.0178364,0.133017
0.831913,0.0173252,0.0911265
0.789892,0.0685458,0.0903147
0.524019,0.0183489,0.0497206
0.591523,0.0363932,0.0520488
0.112291,0.0227805,0.0513098
0.600435,0.0392649,0.022835
0.945402,0.112713,0.0546776
0.193718,0.0865062,0.0272901
0.605749,0.0296344,0.0448869
0.0837727,0.029869,0.0369824
0.751565,0.0510786,0.0203867
0.670588,0.0233194,0.0436578
0.0559944,0.0427664,0.0992344
0.240085,0.0669518,0.0483507
0.921181,0.222004,0.0771931
0.48736,0.153363,0.0220581
0.858674,0.0497726,0.0171846
0.641463,0.171303,0.0168656
0.353038,0.0378243,0.0244548
0.255734,0.102536,0.0191382
0.825414,0.0517337,0.0382397
0.54381,0.0218811,0.0422284
0.689443,0.100751,0.0155407
0.368714,0.0147574,0.0522208
0.421607,0.0130922,0.0621342
0.8401,0.0298468,0.118997
0.404969,0.0468337,0.0327056
0.931375,0.0878103,0.0281229
0.817596,0.127249,0.0173716
0.797351,0.0204207,0.0860609
0.831041,0.0302352,0.0950593
0.310609,0.0737427,0.0276822
0.841544,0.0676344,0.0170935
0.114454,0.0678096,0.0648978
0.501332,0.0450932,0.0231429
0.0882329,0.0316903,0.0949249
0.0489183,0.069694,0.0594777
0.322995,0.0429639,0.0238603
0.782593,0.0288223,0.0407587
0.188045,0.0293715,0.202355
0.119245,0.0261963,0.0747584
0.778203,0.0155967,0.0949079
0.850372,0.0756271,0.0236091
0.707017,0.102168,0.0163611
0.520887,0.0674381,0.0156517
0.870029,0.0358059,0.0403368
0.18081,0.0273558,0.037466
0.595414,0.0341914,0.0446326
0.679109,0.103689,0.0323621
0.188598,0.020604,0.0566353
0.699852,0.0841774,0.0443721
0.775854,0.046109,0.0578141
0.827657,0.0960863,0.0294826
0.250089,0.0641496,0.0227211
0.546711,0.0442088,0.0304991
0.729053,0.0484387,0.0196197
0.841521,0.0391976,0.0397897
0.528057,0.0713852,0.024667
0.526622,0.0176366,0.0454223
0.55679,0.0241865,0.033963
0.848914,0.0414593,0.0751729
0.478586,0.0559674,0.109964
0.70566,0.0235649,0.0507488
0.929555,0.057085,0.0130642
0.294558,0.0220154,0.0412431
0.767779,0.0171719,0.0498651
0.442496,0.0551524,0.0207175
0.395934,0.0840302,0.0168565
0.671777,0.106867,0.0412926
0.831087,0.0238207,0.0367565
0.895359,0.0975383,0.0226175
0.464499,0.0475302,0.017827
0.656398,0.0232628,0.156464
0.0640321,0.0358577,0.0437466
0.816152,0.0713814,0.0672179
0.146071,0.0879617,0.0290703
0.495281,0.066793,0.0392849
0.765636,0.0165786,0.162509
0.145611,0.0517063,0.0176307
0.795431,0.0326205,0.0760226
0.787788,0.0161841,0.151956
0.415375,0.0163968,0.0450538
0.187683,0.0199914,0.0391608
0.715423,0.138052,0.0404122
0.350499,0.0415236,0.0651516
0.790381,0.0287098,0.0674576
0.744392,0.0144309,0.05976
0.555548,0.0665558,0.015497
0.684569,0.0184725,0.201457
0.0981904,0.0681304,0.0917105
0.812206,0.0754394,0.0149218
0.757962,0.0519535,0.0460653
0.0826271,0.102963,0.0194212
0.897771,0.0284257,0.055938
0.633852,0.0258717,0.0696739
0.37583,0.0248884,0.0999173
0.199186,0.0872945,0.0221693
0.0325741,0.0268522,0.0411216
0.262695,0.0850625,0.0151935
0.787594,0.0263824,0.0830702
0.716813,0.0168675,0.0964999
0.228579,0.0381021,0.0245882
0.874751,0.0529551,0.0303944
0.0416321,0.0852119,0.0183027
0.769245,0.0366391,0.0364976
0.893922,0.022735,0.0801781
0.996412,0.024559,0.062762
0.710978,0.0132379,0.0622211
0.153568,0.171432,0.0737017
0.720726,0.0325668,0.0463931
0.622014,0.0608901,0.0252097
0.299114,0.0587904,0.0305348
0.912084,0.0444637,0.0387925
0.821938,0.056436,0.034744
0.862661,0.0338381,0.0267902
0.714713,0.048211,0.0193278
0.483537,0.191252,0.0110625
0.407703,0.01837,0.0418016
0.234581,0.0253153,0.0383676
0.383309,0.020969,0.0573159
0.310413,0.0276096,0.0628002
0.314828,0.0390894,0.0198207
0.561075,0.0471633,0.0245083
0.546936,0.0559507,0.0263356
0.314497,0.018803,0.105219
0.692578,0.0356081,0.0246412
0.290866,0.0138168,0.0881643
0.979359,0.0295827,0.0390683
0.761586,0.0349541,0.0524628
0.210812,0.147685,0.0295211
0.860635,0.0341595,0.0789228
0.635653,0.0989827,0.0223379
0.488676,0.0451114,0.0365567
0.75121,0.0862496,0.020571
0.0604696,0.0512993,0.0683538
0.470311,0.0548917,0.016949
0.213222,0.0294048,0.158979
0.456175,0.021864,0.0377105
0.139388,0.0729652,0.0481278
0.84881,0.0218124,0.068426
0.136981,0.0530589,0.0227349
0.393354,0.139155,0.0178965
0.451306,0.0462647,0.0284728
0.503376,0.0531361,0.0324125
